,lambd,p,nnz,true_label,ones_label,exbs_label,ones_mu_label,exbs_mu_label,ones_gap,exbs_gap,ones_mu_gap,exbs_mu_gap
0,0.375,64,8,395,30,9,76,199,0.1875,0.0625,0.140625,1.0
1,0.375,64,8,838,838,178,838,178,0.25,0.03125,0.453125,1.0
2,0.375,64,8,873,873,425,873,873,1.0,0.0,1.0,1.0
3,0.375,64,8,2,2,2,2,2,1.0,0.40625,1.0,1.0
4,0.375,64,8,534,534,770,534,628,0.96875,0.0,1.0,1.0
5,0.375,64,8,269,269,277,269,277,0.59375,0.171875,0.421875,1.0
6,0.375,64,8,885,709,644,709,557,0.90625,0.109375,0.8125,1.0
7,0.375,64,8,590,590,590,590,590,0.1875,0.390625,0.59375,1.0
8,0.375,64,8,133,133,133,133,133,1.0,0.09375,1.0,1.0
9,0.375,64,8,280,280,126,280,280,0.359375,0.046875,0.5,1.0
10,0.375,64,8,211,211,211,211,211,0.296875,0.09375,0.59375,1.0
11,0.375,64,8,464,512,111,512,512,0.078125,0.03125,1.0,1.0
12,0.375,64,8,800,800,398,800,800,0.8125,0.0625,1.0,1.0
13,0.375,64,8,66,288,81,61,81,0.03125,0.0625,0.078125,1.0
14,0.375,64,8,587,587,587,587,587,0.421875,0.015625,1.0,1.0
15,0.375,64,8,975,733,385,975,385,0.078125,0.03125,0.015625,1.0
16,0.375,64,8,889,579,770,889,420,0.15625,0.109375,0.109375,1.0
17,0.375,64,8,774,774,125,774,435,0.03125,0.015625,0.015625,1.0
18,0.375,64,8,138,138,139,138,138,1.0,0.078125,1.0,1.0
19,0.375,64,8,956,956,938,956,956,1.0,0.125,1.0,1.0
20,0.375,64,8,569,569,757,569,569,0.953125,0.109375,1.0,1.0
21,0.375,64,8,214,214,20,214,214,0.921875,0.015625,0.96875,1.0
22,0.375,64,8,97,97,97,97,97,0.703125,0.03125,1.0,1.0
23,0.375,64,8,919,919,999,919,999,0.203125,0.28125,0.515625,1.0
24,0.375,64,8,213,213,766,213,213,1.0,0.015625,1.0,1.0
25,0.375,64,8,233,233,261,170,261,0.21875,0.109375,0.25,1.0
26,0.375,64,8,489,489,677,489,92,0.375,0.328125,0.53125,1.0
27,0.375,64,8,465,414,465,414,431,0.171875,0.09375,0.15625,1.0
28,0.375,64,8,118,118,800,118,118,0.96875,0.015625,1.0,1.0
29,0.375,64,8,675,412,471,412,798,0.15625,0.015625,0.296875,1.0
30,0.375,64,8,327,952,75,952,815,0.3125,0.0,0.671875,1.0
31,0.375,64,8,784,695,731,695,844,0.921875,0.0,0.90625,1.0
32,0.375,64,8,190,190,153,190,153,0.125,0.40625,0.5,1.0
33,0.375,64,8,545,545,774,545,774,0.125,0.0,0.203125,1.0
34,0.375,64,8,506,506,535,506,479,1.0,0.03125,1.0,1.0
35,0.375,64,8,480,480,480,480,480,0.265625,0.125,1.0,1.0
36,0.375,64,8,133,133,376,133,133,0.015625,0.140625,0.3125,1.0
37,0.375,64,8,886,886,707,886,886,1.0,0.09375,1.0,1.0
38,0.375,64,8,967,762,727,877,727,0.203125,0.0625,0.09375,1.0
39,0.375,64,8,643,558,445,589,503,0.0,0.015625,0.015625,1.0
40,0.375,64,8,562,529,433,529,433,0.078125,0.0,0.1875,1.0
41,0.375,64,8,396,396,944,396,396,0.9375,0.015625,1.0,1.0
42,0.375,64,8,570,570,543,570,447,0.765625,0.046875,0.96875,1.0
43,0.375,64,8,690,690,129,690,314,0.859375,0.015625,0.875,1.0
44,0.375,64,8,902,840,688,840,890,0.140625,0.03125,0.046875,1.0
45,0.375,64,8,5,34,132,34,137,0.359375,0.0,0.1875,1.0
46,0.375,64,8,914,914,682,914,403,1.0,0.125,1.0,1.0
47,0.375,64,8,801,801,801,801,801,0.4375,0.140625,1.0,1.0
48,0.375,64,8,149,149,149,149,149,0.84375,0.109375,1.0,1.0
49,0.375,64,8,828,828,828,828,828,1.0,0.5625,1.0,1.0
50,0.375,64,8,965,965,666,965,965,0.96875,0.109375,1.0,1.0
51,0.375,64,8,902,902,589,902,719,0.65625,0.15625,0.78125,1.0
52,0.375,64,8,962,962,962,962,962,0.796875,0.1875,0.71875,1.0
53,0.375,64,8,599,410,410,410,410,0.328125,0.046875,0.53125,1.0
54,0.375,64,8,654,609,627,609,581,0.75,0.359375,0.953125,1.0
55,0.375,64,8,709,401,696,477,696,0.5,0.125,0.140625,1.0
56,0.375,64,8,532,532,910,532,532,1.0,0.109375,1.0,1.0
57,0.375,64,8,706,706,169,706,706,0.515625,0.015625,0.609375,1.0
58,0.375,64,8,975,975,976,975,975,0.375,0.109375,0.671875,1.0
59,0.375,64,8,933,933,933,933,933,0.796875,0.046875,1.0,1.0
60,0.375,64,8,171,171,232,171,176,0.65625,0.078125,0.0625,1.0
61,0.375,64,8,597,597,763,597,763,0.84375,0.140625,0.96875,1.0
62,0.375,64,8,528,528,528,528,528,0.90625,0.5,1.0,1.0
63,0.375,64,8,752,752,448,752,606,0.375,0.078125,0.453125,1.0
64,0.375,64,8,269,269,269,269,269,0.890625,0.15625,0.8125,1.0
65,0.375,64,8,282,281,289,285,181,0.40625,0.125,0.0625,1.0
66,0.375,64,8,799,480,543,877,602,0.0625,0.078125,0.5,1.0
67,0.375,64,8,289,289,289,289,289,1.0,0.21875,1.0,1.0
68,0.375,64,8,942,942,607,942,942,0.921875,0.046875,1.0,1.0
69,0.375,64,8,937,937,936,937,937,0.15625,0.078125,0.21875,1.0
70,0.375,64,8,924,924,924,924,924,1.0,0.46875,1.0,1.0
71,0.375,64,8,705,705,724,705,547,0.28125,0.03125,0.703125,1.0
72,0.375,64,8,202,202,202,202,202,0.546875,0.15625,1.0,1.0
73,0.375,64,8,618,544,89,89,89,0.125,0.515625,0.203125,1.0
74,0.375,64,8,278,274,162,104,161,0.03125,0.125,0.046875,1.0
75,0.375,64,8,583,583,799,583,557,0.84375,0.03125,0.8125,1.0
76,0.375,64,8,419,419,419,419,721,0.046875,0.4375,0.6875,1.0
77,0.375,64,8,84,84,84,84,84,1.0,0.75,1.0,1.0
78,0.375,64,8,688,688,688,688,688,0.578125,0.171875,1.0,1.0
79,0.375,64,8,351,351,351,351,351,0.859375,0.21875,1.0,1.0
80,0.375,64,8,806,806,952,806,939,0.75,0.1875,0.8125,1.0
81,0.375,64,8,884,500,427,972,958,0.15625,0.03125,0.265625,1.0
82,0.375,64,8,145,145,145,145,145,1.0,0.203125,1.0,1.0
83,0.375,64,8,335,335,335,335,335,0.46875,0.609375,1.0,1.0
84,0.375,64,8,633,633,605,678,678,0.109375,0.140625,0.03125,1.0
85,0.375,64,8,360,360,185,360,150,0.28125,0.140625,0.125,1.0
86,0.375,64,8,715,652,832,715,715,0.09375,0.109375,0.15625,1.0
87,0.375,64,8,78,78,78,78,78,1.0,0.4375,1.0,1.0
88,0.375,64,8,935,935,935,935,935,1.0,0.71875,1.0,1.0
89,0.375,64,8,171,171,461,180,172,0.109375,0.046875,0.09375,1.0
90,0.375,64,8,603,603,727,603,603,0.6875,0.0625,0.8125,1.0
91,0.375,64,8,389,389,389,389,389,0.90625,0.078125,1.0,1.0
92,0.375,64,8,370,370,370,370,370,0.859375,0.125,1.0,1.0
93,0.375,64,8,449,449,449,449,449,0.203125,0.1875,0.640625,1.0
94,0.375,64,8,572,509,118,509,509,0.578125,0.015625,0.640625,1.0
95,0.375,64,8,60,60,60,60,60,0.515625,0.078125,0.875,1.0
96,0.375,64,8,779,779,779,779,779,0.828125,0.28125,1.0,1.0
97,0.375,64,8,347,347,224,347,347,1.0,0.03125,1.0,1.0
98,0.375,64,8,370,370,383,370,370,0.953125,0.09375,1.0,1.0
99,0.375,64,8,690,690,123,690,634,0.453125,0.03125,0.75,1.0
100,0.375,64,8,910,909,948,909,948,0.296875,0.125,0.40625,1.0
101,0.375,64,8,365,365,365,365,365,1.0,0.375,1.0,1.0
102,0.375,64,8,162,162,818,162,338,0.328125,0.09375,0.078125,1.0
103,0.375,64,8,837,970,202,970,201,0.390625,0.0,1.0,1.0
104,0.375,64,8,603,603,351,603,690,0.5625,0.171875,0.65625,1.0
105,0.375,64,8,286,286,189,286,286,0.953125,0.015625,1.0,1.0
106,0.375,64,8,264,264,97,264,264,1.0,0.0,1.0,1.0
