,lambd,p,nnz,true_label,ones_label,exbs_label,ones_mu_label,exbs_mu_label,ones_gap,exbs_gap,ones_mu_gap,exbs_mu_gap
0,0.5,64,8,395,30,65,76,33,0.078125,0.15625,0.0625,1.0
1,0.5,64,8,838,838,168,838,793,0.34375,0.109375,0.265625,1.0
2,0.5,64,8,873,873,873,873,873,1.0,0.578125,1.0,1.0
3,0.5,64,8,2,2,2,2,2,1.0,0.59375,1.0,1.0
4,0.5,64,8,534,534,811,534,534,1.0,0.0625,1.0,1.0
5,0.5,64,8,269,269,263,269,272,0.8125,0.0,0.5625,1.0
6,0.5,64,8,885,709,652,709,652,0.84375,0.078125,0.1875,1.0
7,0.5,64,8,590,590,810,590,810,0.78125,0.109375,0.78125,1.0
8,0.5,64,8,133,133,133,133,133,1.0,0.640625,1.0,1.0
9,0.5,64,8,280,280,0,280,5,0.421875,0.09375,0.515625,1.0
10,0.5,64,8,211,211,211,211,211,0.671875,0.234375,0.6875,1.0
11,0.5,64,8,464,512,600,512,600,0.03125,0.015625,0.0,1.0
12,0.5,64,8,800,800,684,800,849,0.96875,0.1875,1.0,1.0
13,0.5,64,8,66,66,81,66,81,0.078125,0.03125,0.203125,1.0
14,0.5,64,8,587,587,644,587,960,0.5625,0.3125,0.578125,1.0
15,0.5,64,8,975,733,693,708,975,0.0625,0.109375,0.0,1.0
16,0.5,64,8,889,579,481,401,420,0.046875,0.078125,0.046875,1.0
17,0.5,64,8,774,774,982,774,982,0.140625,0.09375,0.015625,1.0
18,0.5,64,8,138,138,138,138,138,1.0,0.296875,1.0,1.0
19,0.5,64,8,956,956,956,956,956,1.0,0.21875,1.0,1.0
20,0.5,64,8,569,569,569,569,569,1.0,0.046875,0.96875,1.0
21,0.5,64,8,214,214,103,214,379,1.0,0.109375,1.0,1.0
22,0.5,64,8,97,97,89,97,89,0.78125,0.125,0.875,1.0
23,0.5,64,8,919,919,391,919,394,0.65625,0.015625,0.765625,1.0
24,0.5,64,8,213,213,213,213,213,1.0,0.34375,1.0,1.0
25,0.5,64,8,233,233,261,233,261,0.25,0.234375,0.484375,1.0
26,0.5,64,8,489,489,128,489,128,0.625,0.03125,0.390625,1.0
27,0.5,64,8,465,465,667,465,667,0.0625,0.109375,0.0625,1.0
28,0.5,64,8,118,118,118,118,118,1.0,0.546875,1.0,1.0
29,0.5,64,8,675,412,458,412,458,0.09375,0.46875,0.109375,1.0
30,0.5,64,8,327,952,852,327,852,0.125,0.84375,0.078125,1.0
31,0.5,64,8,784,695,695,695,695,1.0,0.421875,0.96875,1.0
32,0.5,64,8,190,190,153,190,153,0.390625,0.25,0.53125,1.0
33,0.5,64,8,545,545,573,545,802,0.609375,0.234375,0.78125,1.0
34,0.5,64,8,506,506,545,506,506,1.0,0.125,1.0,1.0
35,0.5,64,8,480,480,632,480,907,0.75,0.03125,0.328125,1.0
36,0.5,64,8,133,133,16,133,11,0.1875,0.265625,0.25,1.0
37,0.5,64,8,886,886,707,886,800,1.0,0.109375,1.0,1.0
38,0.5,64,8,967,762,498,762,762,0.046875,0.03125,0.015625,1.0
39,0.5,64,8,643,589,655,558,655,0.0625,0.0,0.09375,1.0
40,0.5,64,8,562,529,898,838,838,0.03125,0.359375,0.109375,1.0
41,0.5,64,8,396,396,956,396,956,1.0,0.28125,1.0,1.0
42,0.5,64,8,570,570,96,570,570,1.0,0.0,1.0,1.0
43,0.5,64,8,690,690,255,690,394,0.96875,0.03125,0.96875,1.0
44,0.5,64,8,902,840,789,840,789,0.1875,0.28125,0.21875,1.0
45,0.5,64,8,5,34,977,34,139,0.4375,0.09375,0.734375,1.0
46,0.5,64,8,914,914,914,914,914,1.0,0.296875,1.0,1.0
47,0.5,64,8,801,801,801,801,148,0.703125,0.1875,0.875,1.0
48,0.5,64,8,149,149,983,149,149,0.78125,0.03125,0.78125,1.0
49,0.5,64,8,828,828,828,828,828,1.0,0.484375,1.0,1.0
50,0.5,64,8,965,965,987,965,935,1.0,0.0625,1.0,1.0
51,0.5,64,8,902,902,418,902,418,0.875,0.328125,0.96875,1.0
52,0.5,64,8,962,962,962,962,962,1.0,0.59375,1.0,1.0
53,0.5,64,8,599,410,116,410,116,0.75,0.03125,0.8125,1.0
54,0.5,64,8,654,609,656,609,609,0.90625,0.03125,1.0,1.0
55,0.5,64,8,709,401,401,401,401,0.609375,0.078125,0.875,1.0
56,0.5,64,8,532,532,607,532,594,1.0,0.0625,1.0,1.0
57,0.5,64,8,706,706,755,706,572,0.53125,0.015625,0.5625,1.0
58,0.5,64,8,975,975,798,975,839,0.5625,0.046875,0.703125,1.0
59,0.5,64,8,933,933,934,933,934,0.96875,0.515625,1.0,1.0
60,0.5,64,8,171,171,171,171,232,0.5625,0.109375,0.5,1.0
61,0.5,64,8,597,597,630,597,777,1.0,0.0,1.0,1.0
62,0.5,64,8,528,528,528,528,621,1.0,0.03125,1.0,1.0
63,0.5,64,8,752,752,752,752,752,0.578125,0.109375,0.6875,1.0
64,0.5,64,8,269,269,269,269,269,1.0,0.28125,1.0,1.0
65,0.5,64,8,282,281,249,281,258,0.25,0.078125,0.09375,1.0
66,0.5,64,8,799,480,530,877,859,0.21875,0.03125,0.25,1.0
67,0.5,64,8,289,289,288,289,289,1.0,0.125,1.0,1.0
68,0.5,64,8,942,942,120,942,522,1.0,0.046875,1.0,1.0
69,0.5,64,8,937,937,937,937,937,0.5625,0.3125,0.625,1.0
70,0.5,64,8,924,924,924,924,924,1.0,0.8125,1.0,1.0
71,0.5,64,8,705,705,835,705,703,0.4375,0.265625,0.65625,1.0
72,0.5,64,8,202,202,266,202,266,0.625,0.140625,0.734375,1.0
73,0.5,64,8,618,544,535,89,686,0.109375,0.09375,0.03125,1.0
74,0.5,64,8,278,271,220,271,276,0.15625,0.171875,0.3125,1.0
75,0.5,64,8,583,583,583,583,583,0.828125,0.546875,0.859375,1.0
76,0.5,64,8,419,419,419,419,419,0.75,0.09375,0.875,1.0
77,0.5,64,8,84,84,84,84,84,1.0,1.0,1.0,1.0
78,0.5,64,8,688,688,688,688,799,0.75,0.015625,0.796875,1.0
79,0.5,64,8,351,351,273,351,351,1.0,0.0,1.0,1.0
80,0.5,64,8,806,806,948,806,806,0.65625,0.234375,1.0,1.0
81,0.5,64,8,884,500,276,500,276,0.125,0.140625,0.265625,1.0
82,0.5,64,8,145,145,145,145,145,1.0,0.46875,1.0,1.0
83,0.5,64,8,335,335,279,335,279,0.78125,0.171875,0.78125,1.0
84,0.5,64,8,633,633,770,633,770,0.171875,0.125,0.09375,1.0
85,0.5,64,8,360,360,98,360,360,0.359375,0.015625,0.421875,1.0
86,0.5,64,8,715,715,465,715,652,0.21875,0.203125,0.125,1.0
87,0.5,64,8,78,78,78,78,78,1.0,0.890625,1.0,1.0
88,0.5,64,8,935,935,935,935,935,1.0,0.078125,1.0,1.0
89,0.5,64,8,171,171,195,171,251,0.25,0.09375,0.234375,1.0
90,0.5,64,8,603,603,603,603,603,0.84375,0.515625,0.75,1.0
91,0.5,64,8,389,389,389,389,389,1.0,0.21875,1.0,1.0
92,0.5,64,8,370,370,370,370,370,1.0,0.484375,1.0,1.0
93,0.5,64,8,449,449,984,449,984,0.28125,0.171875,0.078125,1.0
94,0.5,64,8,572,509,509,509,467,0.625,0.09375,0.890625,1.0
95,0.5,64,8,60,60,34,60,34,0.8125,0.25,1.0,1.0
96,0.5,64,8,779,779,430,779,430,0.96875,0.0625,1.0,1.0
97,0.5,64,8,347,347,347,347,347,1.0,0.84375,1.0,1.0
98,0.5,64,8,370,370,18,370,223,1.0,0.0625,1.0,1.0
99,0.5,64,8,690,690,353,690,353,0.40625,0.03125,0.09375,1.0
100,0.5,64,8,910,909,584,909,816,0.65625,0.078125,0.796875,1.0
101,0.5,64,8,365,365,214,365,365,1.0,0.015625,1.0,1.0
102,0.5,64,8,162,263,253,171,162,0.015625,0.0,0.0,1.0
103,0.5,64,8,837,970,795,970,672,0.78125,0.0625,0.9375,1.0
104,0.5,64,8,603,603,690,603,690,0.875,0.03125,1.0,1.0
105,0.5,64,8,286,286,254,286,225,1.0,0.3125,1.0,1.0
106,0.5,64,8,264,264,195,264,172,1.0,0.09375,1.0,1.0
107,0.5,64,8,747,747,749,747,747,0.296875,0.125,0.34375,1.0
108,0.5,64,8,649,649,649,649,649,1.0,0.40625,1.0,1.0
109,0.5,64,8,486,486,486,486,486,1.0,0.296875,1.0,1.0
110,0.5,64,8,512,512,834,512,906,0.953125,0.140625,1.0,1.0
111,0.5,64,8,828,828,25,828,28,0.328125,0.109375,0.59375,1.0
112,0.5,64,8,955,955,955,955,955,1.0,0.609375,1.0,1.0
113,0.5,64,8,680,431,929,680,443,0.0,0.03125,0.140625,1.0
114,0.5,64,8,893,549,530,549,481,1.0,0.078125,1.0,1.0
115,0.5,64,8,385,385,385,385,386,0.78125,0.0625,1.0,1.0
116,0.5,64,8,965,965,933,965,965,1.0,0.0,1.0,1.0
117,0.5,64,8,609,609,622,609,734,0.6875,0.1875,0.75,1.0
118,0.5,64,8,131,131,131,131,131,1.0,0.21875,1.0,1.0
119,0.5,64,8,717,717,511,717,511,0.375,0.296875,0.59375,1.0
120,0.5,64,8,819,736,365,736,486,0.140625,0.078125,0.25,1.0
121,0.5,64,8,870,444,612,444,870,0.125,0.265625,0.125,1.0
122,0.5,64,8,237,237,314,237,314,0.796875,0.0625,0.765625,1.0
123,0.5,64,8,562,974,974,974,974,1.0,0.125,0.90625,1.0
124,0.5,64,8,48,48,48,48,48,0.96875,0.390625,1.0,1.0
125,0.5,64,8,979,975,936,975,472,1.0,0.15625,1.0,1.0
126,0.5,64,8,834,834,191,834,568,0.625,0.0,0.8125,1.0
127,0.5,64,8,709,748,893,748,893,0.15625,0.265625,0.25,1.0
128,0.5,64,8,109,109,109,109,109,1.0,0.78125,1.0,1.0
129,0.5,64,8,511,511,681,511,627,0.109375,0.03125,0.421875,1.0
130,0.5,64,8,778,778,549,778,637,0.390625,0.03125,0.21875,1.0
131,0.5,64,8,521,521,486,521,486,1.0,0.3125,1.0,1.0
132,0.5,64,8,996,996,996,996,996,0.90625,0.15625,0.75,1.0
133,0.5,64,8,827,896,823,896,861,0.1875,0.046875,0.3125,1.0
134,0.5,64,8,241,241,241,241,241,0.921875,0.328125,0.9375,1.0
135,0.5,64,8,700,999,967,591,443,0.03125,0.046875,0.109375,1.0
136,0.5,64,8,635,622,662,826,835,0.046875,0.21875,0.34375,1.0
137,0.5,64,8,388,388,296,388,296,1.0,0.078125,1.0,1.0
