,lambd,p,k,k_mu
0,0.25,64,64,41
1,0.25,64,64,14
2,0.25,64,17,6
3,0.25,64,6,4
4,0.25,64,17,13
5,0.25,64,23,11
6,0.25,64,27,14
7,0.25,64,64,43
8,0.25,64,9,2
9,0.25,64,64,10
10,0.25,64,12,4
11,0.25,64,64,20
12,0.25,64,64,31
13,0.25,64,64,24
14,0.25,64,41,12
15,0.25,64,64,40
16,0.25,64,64,15
17,0.25,64,47,17
18,0.25,64,23,7
19,0.25,64,17,13
20,0.25,64,31,7
21,0.25,64,38,15
22,0.25,64,13,6
23,0.25,64,64,50
24,0.25,64,15,10
25,0.25,64,32,13
26,0.25,64,64,36
27,0.25,64,35,19
28,0.25,64,15,6
29,0.25,64,64,60
30,0.25,64,48,25
31,0.25,64,19,6
32,0.25,64,64,51
33,0.25,64,64,19
34,0.25,64,14,6
35,0.25,64,53,24
36,0.25,64,41,7
37,0.25,64,13,5
38,0.25,64,20,12
39,0.25,64,64,57
40,0.25,64,64,24
41,0.25,64,36,28
42,0.25,64,60,8
43,0.25,64,64,19
44,0.25,64,64,7
45,0.25,64,64,19
46,0.25,64,14,9
47,0.25,64,64,64
48,0.25,64,28,15
49,0.25,64,15,5
50,0.25,64,12,7
51,0.25,64,23,13
52,0.25,64,12,4
53,0.25,64,48,18
54,0.25,64,28,9
55,0.25,64,18,8
56,0.25,64,15,8
57,0.25,64,38,14
58,0.25,64,47,36
59,0.25,64,64,16
60,0.25,64,9,6
61,0.25,64,30,16
62,0.25,64,45,6
63,0.25,64,27,12
64,0.25,64,64,17
65,0.25,64,64,12
66,0.25,64,64,21
67,0.25,64,11,5
68,0.25,64,14,7
69,0.25,64,11,9
70,0.25,64,5,3
71,0.25,64,64,17
72,0.25,64,18,6
73,0.25,64,64,51
74,0.25,64,64,54
75,0.25,64,29,21
76,0.25,64,42,60
77,0.25,64,12,6
78,0.25,64,40,14
79,0.25,64,31,4
80,0.25,64,64,31
81,0.25,64,64,9
82,0.25,64,11,7
83,0.25,64,37,5
84,0.25,64,64,62
85,0.25,64,22,12
86,0.25,64,9,4
87,0.25,64,5,3
88,0.25,64,47,35
89,0.25,64,64,32
90,0.25,64,46,13
91,0.25,64,10,7
92,0.25,64,30,11
93,0.25,64,33,7
94,0.25,64,64,20
95,0.25,64,28,11
96,0.25,64,59,9
97,0.25,64,9,4
98,0.25,64,41,21
99,0.25,64,64,23
100,0.25,64,64,50
101,0.25,64,21,15
102,0.25,64,64,45
103,0.25,64,19,3
104,0.25,64,26,7
105,0.25,64,33,5
106,0.25,64,29,8
107,0.25,64,64,10
108,0.25,64,15,10
109,0.25,64,57,17
110,0.25,64,60,14
111,0.25,64,52,22
112,0.25,64,15,8
113,0.25,64,64,14
114,0.25,64,64,21
115,0.25,64,64,9
116,0.25,64,35,27
117,0.25,64,50,12
118,0.25,64,31,25
119,0.25,64,64,16
120,0.25,64,64,60
121,0.25,64,64,11
122,0.25,64,64,12
123,0.25,64,64,60
124,0.25,64,22,5
125,0.25,64,64,56
126,0.25,64,64,29
127,0.25,64,32,25
128,0.25,64,43,20
129,0.25,64,64,5
130,0.25,64,64,60
131,0.25,64,18,14
132,0.25,64,22,7
133,0.25,64,64,27
134,0.25,64,64,36
135,0.25,64,64,8
136,0.25,64,64,35
137,0.25,64,14,5
138,0.25,64,37,11
139,0.25,64,13,6
140,0.25,64,33,23
141,0.25,64,64,53
142,0.25,64,21,11
143,0.25,64,11,8
144,0.25,64,15,8
145,0.25,64,64,55
146,0.25,64,64,5
147,0.25,64,12,7
148,0.25,64,29,16
149,0.25,64,64,6
150,0.25,64,64,14
151,0.25,64,12,7
152,0.25,64,64,32
153,0.25,64,12,6
154,0.25,64,64,34
155,0.25,64,29,9
