,lambd,p,k,k_mu
0,0.25,64,64,21
1,0.25,64,64,23
2,0.25,64,23,20
3,0.25,64,8,3
4,0.25,64,12,6
5,0.25,64,37,22
6,0.25,64,22,12
7,0.25,64,64,48
8,0.25,64,7,6
9,0.25,64,64,15
10,0.25,64,32,15
11,0.25,64,64,46
12,0.25,64,64,62
13,0.25,64,64,59
14,0.25,64,27,21
15,0.25,64,64,35
16,0.25,64,64,18
17,0.25,64,44,36
18,0.25,64,18,6
19,0.25,64,11,4
20,0.25,64,23,8
21,0.25,64,40,30
22,0.25,64,24,5
23,0.25,64,64,25
24,0.25,64,22,18
25,0.25,64,21,14
26,0.25,64,64,36
27,0.25,64,13,5
28,0.25,64,15,7
29,0.25,64,64,41
30,0.25,64,47,35
31,0.25,64,40,14
32,0.25,64,64,35
33,0.25,64,64,38
34,0.25,64,24,11
35,0.25,64,24,5
36,0.25,64,10,5
37,0.25,64,13,6
38,0.25,64,30,5
39,0.25,64,64,57
40,0.25,64,58,12
41,0.25,64,35,14
42,0.25,64,57,38
43,0.25,64,64,56
44,0.25,64,64,13
45,0.25,64,64,22
46,0.25,64,27,24
47,0.25,64,64,28
48,0.25,64,19,3
49,0.25,64,15,10
50,0.25,64,45,28
51,0.25,64,49,19
52,0.25,64,14,5
53,0.25,64,38,9
54,0.25,64,51,56
55,0.25,64,36,14
56,0.25,64,30,10
57,0.25,64,46,12
58,0.25,64,58,23
59,0.25,64,64,29
60,0.25,64,24,15
61,0.25,64,49,40
62,0.25,64,27,5
63,0.25,64,44,34
64,0.25,64,64,32
65,0.25,64,64,24
66,0.25,64,64,33
67,0.25,64,21,8
68,0.25,64,10,9
69,0.25,64,9,5
70,0.25,64,15,8
71,0.25,64,64,16
72,0.25,64,10,5
73,0.25,64,64,47
74,0.25,64,64,30
75,0.25,64,40,31
76,0.25,64,36,22
77,0.25,64,10,6
78,0.25,64,56,20
79,0.25,64,45,31
80,0.25,64,64,53
81,0.25,64,64,44
82,0.25,64,16,11
83,0.25,64,27,22
84,0.25,64,64,52
85,0.25,64,50,14
86,0.25,64,27,7
87,0.25,64,10,6
88,0.25,64,52,8
89,0.25,64,64,46
90,0.25,64,15,10
91,0.25,64,13,6
92,0.25,64,19,10
93,0.25,64,41,22
94,0.25,64,64,63
95,0.25,64,50,39
96,0.25,64,41,11
97,0.25,64,22,12
98,0.25,64,57,37
99,0.25,64,64,28
100,0.25,64,64,38
101,0.25,64,23,9
102,0.25,64,64,45
103,0.25,64,18,7
104,0.25,64,37,10
105,0.25,64,25,21
106,0.25,64,32,18
107,0.25,64,64,21
108,0.25,64,18,11
109,0.25,64,37,19
110,0.25,64,49,2
111,0.25,64,44,28
