,lambd,p,k,k_mu
0,0.25,64,64,23
1,0.25,64,64,33
2,0.25,64,8,6
3,0.25,64,11,4
4,0.25,64,13,8
5,0.25,64,28,17
6,0.25,64,64,46
7,0.25,64,64,12
8,0.25,64,9,7
9,0.25,64,64,7
10,0.25,64,50,32
11,0.25,64,64,60
12,0.25,64,64,14
13,0.25,64,64,55
14,0.25,64,49,14
15,0.25,64,64,44
16,0.25,64,64,63
17,0.25,64,64,12
18,0.25,64,9,5
19,0.25,64,29,10
20,0.25,64,21,5
21,0.25,64,45,10
22,0.25,64,64,14
23,0.25,64,64,5
24,0.25,64,6,3
25,0.25,64,64,22
26,0.25,64,64,5
27,0.25,64,64,28
28,0.25,64,18,7
29,0.25,64,64,47
30,0.25,64,64,28
31,0.25,64,31,13
32,0.25,64,64,15
33,0.25,64,64,46
34,0.25,64,23,13
35,0.25,64,64,48
36,0.25,64,64,23
37,0.25,64,15,6
38,0.25,64,64,64
39,0.25,64,64,59
40,0.25,64,64,28
41,0.25,64,11,7
42,0.25,64,52,6
43,0.25,64,64,8
44,0.25,64,64,41
45,0.25,64,64,27
46,0.25,64,21,13
47,0.25,64,64,6
48,0.25,64,64,9
49,0.25,64,4,3
50,0.25,64,16,4
51,0.25,64,42,30
52,0.25,64,16,7
53,0.25,64,64,12
54,0.25,64,42,5
55,0.25,64,64,42
56,0.25,64,11,9
57,0.25,64,47,45
58,0.25,64,64,9
59,0.25,64,64,5
60,0.25,64,40,4
61,0.25,64,27,9
62,0.25,64,9,2
63,0.25,64,64,22
64,0.25,64,16,6
65,0.25,64,64,57
66,0.25,64,64,61
67,0.25,64,5,2
68,0.25,64,35,25
69,0.25,64,64,5
70,0.25,64,6,4
71,0.25,64,64,35
72,0.25,64,64,6
73,0.25,64,64,37
74,0.25,64,64,44
75,0.25,64,64,49
76,0.25,64,64,4
77,0.25,64,6,4
78,0.25,64,64,6
79,0.25,64,13,5
80,0.25,64,18,8
81,0.25,64,64,55
82,0.25,64,11,4
83,0.25,64,64,4
84,0.25,64,64,61
85,0.25,64,64,29
86,0.25,64,64,9
87,0.25,64,7,4
88,0.25,64,16,4
89,0.25,64,36,50
90,0.25,64,64,7
91,0.25,64,7,4
92,0.25,64,9,4
93,0.25,64,64,14
94,0.25,64,53,14
95,0.25,64,33,17
96,0.25,64,10,3
97,0.25,64,9,5
98,0.25,64,61,18
99,0.25,64,25,15
100,0.25,64,64,62
101,0.25,64,3,2
102,0.25,64,64,49
103,0.25,64,36,3
104,0.25,64,64,51
105,0.25,64,13,4
106,0.25,64,24,4
107,0.25,64,64,8
108,0.25,64,13,5
109,0.25,64,10,4
110,0.25,64,64,36
111,0.25,64,61,10
112,0.25,64,23,10
113,0.25,64,64,6
114,0.25,64,64,22
115,0.25,64,54,8
116,0.25,64,15,11
117,0.25,64,24,11
118,0.25,64,6,4
119,0.25,64,61,35
120,0.25,64,64,45
121,0.25,64,64,25
122,0.25,64,36,5
123,0.25,64,8,33
124,0.25,64,22,3
125,0.25,64,47,17
126,0.25,64,64,6
127,0.25,64,64,29
128,0.25,64,16,7
129,0.25,64,64,14
130,0.25,64,64,14
131,0.25,64,64,9
132,0.25,64,64,28
133,0.25,64,64,57
134,0.25,64,64,13
135,0.25,64,64,51
136,0.25,64,64,55
137,0.25,64,13,5
138,0.25,64,64,19
139,0.25,64,16,4
140,0.25,64,51,7
