,lambd,p,k,k_mu
0,0.25,64,64,44
1,0.25,64,64,53
2,0.25,64,15,6
3,0.25,64,4,2
4,0.25,64,26,11
5,0.25,64,56,27
6,0.25,64,64,58
7,0.25,64,55,27
8,0.25,64,14,6
9,0.25,64,64,17
10,0.25,64,36,32
11,0.25,64,64,57
12,0.25,64,64,18
13,0.25,64,64,38
14,0.25,64,59,29
15,0.25,64,64,50
16,0.25,64,64,64
17,0.25,64,64,55
18,0.25,64,21,7
19,0.25,64,24,12
20,0.25,64,30,15
21,0.25,64,37,26
22,0.25,64,64,10
23,0.25,64,64,30
24,0.25,64,27,7
25,0.25,64,64,43
26,0.25,64,64,35
27,0.25,64,64,54
28,0.25,64,18,6
29,0.25,64,64,57
30,0.25,64,64,39
31,0.25,64,57,23
32,0.25,64,64,43
33,0.25,64,64,46
34,0.25,64,39,12
35,0.25,64,64,51
36,0.25,64,64,32
37,0.25,64,19,13
38,0.25,64,64,64
39,0.25,64,64,59
40,0.25,64,64,46
41,0.25,64,64,33
42,0.25,64,40,9
43,0.25,64,64,36
44,0.25,64,64,20
45,0.25,64,64,33
46,0.25,64,28,16
47,0.25,64,64,11
48,0.25,64,64,6
49,0.25,64,33,9
50,0.25,64,26,16
51,0.25,64,61,40
52,0.25,64,15,12
53,0.25,64,64,38
54,0.25,64,28,6
55,0.25,64,64,56
56,0.25,64,17,12
57,0.25,64,42,42
58,0.25,64,64,23
59,0.25,64,64,16
60,0.25,64,16,3
61,0.25,64,64,6
62,0.25,64,22,16
63,0.25,64,64,11
64,0.25,64,21,10
65,0.25,64,64,46
66,0.25,64,64,64
67,0.25,64,9,5
68,0.25,64,36,16
69,0.25,64,64,45
70,0.25,64,12,4
71,0.25,64,64,18
72,0.25,64,64,19
73,0.25,64,64,50
74,0.25,64,64,57
75,0.25,64,64,45
76,0.25,64,38,4
77,0.25,64,16,8
78,0.25,64,61,14
79,0.25,64,19,10
80,0.25,64,12,5
81,0.25,64,64,35
82,0.25,64,12,3
83,0.25,64,64,48
84,0.25,64,64,49
85,0.25,64,64,21
86,0.25,64,64,35
87,0.25,64,10,3
88,0.25,64,12,7
89,0.25,64,37,47
90,0.25,64,64,8
91,0.25,64,17,5
92,0.25,64,16,6
93,0.25,64,64,30
94,0.25,64,21,33
95,0.25,64,40,32
96,0.25,64,41,23
97,0.25,64,7,5
98,0.25,64,33,16
99,0.25,64,60,45
100,0.25,64,64,20
101,0.25,64,14,5
102,0.25,64,64,28
