,lambd,p,k,k_mu
0,0.5,64,64,63
1,0.5,64,64,15
2,0.5,64,21,8
3,0.5,64,12,2
4,0.5,64,21,5
5,0.5,64,64,15
6,0.5,64,64,60
7,0.5,64,61,53
8,0.5,64,7,1
9,0.5,64,64,62
10,0.5,64,64,56
11,0.5,64,64,52
12,0.5,64,43,6
13,0.5,64,64,31
14,0.5,64,64,16
15,0.5,64,64,51
16,0.5,64,64,51
17,0.5,64,64,42
18,0.5,64,20,3
19,0.5,64,57,3
20,0.5,64,25,11
21,0.5,64,64,20
22,0.5,64,36,5
23,0.5,64,64,13
24,0.5,64,7,3
25,0.5,64,64,55
26,0.5,64,64,10
27,0.5,64,64,58
28,0.5,64,42,21
29,0.5,64,64,56
30,0.5,64,57,36
31,0.5,64,64,28
32,0.5,64,64,14
33,0.5,64,64,26
34,0.5,64,35,10
35,0.5,64,64,64
36,0.5,64,64,11
37,0.5,64,12,4
38,0.5,64,64,64
39,0.5,64,64,60
40,0.5,64,64,53
41,0.5,64,26,10
42,0.5,64,56,40
43,0.5,64,64,23
44,0.5,64,64,32
45,0.5,64,64,41
46,0.5,64,45,23
47,0.5,64,64,3
48,0.5,64,32,9
49,0.5,64,38,8
50,0.5,64,40,19
51,0.5,64,64,7
52,0.5,64,21,5
53,0.5,64,20,8
54,0.5,64,64,7
55,0.5,64,64,62
56,0.5,64,42,15
57,0.5,64,64,33
58,0.5,64,64,10
59,0.5,64,64,5
60,0.5,64,26,25
61,0.5,64,27,19
62,0.5,64,10,2
63,0.5,64,64,17
64,0.5,64,41,9
65,0.5,64,64,55
66,0.5,64,64,46
67,0.5,64,25,13
68,0.5,64,31,24
69,0.5,64,64,16
70,0.5,64,24,10
71,0.5,64,64,23
72,0.5,64,64,16
73,0.5,64,64,64
74,0.5,64,64,43
75,0.5,64,64,60
76,0.5,64,23,7
77,0.5,64,15,11
78,0.5,64,64,9
79,0.5,64,49,16
80,0.5,64,63,18
81,0.5,64,64,51
82,0.5,64,14,8
83,0.5,64,64,11
84,0.5,64,64,38
85,0.5,64,64,31
86,0.5,64,25,12
87,0.5,64,15,8
88,0.5,64,35,4
89,0.5,64,64,45
90,0.5,64,64,35
91,0.5,64,64,2
92,0.5,64,14,4
93,0.5,64,64,59
94,0.5,64,64,20
95,0.5,64,64,17
96,0.5,64,50,4
97,0.5,64,34,6
98,0.5,64,45,10
99,0.5,64,64,59
100,0.5,64,64,63
101,0.5,64,17,4
102,0.5,64,64,50
103,0.5,64,14,6
104,0.5,64,64,19
105,0.5,64,24,12
106,0.5,64,47,5
107,0.5,64,64,62
108,0.5,64,29,5
109,0.5,64,64,1
110,0.5,64,64,12
111,0.5,64,64,7
112,0.5,64,60,4
113,0.5,64,64,4
114,0.5,64,64,64
115,0.5,64,34,4
116,0.5,64,26,15
117,0.5,64,64,10
118,0.5,64,27,12
119,0.5,64,64,21
120,0.5,64,64,56
121,0.5,64,64,59
122,0.5,64,64,7
123,0.5,64,64,41
124,0.5,64,64,3
125,0.5,64,44,6
126,0.5,64,40,4
127,0.5,64,64,60
128,0.5,64,47,5
129,0.5,64,64,62
130,0.5,64,64,55
131,0.5,64,55,3
132,0.5,64,64,47
133,0.5,64,64,64
134,0.5,64,64,6
135,0.5,64,64,26
136,0.5,64,64,35
137,0.5,64,31,2
138,0.5,64,64,22
139,0.5,64,11,1
140,0.5,64,51,4
141,0.5,64,64,25
142,0.5,64,30,4
143,0.5,64,13,10
144,0.5,64,26,3
145,0.5,64,57,8
146,0.5,64,64,60
147,0.5,64,17,2
148,0.5,64,31,24
149,0.5,64,64,16
150,0.5,64,64,11
151,0.5,64,14,10
152,0.5,64,64,54
153,0.5,64,27,3
154,0.5,64,64,33
155,0.5,64,64,8
156,0.5,64,64,15
157,0.5,64,64,24
158,0.5,64,31,2
159,0.5,64,64,60
160,0.5,64,20,7
161,0.5,64,23,3
162,0.5,64,64,53
163,0.5,64,64,42
164,0.5,64,14,6
165,0.5,64,64,64
166,0.5,64,61,20
167,0.5,64,64,19
168,0.5,64,26,3
169,0.5,64,13,5
170,0.5,64,64,62
171,0.5,64,19,1
172,0.5,64,64,58
173,0.5,64,64,60
174,0.5,64,64,31
175,0.5,64,64,31
176,0.5,64,20,14
177,0.5,64,64,11
178,0.5,64,64,60
179,0.5,64,64,64
180,0.5,64,64,23
181,0.5,64,32,6
182,0.5,64,12,1
183,0.5,64,10,2
184,0.5,64,64,60
185,0.5,64,64,63
186,0.5,64,14,8
187,0.5,64,64,21
188,0.5,64,64,60
189,0.5,64,17,9
190,0.5,64,62,3
191,0.5,64,64,7
192,0.5,64,64,55
193,0.5,64,64,58
194,0.5,64,64,8
195,0.5,64,64,60
196,0.5,64,64,48
197,0.5,64,64,2
198,0.5,64,15,10
199,0.5,64,17,10
200,0.5,64,64,4
201,0.5,64,64,55
202,0.5,64,59,4
203,0.5,64,64,50
204,0.5,64,64,62
205,0.5,64,64,47
206,0.5,64,20,2
207,0.5,64,64,62
208,0.5,64,64,10
209,0.5,64,26,1
210,0.5,64,23,2
211,0.5,64,13,8
212,0.5,64,64,59
213,0.5,64,64,59
214,0.5,64,64,17
215,0.5,64,61,15
216,0.5,64,64,49
217,0.5,64,64,59
218,0.5,64,64,15
219,0.5,64,30,15
220,0.5,64,64,17
221,0.5,64,49,19
222,0.5,64,64,55
223,0.5,64,19,2
224,0.5,64,15,7
225,0.5,64,64,25
226,0.5,64,64,51
227,0.5,64,64,64
228,0.5,64,22,5
229,0.5,64,34,2
230,0.5,64,64,54
231,0.5,64,21,3
232,0.5,64,33,1
233,0.5,64,22,4
234,0.5,64,64,64
235,0.5,64,64,55
236,0.5,64,64,59
237,0.5,64,64,51
238,0.5,64,13,3
239,0.5,64,64,19
240,0.5,64,64,63
241,0.5,64,64,52
242,0.5,64,64,17
243,0.5,64,43,6
244,0.5,64,32,5
245,0.5,64,64,53
246,0.5,64,59,20
247,0.5,64,64,32
248,0.5,64,16,1
249,0.5,64,40,3
