,lambd,p,k,k_mu
0,0.5,29,29,25
1,0.5,23,23,12
2,0.5,37,37,3
3,0.5,22,22,9
4,0.5,33,19,5
5,0.5,21,21,5
6,0.5,38,38,4
7,0.5,27,27,3
8,0.5,23,23,3
9,0.5,22,22,3
10,0.5,35,35,7
11,0.5,21,21,17
12,0.5,31,0,0
13,0.5,17,17,9
14,0.5,29,0,0
15,0.5,28,28,13
16,0.5,33,5,4
17,0.5,38,38,20
18,0.5,23,23,1
19,0.5,31,31,16
20,0.5,19,19,9
21,0.5,40,40,7
22,0.5,25,25,12
23,0.5,43,43,23
24,0.5,24,24,19
25,0.5,22,22,4
26,0.5,28,28,14
27,0.5,20,20,9
28,0.5,28,28,10
29,0.5,38,18,3
30,0.5,16,16,6
31,0.5,25,25,0
32,0.5,24,0,0
33,0.5,16,16,16
34,0.5,26,26,10
35,0.5,29,29,6
36,0.5,42,42,34
37,0.5,30,30,3
38,0.5,36,36,8
39,0.5,36,22,28
40,0.5,36,36,32
41,0.5,31,31,4
42,0.5,27,6,2
43,0.5,27,0,0
44,0.5,58,58,34
45,0.5,20,20,5
46,0.5,36,36,9
47,0.5,32,23,3
48,0.5,30,30,8
49,0.5,38,38,2
50,0.5,35,27,6
51,0.5,29,11,7
52,0.5,18,18,3
53,0.5,20,20,18
54,0.5,32,32,20
55,0.5,29,29,26
56,0.5,34,0,0
57,0.5,30,30,19
58,0.5,41,41,41
59,0.5,21,0,0
60,0.5,37,37,17
61,0.5,37,37,32
62,0.5,39,39,16
63,0.5,39,12,3
64,0.5,14,14,4
65,0.5,21,21,20
66,0.5,35,35,4
67,0.5,29,29,8
68,0.5,25,23,5
69,0.5,18,18,3
70,0.5,35,35,34
71,0.5,32,32,4
72,0.5,33,24,2
73,0.5,24,24,14
74,0.5,28,28,9
75,0.5,33,33,20
76,0.5,17,5,0
77,0.5,28,28,17
78,0.5,18,18,11
79,0.5,19,19,4
80,0.5,23,23,2
81,0.5,24,7,4
82,0.5,29,26,10
83,0.5,28,28,25
84,0.5,31,31,2
85,0.5,18,0,0
86,0.5,30,30,27
87,0.5,25,25,18
88,0.5,37,37,27
89,0.5,24,24,3
90,0.5,25,25,5
91,0.5,38,38,15
92,0.5,12,12,6
93,0.5,22,22,3
94,0.5,26,26,13
95,0.5,40,40,27
96,0.5,30,30,29
97,0.5,27,0,0
98,0.5,28,8,0
99,0.5,18,18,6
100,0.5,42,42,6
101,0.5,36,0,0
102,0.5,15,15,4
103,0.5,28,28,9
104,0.5,24,24,2
105,0.5,32,32,10
106,0.5,54,12,5
107,0.5,25,0,0
108,0.5,28,28,27
109,0.5,31,31,4
110,0.5,32,32,26
