,lambd,p,k,k_mu
0,0.375,29,29,23
1,0.375,23,23,12
2,0.375,37,37,29
3,0.375,22,22,21
4,0.375,33,19,5
5,0.375,21,21,5
6,0.375,38,38,18
7,0.375,27,5,3
8,0.375,23,23,3
9,0.375,22,22,2
10,0.375,35,35,7
11,0.375,21,0,17
12,0.375,31,0,0
13,0.375,17,17,9
14,0.375,29,0,0
15,0.375,28,28,9
16,0.375,33,4,0
17,0.375,38,38,28
18,0.375,23,0,0
19,0.375,31,31,31
20,0.375,19,19,14
21,0.375,40,40,7
22,0.375,25,25,13
23,0.375,43,43,23
24,0.375,24,24,11
25,0.375,22,22,4
26,0.375,28,28,15
27,0.375,20,20,16
28,0.375,28,28,10
29,0.375,38,11,4
30,0.375,16,16,15
31,0.375,25,25,7
32,0.375,24,0,0
33,0.375,16,16,11
34,0.375,26,26,10
35,0.375,29,0,0
36,0.375,42,42,30
37,0.375,30,23,0
38,0.375,36,36,8
39,0.375,36,21,19
40,0.375,36,36,22
41,0.375,31,9,4
42,0.375,27,6,2
43,0.375,27,0,0
44,0.375,58,58,34
45,0.375,20,20,5
46,0.375,36,36,9
47,0.375,32,20,3
48,0.375,30,30,8
49,0.375,38,38,2
50,0.375,35,10,8
51,0.375,29,11,9
52,0.375,18,18,2
53,0.375,20,16,8
54,0.375,32,32,10
55,0.375,29,29,29
56,0.375,34,0,0
57,0.375,30,30,16
58,0.375,41,41,34
59,0.375,21,0,0
60,0.375,37,37,19
61,0.375,37,37,32
62,0.375,39,39,10
63,0.375,39,12,9
64,0.375,14,14,4
65,0.375,21,21,21
66,0.375,35,12,3
67,0.375,29,29,8
68,0.375,25,19,5
69,0.375,18,18,3
70,0.375,35,35,31
71,0.375,32,32,4
72,0.375,33,3,0
73,0.375,24,24,11
74,0.375,28,28,9
75,0.375,33,33,33
76,0.375,17,4,0
77,0.375,28,28,17
78,0.375,18,18,8
79,0.375,19,19,15
80,0.375,23,23,2
81,0.375,24,10,4
82,0.375,29,21,16
83,0.375,28,28,25
84,0.375,31,31,2
85,0.375,18,0,0
86,0.375,30,30,10
87,0.375,25,25,2
88,0.375,37,37,33
89,0.375,24,24,17
90,0.375,25,25,20
91,0.375,38,38,14
92,0.375,12,6,6
93,0.375,22,0,0
94,0.375,26,26,25
95,0.375,40,40,28
96,0.375,30,30,30
97,0.375,27,0,0
98,0.375,28,8,0
99,0.375,18,18,2
100,0.375,42,37,3
101,0.375,36,0,0
102,0.375,15,15,10
103,0.375,28,28,10
104,0.375,24,24,2
105,0.375,32,32,1
106,0.375,54,12,9
107,0.375,25,0,0
108,0.375,28,28,24
109,0.375,31,0,13
110,0.375,32,32,14
111,0.375,34,34,10
112,0.375,33,33,17
113,0.375,25,24,20
114,0.375,31,0,0
115,0.375,20,15,7
116,0.375,19,0,7
117,0.375,29,29,2
118,0.375,21,21,6
119,0.375,41,41,10
120,0.375,29,29,10
121,0.375,19,0,0
122,0.375,29,29,17
123,0.375,34,0,0
124,0.375,30,30,16
125,0.375,33,33,14
126,0.375,31,16,13
127,0.375,23,0,0
128,0.375,44,44,13
129,0.375,23,23,11
130,0.375,25,17,5
131,0.375,29,29,28
132,0.375,34,7,5
133,0.375,31,31,18
134,0.375,38,38,20
135,0.375,12,0,0
136,0.375,23,23,2
137,0.375,29,0,0
138,0.375,24,24,16
139,0.375,33,17,11
140,0.375,27,6,0
141,0.375,7,7,3
142,0.375,41,41,26
143,0.375,36,21,4
144,0.375,27,24,2
145,0.375,17,17,7
146,0.375,34,34,19
147,0.375,29,16,0
148,0.375,22,22,3
149,0.375,57,57,51
150,0.375,29,29,21
151,0.375,37,37,23
152,0.375,27,27,11
153,0.375,31,16,0
154,0.375,28,11,0
155,0.375,30,30,24
156,0.375,18,0,0
157,0.375,35,35,30
158,0.375,36,36,1
159,0.375,34,10,0
160,0.375,35,35,29
161,0.375,30,30,17
162,0.375,24,24,2
163,0.375,15,15,1
164,0.375,40,0,0
165,0.375,32,32,21
166,0.375,31,0,0
167,0.375,29,13,0
168,0.375,25,0,0
169,0.375,26,0,0
170,0.375,28,28,24
171,0.375,32,10,2
172,0.375,31,31,19
173,0.375,28,28,17
174,0.375,24,24,18
175,0.375,36,36,9
176,0.375,32,25,21
177,0.375,29,29,25
178,0.375,27,27,0
179,0.375,44,44,9
180,0.375,36,12,0
181,0.375,30,30,29
182,0.375,24,24,15
183,0.375,37,29,3
184,0.375,26,21,13
