,lambd,p,k,k_mu
0,0.25,64,64,44
1,0.25,64,64,56
2,0.25,64,20,12
3,0.25,64,17,4
4,0.25,64,15,6
5,0.25,64,25,16
6,0.25,64,20,6
7,0.25,64,64,42
8,0.25,64,10,7
9,0.25,64,64,30
10,0.25,64,17,7
11,0.25,64,64,55
12,0.25,64,64,39
13,0.25,64,64,54
14,0.25,64,24,10
15,0.25,64,64,34
16,0.25,64,64,57
17,0.25,64,53,36
18,0.25,64,10,6
19,0.25,64,10,5
20,0.25,64,22,7
21,0.25,64,40,7
22,0.25,64,25,6
23,0.25,64,64,10
24,0.25,64,21,6
25,0.25,64,41,19
26,0.25,64,64,8
27,0.25,64,29,11
28,0.25,64,17,12
29,0.25,64,64,44
30,0.25,64,37,31
31,0.25,64,39,8
32,0.25,64,64,21
33,0.25,64,64,33
34,0.25,64,33,11
35,0.25,64,43,16
36,0.25,64,11,7
37,0.25,64,15,4
38,0.25,64,62,6
39,0.25,64,64,50
40,0.25,64,49,16
41,0.25,64,13,7
42,0.25,64,47,27
43,0.25,64,64,34
44,0.25,64,64,27
45,0.25,64,64,25
46,0.25,64,28,15
47,0.25,64,64,60
48,0.25,64,15,8
49,0.25,64,15,6
50,0.25,64,33,30
51,0.25,64,22,13
52,0.25,64,17,7
53,0.25,64,43,11
54,0.25,64,31,42
55,0.25,64,31,23
56,0.25,64,12,8
57,0.25,64,41,14
58,0.25,64,57,32
59,0.25,64,64,32
60,0.25,64,40,17
61,0.25,64,33,13
62,0.25,64,11,5
63,0.25,64,41,15
64,0.25,64,64,8
65,0.25,64,64,18
66,0.25,64,64,43
67,0.25,64,6,5
68,0.25,64,15,5
69,0.25,64,28,4
70,0.25,64,11,8
71,0.25,64,64,10
72,0.25,64,16,8
73,0.25,64,64,55
74,0.25,64,64,13
75,0.25,64,62,38
76,0.25,64,20,16
77,0.25,64,11,5
78,0.25,64,29,25
79,0.25,64,16,4
80,0.25,64,64,48
81,0.25,64,64,37
82,0.25,64,8,3
83,0.25,64,56,26
84,0.25,64,64,64
85,0.25,64,20,9
86,0.25,64,8,5
87,0.25,64,8,4
88,0.25,64,50,27
89,0.25,64,64,23
90,0.25,64,11,9
91,0.25,64,11,5
92,0.25,64,23,7
93,0.25,64,25,5
94,0.25,64,64,35
95,0.25,64,30,16
96,0.25,64,52,10
97,0.25,64,20,5
98,0.25,64,35,16
99,0.25,64,64,8
100,0.25,64,64,28
101,0.25,64,26,18
102,0.25,64,64,47
103,0.25,64,6,3
104,0.25,64,53,14
105,0.25,64,31,13
106,0.25,64,29,17
107,0.25,64,64,19
108,0.25,64,14,10
109,0.25,64,19,5
110,0.25,64,29,16
111,0.25,64,56,15
112,0.25,64,22,6
113,0.25,64,64,45
114,0.25,64,64,28
115,0.25,64,64,19
116,0.25,64,24,14
117,0.25,64,31,22
118,0.25,64,13,10
119,0.25,64,64,16
120,0.25,64,64,53
121,0.25,64,64,62
122,0.25,64,64,37
123,0.25,64,64,52
124,0.25,64,21,6
125,0.25,64,64,21
126,0.25,64,64,38
127,0.25,64,52,39
128,0.25,64,29,15
129,0.25,64,64,16
130,0.25,64,64,49
131,0.25,64,31,11
132,0.25,64,15,11
133,0.25,64,64,45
134,0.25,64,64,41
135,0.25,64,64,28
136,0.25,64,64,38
137,0.25,64,14,4
138,0.25,64,27,14
139,0.25,64,9,6
140,0.25,64,32,19
141,0.25,64,64,20
142,0.25,64,35,11
143,0.25,64,9,6
144,0.25,64,6,3
145,0.25,64,64,61
146,0.25,64,64,37
147,0.25,64,7,3
148,0.25,64,27,8
149,0.25,64,64,34
150,0.25,64,64,8
151,0.25,64,14,8
152,0.25,64,64,33
153,0.25,64,10,4
154,0.25,64,64,59
155,0.25,64,15,8
156,0.25,64,25,10
157,0.25,64,26,6
158,0.25,64,15,7
159,0.25,64,64,42
160,0.25,64,9,6
161,0.25,64,34,5
162,0.25,64,64,50
163,0.25,64,64,17
164,0.25,64,13,4
165,0.25,64,64,49
166,0.25,64,18,8
167,0.25,64,64,46
168,0.25,64,62,21
169,0.25,64,6,4
170,0.25,64,64,27
171,0.25,64,35,7
172,0.25,64,7,4
173,0.25,64,64,7
174,0.25,64,13,3
175,0.25,64,64,6
176,0.25,64,19,6
177,0.25,64,64,28
178,0.25,64,64,49
179,0.25,64,33,19
180,0.25,64,64,58
181,0.25,64,29,18
182,0.25,64,25,2
183,0.25,64,13,6
184,0.25,64,43,28
185,0.25,64,64,57
186,0.25,64,11,8
187,0.25,64,37,19
188,0.25,64,15,9
189,0.25,64,19,12
190,0.25,64,48,20
191,0.25,64,35,16
192,0.25,64,64,36
193,0.25,64,64,36
194,0.25,64,24,6
195,0.25,64,64,20
196,0.25,64,13,5
197,0.25,64,18,6
198,0.25,64,13,11
199,0.25,64,12,6
200,0.25,64,28,11
201,0.25,64,64,49
202,0.25,64,21,6
203,0.25,64,64,64
204,0.25,64,52,41
205,0.25,64,56,5
206,0.25,64,24,19
207,0.25,64,64,63
208,0.25,64,16,4
209,0.25,64,12,6
210,0.25,64,45,7
211,0.25,64,7,6
212,0.25,64,64,46
213,0.25,64,64,37
214,0.25,64,54,9
215,0.25,64,14,4
216,0.25,64,64,45
217,0.25,64,21,9
218,0.25,64,64,14
219,0.25,64,24,13
220,0.25,64,64,40
221,0.25,64,14,8
222,0.25,64,64,16
223,0.25,64,20,16
224,0.25,64,8,4
225,0.25,64,64,12
226,0.25,64,64,58
227,0.25,64,64,16
228,0.25,64,18,7
229,0.25,64,30,10
230,0.25,64,64,29
231,0.25,64,19,2
232,0.25,64,10,4
233,0.25,64,63,26
234,0.25,64,64,36
235,0.25,64,60,32
236,0.25,64,53,34
237,0.25,64,64,9
238,0.25,64,14,5
239,0.25,64,64,24
240,0.25,64,64,29
241,0.25,64,64,29
242,0.25,64,14,12
243,0.25,64,32,23
244,0.25,64,12,7
245,0.25,64,64,32
246,0.25,64,22,16
247,0.25,64,64,29
248,0.25,64,14,7
249,0.25,64,16,14
