,lambd,p,k,k_mu
0,0.375,64,64,55
1,0.375,64,64,57
2,0.375,64,20,7
3,0.375,64,14,4
4,0.375,64,21,5
5,0.375,64,25,14
6,0.375,64,33,40
7,0.375,64,64,38
8,0.375,64,16,7
9,0.375,64,56,24
10,0.375,64,19,3
11,0.375,64,64,55
12,0.375,64,64,21
13,0.375,64,64,64
14,0.375,64,22,10
15,0.375,64,64,22
16,0.375,64,64,14
17,0.375,64,58,33
18,0.375,64,11,7
19,0.375,64,10,5
20,0.375,64,22,5
21,0.375,64,40,16
22,0.375,64,21,3
23,0.375,64,49,3
24,0.375,64,21,5
25,0.375,64,46,24
26,0.375,64,64,6
27,0.375,64,28,7
28,0.375,64,18,11
29,0.375,64,64,32
30,0.375,64,33,18
31,0.375,64,54,9
32,0.375,64,64,21
33,0.375,64,64,29
34,0.375,64,21,8
35,0.375,64,31,16
36,0.375,64,11,7
37,0.375,64,18,3
38,0.375,64,64,6
39,0.375,64,64,64
40,0.375,64,64,16
41,0.375,64,15,7
42,0.375,64,48,22
43,0.375,64,64,29
44,0.375,64,64,26
45,0.375,64,64,18
46,0.375,64,28,14
47,0.375,64,64,61
48,0.375,64,14,7
49,0.375,64,15,2
50,0.375,64,35,6
51,0.375,64,22,13
52,0.375,64,17,5
53,0.375,64,24,7
54,0.375,64,64,53
55,0.375,64,37,11
56,0.375,64,15,9
57,0.375,64,40,32
58,0.375,64,44,17
59,0.375,64,37,21
60,0.375,64,44,27
61,0.375,64,31,13
62,0.375,64,10,4
63,0.375,64,36,15
64,0.375,64,64,8
65,0.375,64,64,18
66,0.375,64,64,63
67,0.375,64,6,4
68,0.375,64,14,8
69,0.375,64,60,2
70,0.375,64,12,7
71,0.375,64,55,14
72,0.375,64,10,5
73,0.375,64,64,63
74,0.375,64,64,17
75,0.375,64,62,19
76,0.375,64,64,60
77,0.375,64,13,4
78,0.375,64,21,15
79,0.375,64,16,4
80,0.375,64,64,64
81,0.375,64,64,43
82,0.375,64,4,3
83,0.375,64,57,10
84,0.375,64,64,64
85,0.375,64,20,7
86,0.375,64,8,3
87,0.375,64,7,4
88,0.375,64,29,17
89,0.375,64,64,23
90,0.375,64,11,6
91,0.375,64,7,4
92,0.375,64,33,4
93,0.375,64,41,5
94,0.375,64,64,59
95,0.375,64,64,39
96,0.375,64,64,11
97,0.375,64,20,4
98,0.375,64,24,11
99,0.375,64,64,9
100,0.375,64,64,49
101,0.375,64,26,16
102,0.375,64,64,55
103,0.375,64,64,16
104,0.375,64,35,14
105,0.375,64,28,9
106,0.375,64,35,12
107,0.375,64,64,12
108,0.375,64,15,8
109,0.375,64,19,3
110,0.375,64,64,16
111,0.375,64,26,9
112,0.375,64,26,6
113,0.375,64,64,42
114,0.375,64,64,43
115,0.375,64,64,18
116,0.375,64,23,14
117,0.375,64,28,5
118,0.375,64,13,10
119,0.375,64,64,8
120,0.375,64,64,60
121,0.375,64,64,42
122,0.375,64,64,25
123,0.375,64,64,44
124,0.375,64,21,2
125,0.375,64,30,7
126,0.375,64,64,37
127,0.375,64,52,24
128,0.375,64,29,14
129,0.375,64,64,18
130,0.375,64,64,16
131,0.375,64,31,7
132,0.375,64,16,8
133,0.375,64,64,64
134,0.375,64,64,23
135,0.375,64,64,29
136,0.375,64,62,29
137,0.375,64,14,4
138,0.375,64,19,7
139,0.375,64,28,5
140,0.375,64,32,14
141,0.375,64,64,20
142,0.375,64,26,12
143,0.375,64,9,5
144,0.375,64,18,4
145,0.375,64,64,25
146,0.375,64,64,35
147,0.375,64,8,2
148,0.375,64,21,8
149,0.375,64,64,40
150,0.375,64,64,5
151,0.375,64,14,6
152,0.375,64,64,33
153,0.375,64,6,3
154,0.375,64,64,62
155,0.375,64,10,8
156,0.375,64,23,12
157,0.375,64,26,5
158,0.375,64,32,7
159,0.375,64,64,44
160,0.375,64,9,6
161,0.375,64,34,7
162,0.375,64,56,40
163,0.375,64,64,17
164,0.375,64,8,4
165,0.375,64,64,56
166,0.375,64,18,11
167,0.375,64,64,60
168,0.375,64,64,11
169,0.375,64,8,3
170,0.375,64,64,25
171,0.375,64,36,3
172,0.375,64,64,4
173,0.375,64,64,3
174,0.375,64,13,2
175,0.375,64,58,6
176,0.375,64,19,6
177,0.375,64,50,20
178,0.375,64,64,49
179,0.375,64,17,19
180,0.375,64,64,48
181,0.375,64,64,48
182,0.375,64,27,2
183,0.375,64,16,6
184,0.375,64,43,23
185,0.375,64,64,55
186,0.375,64,17,8
187,0.375,64,64,17
188,0.375,64,15,8
189,0.375,64,22,12
190,0.375,64,41,20
191,0.375,64,39,15
192,0.375,64,62,22
193,0.375,64,64,33
194,0.375,64,20,6
195,0.375,64,64,64
196,0.375,64,64,10
197,0.375,64,18,7
198,0.375,64,11,6
199,0.375,64,11,4
200,0.375,64,30,11
201,0.375,64,64,38
202,0.375,64,11,4
203,0.375,64,64,63
204,0.375,64,57,41
205,0.375,64,57,4
206,0.375,64,21,4
207,0.375,64,64,53
208,0.375,64,47,3
209,0.375,64,16,8
210,0.375,64,42,9
211,0.375,64,8,5
212,0.375,64,64,33
213,0.375,64,64,25
214,0.375,64,31,6
215,0.375,64,15,5
216,0.375,64,64,62
217,0.375,64,64,14
218,0.375,64,64,9
219,0.375,64,27,13
220,0.375,64,64,38
221,0.375,64,16,8
222,0.375,64,64,14
223,0.375,64,16,10
224,0.375,64,9,3
225,0.375,64,64,14
226,0.375,64,64,41
227,0.375,64,55,16
228,0.375,64,21,4
229,0.375,64,34,12
230,0.375,64,64,44
231,0.375,64,13,2
232,0.375,64,11,4
233,0.375,64,64,27
234,0.375,64,64,57
235,0.375,64,50,17
236,0.375,64,52,37
237,0.375,64,64,29
238,0.375,64,12,5
239,0.375,64,62,21
240,0.375,64,64,37
241,0.375,64,64,29
242,0.375,64,13,5
243,0.375,64,38,23
244,0.375,64,15,5
245,0.375,64,64,25
246,0.375,64,22,8
247,0.375,64,64,11
248,0.375,64,64,5
249,0.375,64,18,10
