,lambd,p,k,k_mu
0,0.375,64,64,28
1,0.375,64,64,14
2,0.375,64,25,3
3,0.375,64,6,2
4,0.375,64,21,13
5,0.375,64,23,10
6,0.375,64,27,11
7,0.375,64,64,22
8,0.375,64,16,3
9,0.375,64,60,9
10,0.375,64,13,3
11,0.375,64,64,18
12,0.375,64,64,5
13,0.375,64,64,25
14,0.375,64,55,11
15,0.375,64,64,19
16,0.375,64,64,52
17,0.375,64,40,11
18,0.375,64,22,6
19,0.375,64,16,8
20,0.375,64,30,5
21,0.375,64,38,15
22,0.375,64,12,5
23,0.375,64,63,56
24,0.375,64,18,5
25,0.375,64,32,14
26,0.375,64,64,36
27,0.375,64,36,18
28,0.375,64,19,5
29,0.375,64,64,32
30,0.375,64,48,23
31,0.375,64,37,5
32,0.375,64,60,45
33,0.375,64,64,17
34,0.375,64,15,9
35,0.375,64,53,11
36,0.375,64,23,3
37,0.375,64,13,2
38,0.375,64,64,17
39,0.375,64,64,64
40,0.375,64,64,13
41,0.375,64,36,11
42,0.375,64,53,5
43,0.375,64,64,14
44,0.375,64,64,6
45,0.375,64,64,9
46,0.375,64,17,9
47,0.375,64,64,64
48,0.375,64,39,11
49,0.375,64,15,5
50,0.375,64,12,2
51,0.375,64,15,10
52,0.375,64,24,3
53,0.375,64,25,14
54,0.375,64,64,20
55,0.375,64,15,8
56,0.375,64,27,8
57,0.375,64,28,21
58,0.375,64,50,15
59,0.375,64,58,7
60,0.375,64,27,6
61,0.375,64,36,9
62,0.375,64,45,4
63,0.375,64,24,9
64,0.375,64,64,17
65,0.375,64,64,12
66,0.375,64,64,20
67,0.375,64,11,4
68,0.375,64,21,7
69,0.375,64,10,8
70,0.375,64,19,3
71,0.375,64,28,16
72,0.375,64,18,5
73,0.375,64,64,52
74,0.375,64,64,35
75,0.375,64,23,13
76,0.375,64,64,27
77,0.375,64,12,4
78,0.375,64,31,14
79,0.375,64,38,4
80,0.375,64,64,54
81,0.375,64,64,57
82,0.375,64,11,5
83,0.375,64,20,10
84,0.375,64,64,64
85,0.375,64,29,9
86,0.375,64,9,4
87,0.375,64,18,2
88,0.375,64,34,23
89,0.375,64,64,58
90,0.375,64,40,12
91,0.375,64,8,6
92,0.375,64,30,11
93,0.375,64,52,17
94,0.375,64,64,48
95,0.375,64,64,59
96,0.375,64,64,9
97,0.375,64,9,2
98,0.375,64,45,16
99,0.375,64,64,16
100,0.375,64,64,64
101,0.375,64,24,15
102,0.375,64,64,60
