,lambd,p,k,k_mu
0,0.125,64,64,36
1,0.125,64,64,31
2,0.125,64,15,7
3,0.125,64,6,5
4,0.125,64,31,22
5,0.125,64,55,38
6,0.125,64,46,23
7,0.125,64,64,26
8,0.125,64,17,12
9,0.125,64,64,32
10,0.125,64,50,40
11,0.125,64,64,20
12,0.125,64,64,18
13,0.125,64,64,23
14,0.125,64,64,47
15,0.125,64,64,24
16,0.125,64,64,55
17,0.125,64,64,56
18,0.125,64,18,9
19,0.125,64,59,18
20,0.125,64,35,20
21,0.125,64,64,37
22,0.125,64,59,33
23,0.125,64,64,30
24,0.125,64,31,10
25,0.125,64,64,17
26,0.125,64,58,43
27,0.125,64,57,46
28,0.125,64,14,9
29,0.125,64,64,62
30,0.125,64,64,63
31,0.125,64,61,55
32,0.125,64,64,27
33,0.125,64,64,40
34,0.125,64,43,25
35,0.125,64,63,40
36,0.125,64,36,16
37,0.125,64,18,15
38,0.125,64,64,19
39,0.125,64,64,40
40,0.125,64,64,34
41,0.125,64,64,40
42,0.125,64,47,31
43,0.125,64,64,61
44,0.125,64,64,63
45,0.125,64,64,46
46,0.125,64,22,16
47,0.125,64,55,14
48,0.125,64,59,33
49,0.125,64,28,9
50,0.125,64,27,16
51,0.125,64,64,61
52,0.125,64,21,12
53,0.125,64,64,55
54,0.125,64,27,15
55,0.125,64,64,58
56,0.125,64,14,12
57,0.125,64,64,36
58,0.125,64,64,30
59,0.125,64,64,22
60,0.125,64,18,8
61,0.125,64,64,15
62,0.125,64,49,32
63,0.125,64,47,30
64,0.125,64,24,14
65,0.125,64,64,58
66,0.125,64,64,41
67,0.125,64,11,9
68,0.125,64,33,16
69,0.125,64,64,54
70,0.125,64,12,9
71,0.125,64,58,33
72,0.125,64,63,30
73,0.125,64,64,25
74,0.125,64,64,53
75,0.125,64,64,38
76,0.125,64,57,21
77,0.125,64,13,11
78,0.125,64,58,14
79,0.125,64,38,7
80,0.125,64,16,11
81,0.125,64,23,23
82,0.125,64,11,9
83,0.125,64,64,54
84,0.125,64,64,48
85,0.125,64,28,25
86,0.125,64,64,58
87,0.125,64,15,7
88,0.125,64,18,12
89,0.125,64,35,23
90,0.125,64,64,12
91,0.125,64,18,14
92,0.125,64,17,12
93,0.125,64,64,51
94,0.125,64,64,44
95,0.125,64,64,60
96,0.125,64,64,29
97,0.125,64,8,7
98,0.125,64,64,20
99,0.125,64,58,41
100,0.125,64,64,38
101,0.125,64,14,11
102,0.125,64,43,21
103,0.125,64,54,18
104,0.125,64,63,42
105,0.125,64,38,32
106,0.125,64,56,13
107,0.125,64,64,63
108,0.125,64,16,12
109,0.125,64,19,14
110,0.125,64,64,20
111,0.125,64,42,31
112,0.125,64,64,9
113,0.125,64,64,36
114,0.125,64,64,21
115,0.125,64,64,16
116,0.125,64,31,14
117,0.125,64,64,64
118,0.125,64,24,18
119,0.125,64,64,51
120,0.125,64,64,63
121,0.125,64,62,39
122,0.125,64,36,19
123,0.125,64,27,12
124,0.125,64,21,14
125,0.125,64,64,63
126,0.125,64,64,18
127,0.125,64,64,27
128,0.125,64,15,12
129,0.125,64,64,53
130,0.125,64,64,51
131,0.125,64,40,32
