,lambd,p,k,k_mu
0,0.125,64,64,32
1,0.125,64,64,38
2,0.125,64,20,10
3,0.125,64,9,7
4,0.125,64,21,17
5,0.125,64,24,18
6,0.125,64,37,19
7,0.125,64,64,38
8,0.125,64,13,8
9,0.125,64,64,63
10,0.125,64,64,14
11,0.125,64,64,49
12,0.125,64,64,32
13,0.125,64,64,32
14,0.125,64,54,46
15,0.125,64,64,63
16,0.125,64,64,57
17,0.125,64,64,33
18,0.125,64,23,17
19,0.125,64,20,14
20,0.125,64,19,10
21,0.125,64,38,26
22,0.125,64,14,12
23,0.125,64,64,56
24,0.125,64,18,10
25,0.125,64,36,14
26,0.125,64,64,44
27,0.125,64,50,24
28,0.125,64,13,8
29,0.125,64,64,64
30,0.125,64,50,28
31,0.125,64,17,10
32,0.125,64,64,60
33,0.125,64,64,60
34,0.125,64,20,14
35,0.125,64,64,62
36,0.125,64,22,8
37,0.125,64,15,10
38,0.125,64,21,19
39,0.125,64,64,58
40,0.125,64,64,31
41,0.125,64,40,28
42,0.125,64,60,14
43,0.125,64,64,64
44,0.125,64,64,22
45,0.125,64,64,41
46,0.125,64,21,14
47,0.125,64,64,43
48,0.125,64,27,21
49,0.125,64,16,13
50,0.125,64,12,10
51,0.125,64,31,14
52,0.125,64,12,9
53,0.125,64,24,16
54,0.125,64,24,12
55,0.125,64,24,11
56,0.125,64,17,12
57,0.125,64,40,15
58,0.125,64,55,29
59,0.125,64,64,62
60,0.125,64,64,12
61,0.125,64,36,24
62,0.125,64,42,19
63,0.125,64,26,13
64,0.125,64,19,11
65,0.125,64,64,39
66,0.125,64,64,46
67,0.125,64,10,8
68,0.125,64,10,8
69,0.125,64,37,14
70,0.125,64,9,7
71,0.125,64,44,23
72,0.125,64,19,8
73,0.125,64,27,18
74,0.125,64,64,31
75,0.125,64,42,34
76,0.125,64,40,16
77,0.125,64,12,8
78,0.125,64,29,18
79,0.125,64,35,11
80,0.125,64,64,58
81,0.125,64,18,9
82,0.125,64,11,9
83,0.125,64,43,12
84,0.125,64,64,38
85,0.125,64,26,17
86,0.125,64,12,9
87,0.125,64,18,11
88,0.125,64,64,42
89,0.125,64,64,47
90,0.125,64,44,15
91,0.125,64,14,9
92,0.125,64,30,27
93,0.125,64,31,12
94,0.125,64,64,21
95,0.125,64,41,29
96,0.125,64,64,10
97,0.125,64,10,8
98,0.125,64,54,23
99,0.125,64,32,21
100,0.125,64,64,11
101,0.125,64,21,14
102,0.125,64,64,64
103,0.125,64,19,12
104,0.125,64,56,15
105,0.125,64,31,13
106,0.125,64,33,16
107,0.125,64,64,62
108,0.125,64,16,13
109,0.125,64,35,21
110,0.125,64,36,14
111,0.125,64,64,41
112,0.125,64,17,13
113,0.125,64,60,29
114,0.125,64,64,52
115,0.125,64,64,11
116,0.125,64,40,25
117,0.125,64,64,43
118,0.125,64,31,25
119,0.125,64,64,53
120,0.125,64,64,37
121,0.125,64,64,35
122,0.125,64,64,33
123,0.125,64,64,57
124,0.125,64,19,13
125,0.125,64,36,17
126,0.125,64,64,50
127,0.125,64,64,34
128,0.125,64,34,18
129,0.125,64,64,34
130,0.125,64,64,36
131,0.125,64,22,17
132,0.125,64,24,12
133,0.125,64,64,47
134,0.125,64,64,59
135,0.125,64,64,28
136,0.125,64,62,47
137,0.125,64,17,11
138,0.125,64,36,16
139,0.125,64,14,10
140,0.125,64,42,30
141,0.125,64,64,27
142,0.125,64,14,9
143,0.125,64,16,10
144,0.125,64,14,11
145,0.125,64,37,15
146,0.125,64,64,16
147,0.125,64,12,10
148,0.125,64,23,13
149,0.125,64,64,28
150,0.125,64,64,30
151,0.125,64,13,10
152,0.125,64,64,51
153,0.125,64,13,11
154,0.125,64,30,33
155,0.125,64,15,9
156,0.125,64,34,31
157,0.125,64,14,8
158,0.125,64,16,14
159,0.125,64,64,32
160,0.125,64,13,7
161,0.125,64,16,10
162,0.125,64,64,31
163,0.125,64,55,15
164,0.125,64,8,7
165,0.125,64,64,35
166,0.125,64,30,18
167,0.125,64,64,14
168,0.125,64,63,43
169,0.125,64,9,8
170,0.125,64,64,48
171,0.125,64,12,7
172,0.125,64,25,15
173,0.125,64,64,20
174,0.125,64,22,14
175,0.125,64,64,21
176,0.125,64,9,7
177,0.125,64,64,10
178,0.125,64,64,42
179,0.125,64,36,16
180,0.125,64,64,64
181,0.125,64,24,14
182,0.125,64,11,6
183,0.125,64,13,7
184,0.125,64,29,15
185,0.125,64,64,53
186,0.125,64,12,9
187,0.125,64,64,45
188,0.125,64,20,15
189,0.125,64,40,32
190,0.125,64,59,47
191,0.125,64,22,16
192,0.125,64,64,37
193,0.125,64,64,13
194,0.125,64,23,13
195,0.125,64,42,32
196,0.125,64,22,20
197,0.125,64,26,16
198,0.125,64,14,9
199,0.125,64,18,11
200,0.125,64,64,24
201,0.125,64,64,37
202,0.125,64,52,31
203,0.125,64,64,60
204,0.125,64,42,24
205,0.125,64,64,24
206,0.125,64,30,15
207,0.125,64,64,49
208,0.125,64,64,40
209,0.125,64,0,0
210,0.125,64,51,31
211,0.125,64,27,8
212,0.125,64,64,46
213,0.125,64,16,18
214,0.125,64,64,63
215,0.125,64,25,12
216,0.125,64,64,46
217,0.125,64,23,14
218,0.125,64,53,13
219,0.125,64,24,18
220,0.125,64,64,38
221,0.125,64,27,19
222,0.125,64,64,47
223,0.125,64,28,12
224,0.125,64,11,7
225,0.125,64,64,34
226,0.125,64,64,50
227,0.125,64,64,18
228,0.125,64,21,12
229,0.125,64,25,12
230,0.125,64,64,62
231,0.125,64,31,14
232,0.125,64,17,14
233,0.125,64,64,12
234,0.125,64,64,34
235,0.125,64,64,58
236,0.125,64,55,16
237,0.125,64,15,11
238,0.125,64,15,11
239,0.125,64,64,56
240,0.125,64,64,31
241,0.125,64,64,52
242,0.125,64,31,14
243,0.125,64,31,20
244,0.125,64,47,20
245,0.125,64,64,63
246,0.125,64,31,21
247,0.125,64,64,14
248,0.125,64,11,9
249,0.125,64,24,10
