,lambd,p,k,k_mu
0,0.125,64,64,33
1,0.125,64,64,51
2,0.125,64,17,9
3,0.125,64,10,8
4,0.125,64,17,13
5,0.125,64,39,21
6,0.125,64,54,32
7,0.125,64,64,39
8,0.125,64,9,6
9,0.125,64,64,50
10,0.125,64,46,33
11,0.125,64,64,48
12,0.125,64,64,37
13,0.125,64,64,13
14,0.125,64,64,33
15,0.125,64,64,26
16,0.125,64,64,54
17,0.125,64,64,64
18,0.125,64,26,9
19,0.125,64,47,21
20,0.125,64,39,12
21,0.125,64,64,36
22,0.125,64,61,12
23,0.125,64,64,13
24,0.125,64,12,7
25,0.125,64,64,8
26,0.125,64,42,17
27,0.125,64,55,22
28,0.125,64,24,16
29,0.125,64,64,59
30,0.125,64,64,56
31,0.125,64,51,37
32,0.125,64,64,15
33,0.125,64,64,29
34,0.125,64,52,41
35,0.125,64,64,35
36,0.125,64,29,13
37,0.125,64,10,9
38,0.125,64,64,23
39,0.125,64,64,26
40,0.125,64,64,52
41,0.125,64,64,27
42,0.125,64,63,45
43,0.125,64,64,44
44,0.125,64,64,64
45,0.125,64,64,54
46,0.125,64,29,23
47,0.125,64,10,35
48,0.125,64,33,22
49,0.125,64,13,9
50,0.125,64,26,22
51,0.125,64,64,52
52,0.125,64,26,25
53,0.125,64,64,35
54,0.125,64,38,32
55,0.125,64,64,61
56,0.125,64,21,15
57,0.125,64,64,23
58,0.125,64,64,22
59,0.125,64,64,26
60,0.125,64,30,12
61,0.125,64,64,25
62,0.125,64,14,10
63,0.125,64,47,39
64,0.125,64,23,15
65,0.125,64,64,60
66,0.125,64,64,45
67,0.125,64,22,11
68,0.125,64,12,7
69,0.125,64,64,25
70,0.125,64,13,10
71,0.125,64,63,57
72,0.125,64,56,44
73,0.125,64,64,39
74,0.125,64,64,31
75,0.125,64,64,59
76,0.125,64,36,11
77,0.125,64,13,11
78,0.125,64,45,15
79,0.125,64,48,19
80,0.125,64,38,20
81,0.125,64,37,35
82,0.125,64,14,9
83,0.125,64,64,28
84,0.125,64,64,60
85,0.125,64,43,33
86,0.125,64,64,18
87,0.125,64,14,12
88,0.125,64,15,10
89,0.125,64,31,20
90,0.125,64,64,30
91,0.125,64,10,8
92,0.125,64,17,12
93,0.125,64,64,12
94,0.125,64,64,43
95,0.125,64,64,39
96,0.125,64,64,19
97,0.125,64,20,12
