,lambd,p,k,k_mu
0,0.25,64,64,18
1,0.25,64,64,53
2,0.25,64,6,4
3,0.25,64,8,4
4,0.25,64,10,7
5,0.25,64,31,7
6,0.25,64,22,6
7,0.25,64,64,31
8,0.25,64,14,8
9,0.25,64,64,20
10,0.25,64,19,6
11,0.25,64,64,60
12,0.25,64,64,30
13,0.25,64,64,13
14,0.25,64,31,13
15,0.25,64,64,35
16,0.25,64,64,64
17,0.25,64,35,12
18,0.25,64,13,6
19,0.25,64,20,11
20,0.25,64,10,6
21,0.25,64,41,18
22,0.25,64,23,7
23,0.25,64,64,51
24,0.25,64,11,7
25,0.25,64,33,15
26,0.25,64,64,21
27,0.25,64,39,19
28,0.25,64,19,12
29,0.25,64,64,26
30,0.25,64,44,31
31,0.25,64,13,10
32,0.25,64,64,33
33,0.25,64,64,20
34,0.25,64,19,10
35,0.25,64,38,7
36,0.25,64,43,31
37,0.25,64,14,5
38,0.25,64,47,8
39,0.25,64,64,60
40,0.25,64,62,31
41,0.25,64,22,7
42,0.25,64,36,22
43,0.25,64,64,14
44,0.25,64,64,29
45,0.25,64,64,21
46,0.25,64,17,10
47,0.25,64,64,16
48,0.25,64,24,10
49,0.25,64,14,6
50,0.25,64,24,10
51,0.25,64,23,15
52,0.25,64,12,8
53,0.25,64,41,23
54,0.25,64,12,7
55,0.25,64,36,18
56,0.25,64,17,11
57,0.25,64,31,18
58,0.25,64,53,49
59,0.25,64,64,46
60,0.25,64,45,13
61,0.25,64,34,19
62,0.25,64,28,10
63,0.25,64,39,16
64,0.25,64,64,18
65,0.25,64,64,29
66,0.25,64,64,54
67,0.25,64,12,3
68,0.25,64,21,7
69,0.25,64,36,16
70,0.25,64,10,5
71,0.25,64,64,6
72,0.25,64,14,7
73,0.25,64,64,28
74,0.25,64,64,14
75,0.25,64,42,28
76,0.25,64,14,56
77,0.25,64,13,5
78,0.25,64,41,13
79,0.25,64,44,14
80,0.25,64,64,56
81,0.25,64,64,23
82,0.25,64,11,3
83,0.25,64,41,9
84,0.25,64,64,64
85,0.25,64,26,17
86,0.25,64,12,5
87,0.25,64,8,4
88,0.25,64,30,14
89,0.25,64,64,55
90,0.25,64,33,12
91,0.25,64,11,6
92,0.25,64,36,7
93,0.25,64,47,28
94,0.25,64,64,38
95,0.25,64,58,17
96,0.25,64,60,13
97,0.25,64,10,6
98,0.25,64,25,21
99,0.25,64,64,39
100,0.25,64,64,53
101,0.25,64,6,4
102,0.25,64,64,44
103,0.25,64,36,20
104,0.25,64,32,8
105,0.25,64,30,20
106,0.25,64,37,12
107,0.25,64,64,32
