,lambd,p,k,k_mu
0,0.25,64,64,59
1,0.25,64,64,29
2,0.25,64,13,5
3,0.25,64,16,7
4,0.25,64,26,9
5,0.25,64,54,12
6,0.25,64,64,53
7,0.25,64,64,8
8,0.25,64,10,3
9,0.25,64,64,5
10,0.25,64,53,43
11,0.25,64,64,44
12,0.25,64,64,18
13,0.25,64,64,55
14,0.25,64,38,9
15,0.25,64,64,48
16,0.25,64,64,61
17,0.25,64,64,61
18,0.25,64,16,5
19,0.25,64,43,26
20,0.25,64,19,9
21,0.25,64,26,16
22,0.25,64,64,9
23,0.25,64,64,16
24,0.25,64,22,9
25,0.25,64,64,29
26,0.25,64,64,15
27,0.25,64,64,64
28,0.25,64,15,7
29,0.25,64,64,59
30,0.25,64,64,16
31,0.25,64,32,19
32,0.25,64,64,32
33,0.25,64,64,53
34,0.25,64,39,14
35,0.25,64,64,46
36,0.25,64,64,58
37,0.25,64,19,11
38,0.25,64,64,64
39,0.25,64,64,63
40,0.25,64,64,54
41,0.25,64,18,6
42,0.25,64,49,32
43,0.25,64,64,32
44,0.25,64,64,41
45,0.25,64,64,31
46,0.25,64,38,20
47,0.25,64,64,18
48,0.25,64,64,6
49,0.25,64,14,5
50,0.25,64,25,11
51,0.25,64,48,25
52,0.25,64,15,9
53,0.25,64,64,14
54,0.25,64,42,18
55,0.25,64,64,36
56,0.25,64,18,13
57,0.25,64,62,7
58,0.25,64,64,14
59,0.25,64,64,28
60,0.25,64,25,10
61,0.25,64,32,15
62,0.25,64,17,4
63,0.25,64,64,46
64,0.25,64,22,14
65,0.25,64,64,63
66,0.25,64,64,31
67,0.25,64,18,4
68,0.25,64,24,3
69,0.25,64,64,7
70,0.25,64,15,6
71,0.25,64,64,31
72,0.25,64,64,25
73,0.25,64,64,42
74,0.25,64,64,39
75,0.25,64,64,27
76,0.25,64,28,6
77,0.25,64,6,5
78,0.25,64,45,4
79,0.25,64,39,5
80,0.25,64,36,15
81,0.25,64,64,46
82,0.25,64,14,7
83,0.25,64,64,6
84,0.25,64,64,59
85,0.25,64,64,35
86,0.25,64,64,9
87,0.25,64,17,6
88,0.25,64,38,7
89,0.25,64,54,30
90,0.25,64,64,14
91,0.25,64,12,5
92,0.25,64,13,10
93,0.25,64,64,10
94,0.25,64,39,14
95,0.25,64,45,13
96,0.25,64,45,4
97,0.25,64,11,8
98,0.25,64,55,15
99,0.25,64,49,39
100,0.25,64,64,60
101,0.25,64,10,3
102,0.25,64,64,45
103,0.25,64,55,18
104,0.25,64,64,24
105,0.25,64,18,13
106,0.25,64,55,31
107,0.25,64,64,47
108,0.25,64,9,4
109,0.25,64,19,6
110,0.25,64,64,16
111,0.25,64,55,8
112,0.25,64,55,5
113,0.25,64,64,6
114,0.25,64,64,38
115,0.25,64,38,10
116,0.25,64,20,17
117,0.25,64,21,5
118,0.25,64,10,8
119,0.25,64,38,15
120,0.25,64,64,46
121,0.25,64,64,42
122,0.25,64,63,10
123,0.25,64,15,34
124,0.25,64,35,4
125,0.25,64,44,11
126,0.25,64,39,5
127,0.25,64,64,29
128,0.25,64,34,5
129,0.25,64,64,57
130,0.25,64,64,45
131,0.25,64,64,17
132,0.25,64,64,26
133,0.25,64,64,28
134,0.25,64,64,16
135,0.25,64,64,61
136,0.25,64,64,50
137,0.25,64,27,9
138,0.25,64,64,38
139,0.25,64,11,4
140,0.25,64,51,7
141,0.25,64,64,32
142,0.25,64,7,4
143,0.25,64,30,6
144,0.25,64,17,7
145,0.25,64,33,17
146,0.25,64,64,50
147,0.25,64,11,6
148,0.25,64,15,4
149,0.25,64,64,28
150,0.25,64,64,7
151,0.25,64,16,6
152,0.25,64,64,38
153,0.25,64,14,10
154,0.25,64,30,12
155,0.25,64,9,5
156,0.25,64,64,64
157,0.25,64,24,28
158,0.25,64,28,10
159,0.25,64,64,63
160,0.25,64,28,11
161,0.25,64,18,8
162,0.25,64,64,62
163,0.25,64,63,24
164,0.25,64,16,4
165,0.25,64,64,6
166,0.25,64,25,49
167,0.25,64,48,14
168,0.25,64,64,9
169,0.25,64,10,4
170,0.25,64,64,26
171,0.25,64,12,3
172,0.25,64,64,46
173,0.25,64,64,64
174,0.25,64,64,21
175,0.25,64,64,29
176,0.25,64,23,8
177,0.25,64,13,5
178,0.25,64,64,28
179,0.25,64,64,56
180,0.25,64,64,48
181,0.25,64,20,6
182,0.25,64,10,6
183,0.25,64,13,7
184,0.25,64,64,38
185,0.25,64,64,51
186,0.25,64,13,4
187,0.25,64,64,15
188,0.25,64,64,47
189,0.25,64,34,12
190,0.25,64,27,17
191,0.25,64,56,6
192,0.25,64,64,22
193,0.25,64,32,40
194,0.25,64,47,4
195,0.25,64,64,36
196,0.25,64,15,8
197,0.25,64,60,4
198,0.25,64,14,10
199,0.25,64,21,3
200,0.25,64,50,41
201,0.25,64,64,58
202,0.25,64,19,7
203,0.25,64,64,51
204,0.25,64,64,34
205,0.25,64,64,49
206,0.25,64,64,16
207,0.25,64,64,59
208,0.25,64,64,43
209,0.25,64,7,2
210,0.25,64,8,4
211,0.25,64,16,11
212,0.25,64,64,33
213,0.25,64,64,5
214,0.25,64,64,7
215,0.25,64,61,12
216,0.25,64,64,62
217,0.25,64,64,38
218,0.25,64,64,64
219,0.25,64,35,9
220,0.25,64,64,57
221,0.25,64,25,8
222,0.25,64,61,34
223,0.25,64,17,10
224,0.25,64,11,6
225,0.25,64,64,4
226,0.25,64,64,60
227,0.25,64,64,63
228,0.25,64,17,11
229,0.25,64,32,2
230,0.25,64,64,42
231,0.25,64,28,5
232,0.25,64,11,5
233,0.25,64,22,17
234,0.25,64,64,64
235,0.25,64,64,60
236,0.25,64,64,32
237,0.25,64,12,55
238,0.25,64,24,6
239,0.25,64,51,8
240,0.25,64,57,33
