,lambd,p,k,k_mu
0,0.125,64,26,17
1,0.125,64,64,50
2,0.125,64,12,6
3,0.125,64,9,6
4,0.125,64,23,9
5,0.125,64,24,16
6,0.125,64,14,11
7,0.125,64,64,18
8,0.125,64,15,11
9,0.125,64,64,53
10,0.125,64,64,16
11,0.125,64,64,33
12,0.125,64,64,27
13,0.125,64,64,15
14,0.125,64,37,20
15,0.125,64,64,25
16,0.125,64,64,43
17,0.125,64,64,32
18,0.125,64,12,8
19,0.125,64,24,16
20,0.125,64,16,11
21,0.125,64,48,20
22,0.125,64,28,16
23,0.125,64,64,48
24,0.125,64,15,11
25,0.125,64,48,15
26,0.125,64,64,27
27,0.125,64,43,26
28,0.125,64,19,15
29,0.125,64,64,50
30,0.125,64,57,40
31,0.125,64,14,12
32,0.125,64,64,38
33,0.125,64,64,54
34,0.125,64,22,11
35,0.125,64,64,42
36,0.125,64,58,33
37,0.125,64,9,7
38,0.125,64,36,18
39,0.125,64,64,54
40,0.125,64,64,62
41,0.125,64,38,19
42,0.125,64,33,22
43,0.125,64,64,45
44,0.125,64,64,57
45,0.125,64,64,37
46,0.125,64,20,16
47,0.125,64,64,11
48,0.125,64,30,11
49,0.125,64,14,10
50,0.125,64,23,12
51,0.125,64,41,26
52,0.125,64,14,12
53,0.125,64,38,27
54,0.125,64,24,12
55,0.125,64,39,19
56,0.125,64,15,11
57,0.125,64,40,13
58,0.125,64,64,15
59,0.125,64,64,51
60,0.125,64,64,38
61,0.125,64,46,20
62,0.125,64,43,13
63,0.125,64,26,14
64,0.125,64,23,18
65,0.125,64,64,59
66,0.125,64,64,64
67,0.125,64,12,11
68,0.125,64,20,14
69,0.125,64,37,34
70,0.125,64,13,8
71,0.125,64,18,8
72,0.125,64,16,10
73,0.125,64,19,11
74,0.125,64,64,39
75,0.125,64,48,40
76,0.125,64,31,37
77,0.125,64,12,9
78,0.125,64,41,17
79,0.125,64,44,27
80,0.125,64,64,38
81,0.125,64,15,12
82,0.125,64,9,7
83,0.125,64,50,21
84,0.125,64,64,26
85,0.125,64,48,17
86,0.125,64,12,8
87,0.125,64,15,9
88,0.125,64,64,31
89,0.125,64,64,28
90,0.125,64,39,15
91,0.125,64,17,11
92,0.125,64,44,12
93,0.125,64,43,23
94,0.125,64,64,27
95,0.125,64,55,38
96,0.125,64,64,18
97,0.125,64,10,9
98,0.125,64,57,22
99,0.125,64,37,22
100,0.125,64,64,27
101,0.125,64,14,7
102,0.125,64,64,64
103,0.125,64,28,17
104,0.125,64,57,14
105,0.125,64,28,20
106,0.125,64,35,22
107,0.125,64,64,58
108,0.125,64,24,19
109,0.125,64,28,12
110,0.125,64,16,11
111,0.125,64,64,21
112,0.125,64,26,21
113,0.125,64,59,30
114,0.125,64,64,59
115,0.125,64,64,35
116,0.125,64,46,26
117,0.125,64,63,15
118,0.125,64,27,18
119,0.125,64,64,55
120,0.125,64,64,31
121,0.125,64,64,30
122,0.125,64,64,22
123,0.125,64,64,56
124,0.125,64,24,11
125,0.125,64,23,15
126,0.125,64,64,43
127,0.125,64,64,35
128,0.125,64,30,12
129,0.125,64,64,39
130,0.125,64,64,59
131,0.125,64,27,16
132,0.125,64,22,14
133,0.125,64,64,48
134,0.125,64,64,62
