,lambd,p,k,k_mu
0,0.125,29,0,0
1,0.125,23,0,0
2,0.125,37,0,0
3,0.125,22,0,0
4,0.125,33,21,16
5,0.125,21,0,0
6,0.125,38,0,2
7,0.125,27,27,1
8,0.125,23,23,1
9,0.125,22,0,2
10,0.125,35,35,32
11,0.125,21,0,0
12,0.125,31,0,0
13,0.125,17,12,11
14,0.125,29,0,0
15,0.125,28,28,26
16,0.125,33,0,4
17,0.125,38,38,37
18,0.125,23,0,0
19,0.125,31,29,4
20,0.125,19,0,3
21,0.125,40,40,1
22,0.125,25,0,0
23,0.125,43,0,0
24,0.125,24,0,0
25,0.125,22,22,3
26,0.125,28,28,1
27,0.125,20,0,6
28,0.125,28,0,0
29,0.125,38,38,22
30,0.125,16,0,0
31,0.125,25,0,0
32,0.125,24,0,0
33,0.125,16,0,0
34,0.125,26,26,6
35,0.125,29,0,0
36,0.125,42,42,2
37,0.125,30,0,0
38,0.125,36,0,23
39,0.125,36,0,6
40,0.125,36,36,1
41,0.125,31,0,4
42,0.125,27,18,13
43,0.125,27,0,0
44,0.125,58,58,7
45,0.125,20,0,5
46,0.125,36,0,4
47,0.125,32,25,19
48,0.125,30,0,3
49,0.125,38,17,0
50,0.125,35,21,12
51,0.125,29,17,14
52,0.125,18,18,12
53,0.125,20,0,6
54,0.125,32,0,0
55,0.125,29,0,0
56,0.125,34,34,2
57,0.125,30,30,22
58,0.125,41,41,11
59,0.125,21,0,0
60,0.125,37,23,0
61,0.125,37,24,17
62,0.125,39,37,13
63,0.125,39,17,13
64,0.125,14,0,0
65,0.125,21,12,0
66,0.125,35,35,10
67,0.125,29,22,22
68,0.125,25,23,17
69,0.125,18,18,1
70,0.125,35,0,0
71,0.125,32,12,10
72,0.125,33,0,0
73,0.125,24,0,0
74,0.125,28,28,25
75,0.125,33,33,21
76,0.125,17,0,4
77,0.125,28,28,25
78,0.125,18,0,3
79,0.125,19,0,0
80,0.125,23,0,0
81,0.125,24,24,10
82,0.125,29,29,26
83,0.125,28,28,1
84,0.125,31,31,1
85,0.125,18,0,0
86,0.125,30,30,1
87,0.125,25,0,0
88,0.125,37,37,3
89,0.125,24,24,2
90,0.125,25,0,0
91,0.125,38,0,0
92,0.125,12,0,0
93,0.125,22,0,0
94,0.125,26,0,0
95,0.125,40,0,2
96,0.125,30,0,4
97,0.125,27,0,0
98,0.125,28,0,8
99,0.125,18,0,9
100,0.125,42,36,18
101,0.125,36,0,0
102,0.125,15,0,0
103,0.125,28,0,0
104,0.125,24,12,0
105,0.125,32,0,0
106,0.125,54,54,46
107,0.125,25,0,0
108,0.125,28,22,22
109,0.125,31,0,0
110,0.125,32,0,0
111,0.125,34,0,0
112,0.125,33,33,29
113,0.125,25,25,14
114,0.125,31,0,0
115,0.125,20,19,15
116,0.125,19,0,10
117,0.125,29,0,0
118,0.125,21,21,11
119,0.125,41,30,2
120,0.125,29,0,0
121,0.125,19,0,0
122,0.125,29,29,7
123,0.125,34,0,0
124,0.125,30,0,8
125,0.125,33,0,0
126,0.125,31,31,21
127,0.125,23,0,0
128,0.125,44,44,26
129,0.125,23,0,0
130,0.125,25,21,20
131,0.125,29,29,26
132,0.125,34,34,15
133,0.125,31,31,27
134,0.125,38,0,0
135,0.125,12,0,0
136,0.125,23,0,0
137,0.125,29,29,1
138,0.125,24,0,0
139,0.125,33,32,22
140,0.125,27,0,0
141,0.125,7,0,0
142,0.125,41,0,0
143,0.125,36,25,18
144,0.125,27,27,21
145,0.125,17,17,1
146,0.125,34,34,2
147,0.125,29,0,0
148,0.125,22,0,0
149,0.125,57,57,2
150,0.125,29,0,0
151,0.125,37,0,0
152,0.125,27,27,2
153,0.125,31,0,0
154,0.125,28,0,0
155,0.125,30,0,0
156,0.125,18,0,0
157,0.125,35,35,19
158,0.125,36,0,0
159,0.125,34,0,0
160,0.125,35,35,14
161,0.125,30,30,17
162,0.125,24,24,1
163,0.125,15,0,0
164,0.125,40,0,0
165,0.125,32,0,0
166,0.125,31,0,0
167,0.125,29,0,0
168,0.125,25,0,0
169,0.125,26,0,0
170,0.125,28,28,5
171,0.125,32,32,14
172,0.125,31,0,0
173,0.125,28,0,6
174,0.125,24,0,0
175,0.125,36,0,2
176,0.125,32,0,16
177,0.125,29,0,0
178,0.125,27,0,3
179,0.125,44,0,0
180,0.125,36,0,0
181,0.125,30,0,0
182,0.125,24,0,0
183,0.125,37,32,18
184,0.125,26,26,23
185,0.125,24,0,0
186,0.125,17,0,0
187,0.125,25,13,10
188,0.125,18,0,0
189,0.125,35,35,23
190,0.125,37,0,0
191,0.125,20,15,13
192,0.125,27,24,0
193,0.125,20,20,14
194,0.125,26,0,0
195,0.125,29,29,27
196,0.125,28,15,13
197,0.125,31,31,1
198,0.125,30,30,23
199,0.125,28,28,25
200,0.125,22,0,0
201,0.125,27,27,7
202,0.125,35,25,2
203,0.125,29,0,22
204,0.125,20,20,3
205,0.125,48,0,0
206,0.125,33,0,4
207,0.125,17,0,0
208,0.125,42,0,0
209,0.125,33,33,3
210,0.125,34,0,0
211,0.125,39,22,16
212,0.125,33,26,12
213,0.125,27,0,4
214,0.125,12,0,0
215,0.125,26,0,0
216,0.125,38,38,22
217,0.125,28,0,0
218,0.125,31,0,0
219,0.125,27,27,13
220,0.125,49,0,6
221,0.125,32,0,0
222,0.125,16,16,15
223,0.125,42,0,0
224,0.125,24,0,0
225,0.125,34,0,2
226,0.125,34,0,5
227,0.125,18,18,1
228,0.125,36,36,10
229,0.125,26,0,0
230,0.125,23,0,0
231,0.125,36,36,18
232,0.125,28,0,0
233,0.125,27,0,0
234,0.125,31,24,6
235,0.125,28,0,0
236,0.125,25,0,0
237,0.125,29,0,0
238,0.125,28,0,0
239,0.125,34,0,6
240,0.125,43,35,34
241,0.125,30,30,20
242,0.125,28,0,0
243,0.125,27,0,0
244,0.125,31,0,8
245,0.125,35,0,10
246,0.125,29,0,0
247,0.125,37,28,24
248,0.125,25,25,24
249,0.125,33,0,0
