,lambd,p,k,k_mu
0,0.375,64,64,56
1,0.375,64,64,52
2,0.375,64,16,6
3,0.375,64,3,2
4,0.375,64,28,7
5,0.375,64,61,27
6,0.375,64,64,38
7,0.375,64,64,30
8,0.375,64,17,5
9,0.375,64,64,57
10,0.375,64,64,21
11,0.375,64,64,42
12,0.375,64,64,15
13,0.375,64,64,45
14,0.375,64,62,29
15,0.375,64,64,46
16,0.375,64,64,63
17,0.375,64,64,43
18,0.375,64,20,6
19,0.375,64,24,12
20,0.375,64,23,14
21,0.375,64,35,23
22,0.375,64,62,41
23,0.375,64,64,39
24,0.375,64,27,5
25,0.375,64,64,39
26,0.375,64,64,25
27,0.375,64,64,39
28,0.375,64,13,2
29,0.375,64,64,50
30,0.375,64,64,21
31,0.375,64,52,21
32,0.375,64,64,40
33,0.375,64,64,47
34,0.375,64,28,5
35,0.375,64,64,59
36,0.375,64,64,26
37,0.375,64,18,13
38,0.375,64,64,63
39,0.375,64,64,64
40,0.375,64,64,63
41,0.375,64,42,25
42,0.375,64,53,11
43,0.375,64,64,35
44,0.375,64,64,21
45,0.375,64,64,32
46,0.375,64,29,17
47,0.375,64,64,6
48,0.375,64,59,6
49,0.375,64,25,8
50,0.375,64,23,12
51,0.375,64,61,38
52,0.375,64,35,6
53,0.375,64,46,28
54,0.375,64,19,6
55,0.375,64,64,56
56,0.375,64,25,12
57,0.375,64,64,42
58,0.375,64,64,23
59,0.375,64,58,9
60,0.375,64,64,3
61,0.375,64,54,5
62,0.375,64,22,5
63,0.375,64,64,8
64,0.375,64,47,7
65,0.375,64,64,64
66,0.375,64,64,52
67,0.375,64,9,3
68,0.375,64,36,16
69,0.375,64,64,8
70,0.375,64,12,2
71,0.375,64,64,14
72,0.375,64,64,19
73,0.375,64,64,47
74,0.375,64,64,52
75,0.375,64,64,59
76,0.375,64,22,4
77,0.375,64,29,4
78,0.375,64,62,14
79,0.375,64,35,12
80,0.375,64,13,5
81,0.375,64,64,35
82,0.375,64,13,2
83,0.375,64,64,48
84,0.375,64,64,61
85,0.375,64,64,21
86,0.375,64,52,25
87,0.375,64,10,3
88,0.375,64,12,7
89,0.375,64,64,45
90,0.375,64,64,7
91,0.375,64,29,7
92,0.375,64,45,3
93,0.375,64,64,28
94,0.375,64,64,26
95,0.375,64,55,32
96,0.375,64,41,4
97,0.375,64,25,3
98,0.375,64,33,16
99,0.375,64,64,56
100,0.375,64,64,62
101,0.375,64,14,4
102,0.375,64,64,63
103,0.375,64,64,32
104,0.375,64,64,11
105,0.375,64,29,15
106,0.375,64,48,13
107,0.375,64,64,57
108,0.375,64,14,6
109,0.375,64,22,8
110,0.375,64,64,21
111,0.375,64,43,15
112,0.375,64,42,3
113,0.375,64,64,20
114,0.375,64,64,42
115,0.375,64,52,9
116,0.375,64,32,15
117,0.375,64,64,15
118,0.375,64,24,6
119,0.375,64,64,39
120,0.375,64,64,63
121,0.375,64,64,55
122,0.375,64,35,13
123,0.375,64,64,53
124,0.375,64,21,6
125,0.375,64,44,27
126,0.375,64,36,18
127,0.375,64,64,35
128,0.375,64,19,7
129,0.375,64,64,58
130,0.375,64,64,16
131,0.375,64,64,20
132,0.375,64,64,27
133,0.375,64,64,60
134,0.375,64,60,8
135,0.375,64,64,54
136,0.375,64,64,51
137,0.375,64,20,8
138,0.375,64,64,32
139,0.375,64,15,4
140,0.375,64,33,18
141,0.375,64,64,33
142,0.375,64,17,2
143,0.375,64,14,3
144,0.375,64,7,3
145,0.375,64,48,4
146,0.375,64,64,56
147,0.375,64,23,6
148,0.375,64,31,25
149,0.375,64,64,20
150,0.375,64,64,11
151,0.375,64,13,11
152,0.375,64,64,52
153,0.375,64,21,2
154,0.375,64,13,7
155,0.375,64,13,3
156,0.375,64,64,11
157,0.375,64,9,56
158,0.375,64,20,2
159,0.375,64,64,54
160,0.375,64,32,16
161,0.375,64,44,13
162,0.375,64,64,49
163,0.375,64,64,37
164,0.375,64,10,3
165,0.375,64,64,56
166,0.375,64,50,50
167,0.375,64,64,21
168,0.375,64,62,41
169,0.375,64,12,4
170,0.375,64,64,54
171,0.375,64,23,9
172,0.375,64,64,47
173,0.375,64,64,59
174,0.375,64,56,2
175,0.375,64,64,29
176,0.375,64,15,3
177,0.375,64,48,19
178,0.375,64,64,48
179,0.375,64,64,64
180,0.375,64,64,36
181,0.375,64,37,18
182,0.375,64,9,3
183,0.375,64,6,3
184,0.375,64,64,52
185,0.375,64,64,64
186,0.375,64,19,7
187,0.375,64,64,28
188,0.375,64,64,57
189,0.375,64,41,14
190,0.375,64,18,6
191,0.375,64,60,6
192,0.375,64,64,43
193,0.375,64,28,16
194,0.375,64,56,6
195,0.375,64,64,63
196,0.375,64,31,53
197,0.375,64,42,28
198,0.375,64,14,2
199,0.375,64,17,3
200,0.375,64,59,9
201,0.375,64,64,62
202,0.375,64,22,3
203,0.375,64,64,48
204,0.375,64,64,47
205,0.375,64,64,61
206,0.375,64,46,12
207,0.375,64,64,48
208,0.375,64,64,59
209,0.375,64,28,2
210,0.375,64,43,5
211,0.375,64,8,5
212,0.375,64,64,64
213,0.375,64,64,20
214,0.375,64,64,29
215,0.375,64,61,12
216,0.375,64,64,60
217,0.375,64,64,32
218,0.375,64,64,35
219,0.375,64,16,4
220,0.375,64,64,63
221,0.375,64,26,8
222,0.375,64,64,49
223,0.375,64,19,5
224,0.375,64,9,4
225,0.375,64,57,60
226,0.375,64,64,63
227,0.375,64,64,64
228,0.375,64,40,10
229,0.375,64,9,6
230,0.375,64,64,64
231,0.375,64,22,11
232,0.375,64,31,7
233,0.375,64,29,5
234,0.375,64,64,61
235,0.375,64,64,43
236,0.375,64,64,54
237,0.375,64,64,8
238,0.375,64,13,4
239,0.375,64,64,13
240,0.375,64,64,48
241,0.375,64,64,49
242,0.375,64,64,55
243,0.375,64,23,14
244,0.375,64,37,20
245,0.375,64,64,43
246,0.375,64,55,19
247,0.375,64,64,55
248,0.375,64,14,4
249,0.375,64,21,6
