,lambd,p,k,k_mu
0,0.375,64,64,63
1,0.375,64,64,12
2,0.375,64,15,5
3,0.375,64,17,6
4,0.375,64,22,9
5,0.375,64,63,9
6,0.375,64,64,27
7,0.375,64,64,6
8,0.375,64,8,2
9,0.375,64,64,52
10,0.375,64,64,12
11,0.375,64,64,42
12,0.375,64,64,17
13,0.375,64,64,59
14,0.375,64,49,9
15,0.375,64,64,50
16,0.375,64,64,63
17,0.375,64,64,50
18,0.375,64,21,3
19,0.375,64,37,25
20,0.375,64,21,8
21,0.375,64,25,4
22,0.375,64,55,7
23,0.375,64,64,16
24,0.375,64,17,3
25,0.375,64,64,59
26,0.375,64,64,12
27,0.375,64,64,12
28,0.375,64,29,6
29,0.375,64,64,63
30,0.375,64,64,28
31,0.375,64,37,19
32,0.375,64,64,22
33,0.375,64,64,14
34,0.375,64,26,13
35,0.375,64,64,59
36,0.375,64,64,64
37,0.375,64,17,9
38,0.375,64,64,64
39,0.375,64,64,61
40,0.375,64,64,60
41,0.375,64,19,9
42,0.375,64,52,15
43,0.375,64,64,31
44,0.375,64,64,23
45,0.375,64,64,31
46,0.375,64,57,24
47,0.375,64,64,10
48,0.375,64,15,3
49,0.375,64,12,2
50,0.375,64,32,11
51,0.375,64,63,27
52,0.375,64,12,6
53,0.375,64,51,7
54,0.375,64,45,18
55,0.375,64,64,38
56,0.375,64,35,12
57,0.375,64,64,32
58,0.375,64,64,12
59,0.375,64,53,7
60,0.375,64,25,14
61,0.375,64,27,16
62,0.375,64,17,2
63,0.375,64,64,44
64,0.375,64,21,13
65,0.375,64,64,63
66,0.375,64,64,62
67,0.375,64,18,3
68,0.375,64,24,2
69,0.375,64,64,7
70,0.375,64,15,6
71,0.375,64,64,31
72,0.375,64,64,7
73,0.375,64,64,46
74,0.375,64,64,61
75,0.375,64,64,54
76,0.375,64,14,6
77,0.375,64,11,4
78,0.375,64,64,9
79,0.375,64,39,4
80,0.375,64,27,15
81,0.375,64,64,23
82,0.375,64,17,7
83,0.375,64,64,3
84,0.375,64,64,15
85,0.375,64,64,19
86,0.375,64,54,7
87,0.375,64,17,6
88,0.375,64,48,6
89,0.375,64,64,33
90,0.375,64,64,11
91,0.375,64,19,4
92,0.375,64,13,10
93,0.375,64,64,23
94,0.375,64,64,13
95,0.375,64,57,12
96,0.375,64,24,4
97,0.375,64,11,8
98,0.375,64,55,14
99,0.375,64,64,58
100,0.375,64,64,53
101,0.375,64,21,3
102,0.375,64,64,55
103,0.375,64,62,15
104,0.375,64,64,54
105,0.375,64,19,7
106,0.375,64,45,8
107,0.375,64,64,54
108,0.375,64,17,2
109,0.375,64,18,5
110,0.375,64,64,15
111,0.375,64,53,7
112,0.375,64,48,3
113,0.375,64,64,6
114,0.375,64,64,31
115,0.375,64,12,9
116,0.375,64,23,17
117,0.375,64,64,4
118,0.375,64,12,8
119,0.375,64,64,8
120,0.375,64,64,48
121,0.375,64,64,58
122,0.375,64,58,9
123,0.375,64,64,34
124,0.375,64,35,4
125,0.375,64,18,9
126,0.375,64,54,4
127,0.375,64,64,28
128,0.375,64,12,3
129,0.375,64,64,53
130,0.375,64,64,36
131,0.375,64,64,17
132,0.375,64,64,56
133,0.375,64,64,60
134,0.375,64,59,15
135,0.375,64,64,46
136,0.375,64,64,42
137,0.375,64,30,9
138,0.375,64,64,16
139,0.375,64,11,4
140,0.375,64,54,5
141,0.375,64,64,16
142,0.375,64,10,5
143,0.375,64,30,6
144,0.375,64,17,6
145,0.375,64,38,17
146,0.375,64,64,51
147,0.375,64,11,4
148,0.375,64,15,5
149,0.375,64,64,24
150,0.375,64,64,4
151,0.375,64,10,6
152,0.375,64,64,61
153,0.375,64,15,10
154,0.375,64,62,29
155,0.375,64,14,5
156,0.375,64,64,11
157,0.375,64,47,44
158,0.375,64,18,9
159,0.375,64,64,62
160,0.375,64,28,8
161,0.375,64,20,6
162,0.375,64,64,42
163,0.375,64,64,24
164,0.375,64,21,4
165,0.375,64,64,6
166,0.375,64,22,59
167,0.375,64,64,6
168,0.375,64,45,17
169,0.375,64,16,3
170,0.375,64,64,26
171,0.375,64,18,3
172,0.375,64,64,46
173,0.375,64,64,62
174,0.375,64,58,20
175,0.375,64,64,60
176,0.375,64,20,5
177,0.375,64,32,12
178,0.375,64,64,36
179,0.375,64,64,49
180,0.375,64,64,33
181,0.375,64,30,6
182,0.375,64,10,6
183,0.375,64,13,3
184,0.375,64,64,47
185,0.375,64,64,57
186,0.375,64,15,4
187,0.375,64,64,14
188,0.375,64,64,42
189,0.375,64,33,13
190,0.375,64,30,7
191,0.375,64,53,3
192,0.375,64,64,61
193,0.375,64,38,62
194,0.375,64,37,2
195,0.375,64,64,37
196,0.375,64,21,4
197,0.375,64,44,3
198,0.375,64,17,10
199,0.375,64,8,2
200,0.375,64,52,43
201,0.375,64,64,64
202,0.375,64,38,2
203,0.375,64,64,40
204,0.375,64,64,63
205,0.375,64,64,56
206,0.375,64,24,12
207,0.375,64,64,15
208,0.375,64,64,6
209,0.375,64,8,2
210,0.375,64,8,2
211,0.375,64,11,4
212,0.375,64,64,29
213,0.375,64,64,44
214,0.375,64,64,8
215,0.375,64,60,12
216,0.375,64,64,62
217,0.375,64,64,39
218,0.375,64,64,11
219,0.375,64,27,10
220,0.375,64,64,64
221,0.375,64,25,7
222,0.375,64,64,47
223,0.375,64,15,6
224,0.375,64,12,5
225,0.375,64,35,2
226,0.375,64,64,51
227,0.375,64,64,56
228,0.375,64,17,10
229,0.375,64,23,2
230,0.375,64,64,58
231,0.375,64,23,4
232,0.375,64,11,4
233,0.375,64,23,12
234,0.375,64,64,51
235,0.375,64,64,62
236,0.375,64,64,27
237,0.375,64,64,59
238,0.375,64,15,2
239,0.375,64,64,8
240,0.375,64,64,53
241,0.375,64,64,56
242,0.375,64,64,3
243,0.375,64,34,15
244,0.375,64,12,7
245,0.375,64,64,54
246,0.375,64,62,18
247,0.375,64,64,7
248,0.375,64,15,7
249,0.375,64,21,7
