,lambd,p,k,k_mu
0,0.375,64,64,44
1,0.375,64,64,28
2,0.375,64,11,8
3,0.375,64,11,3
4,0.375,64,10,5
5,0.375,64,63,14
6,0.375,64,64,43
7,0.375,64,64,50
8,0.375,64,7,3
9,0.375,64,64,54
10,0.375,64,64,56
11,0.375,64,64,52
12,0.375,64,64,6
13,0.375,64,64,57
14,0.375,64,63,16
15,0.375,64,64,45
16,0.375,64,64,58
17,0.375,64,64,41
18,0.375,64,19,7
19,0.375,64,57,14
20,0.375,64,27,11
21,0.375,64,42,24
22,0.375,64,32,5
23,0.375,64,64,13
24,0.375,64,7,3
25,0.375,64,64,56
26,0.375,64,64,11
27,0.375,64,64,56
28,0.375,64,33,7
29,0.375,64,64,55
30,0.375,64,64,43
31,0.375,64,50,17
32,0.375,64,64,15
33,0.375,64,64,23
34,0.375,64,33,6
35,0.375,64,64,64
36,0.375,64,64,32
37,0.375,64,10,5
38,0.375,64,64,62
39,0.375,64,64,61
40,0.375,64,64,49
41,0.375,64,26,16
42,0.375,64,56,24
43,0.375,64,64,34
44,0.375,64,64,40
45,0.375,64,64,23
46,0.375,64,32,23
47,0.375,64,64,5
48,0.375,64,14,6
49,0.375,64,14,7
50,0.375,64,26,19
51,0.375,64,64,7
52,0.375,64,21,5
53,0.375,64,43,8
54,0.375,64,53,7
55,0.375,64,64,60
56,0.375,64,32,15
57,0.375,64,64,27
58,0.375,64,64,10
59,0.375,64,26,5
60,0.375,64,24,25
61,0.375,64,26,19
62,0.375,64,10,4
63,0.375,64,64,22
64,0.375,64,33,9
65,0.375,64,64,54
66,0.375,64,64,64
67,0.375,64,22,5
68,0.375,64,26,11
69,0.375,64,64,15
70,0.375,64,15,9
71,0.375,64,64,27
72,0.375,64,64,19
73,0.375,64,64,54
74,0.375,64,64,47
75,0.375,64,64,46
76,0.375,64,20,7
77,0.375,64,15,9
78,0.375,64,64,13
79,0.375,64,48,16
80,0.375,64,57,5
81,0.375,64,64,23
82,0.375,64,14,6
83,0.375,64,64,11
84,0.375,64,64,58
85,0.375,64,64,39
