,lambd,p,k,k_mu
0,0.125,64,55,35
1,0.125,64,64,32
2,0.125,64,23,20
3,0.125,64,8,7
4,0.125,64,13,10
5,0.125,64,37,24
6,0.125,64,27,14
7,0.125,64,64,54
8,0.125,64,15,9
9,0.125,64,64,50
10,0.125,64,64,37
11,0.125,64,64,41
12,0.125,64,64,52
13,0.125,64,64,48
14,0.125,64,41,30
15,0.125,64,64,31
16,0.125,64,64,61
17,0.125,64,64,38
18,0.125,64,23,12
19,0.125,64,19,13
20,0.125,64,22,9
21,0.125,64,40,30
22,0.125,64,20,8
23,0.125,64,64,30
24,0.125,64,22,18
25,0.125,64,52,35
26,0.125,64,64,38
27,0.125,64,11,8
28,0.125,64,20,14
29,0.125,64,64,63
30,0.125,64,58,47
31,0.125,64,25,14
32,0.125,64,64,62
33,0.125,64,64,50
34,0.125,64,30,16
35,0.125,64,64,18
36,0.125,64,11,10
37,0.125,64,16,8
38,0.125,64,28,15
39,0.125,64,64,42
40,0.125,64,64,21
41,0.125,64,45,25
42,0.125,64,56,47
43,0.125,64,64,60
44,0.125,64,64,43
45,0.125,64,64,29
46,0.125,64,30,27
47,0.125,64,64,15
48,0.125,64,32,9
49,0.125,64,20,14
50,0.125,64,31,21
51,0.125,64,43,34
52,0.125,64,20,12
53,0.125,64,39,13
54,0.125,64,30,14
55,0.125,64,45,36
56,0.125,64,23,12
57,0.125,64,46,31
58,0.125,64,35,24
59,0.125,64,64,57
60,0.125,64,64,26
61,0.125,64,54,40
62,0.125,64,28,10
63,0.125,64,46,32
64,0.125,64,23,17
65,0.125,64,64,58
66,0.125,64,64,56
67,0.125,64,21,16
68,0.125,64,10,7
69,0.125,64,9,8
70,0.125,64,15,11
71,0.125,64,36,17
72,0.125,64,15,10
73,0.125,64,54,34
74,0.125,64,64,54
75,0.125,64,40,34
76,0.125,64,34,14
77,0.125,64,11,8
78,0.125,64,49,20
79,0.125,64,45,40
80,0.125,64,64,58
81,0.125,64,24,15
82,0.125,64,18,14
83,0.125,64,32,25
84,0.125,64,64,28
85,0.125,64,50,25
86,0.125,64,18,12
87,0.125,64,17,10
88,0.125,64,64,9
