,lambd,p,k,k_mu
0,0.5,64,64,64
1,0.5,64,64,11
2,0.5,64,8,6
3,0.5,64,16,5
4,0.5,64,11,6
5,0.5,64,64,17
6,0.5,64,64,63
7,0.5,64,64,58
8,0.5,64,8,3
9,0.5,64,64,11
10,0.5,64,64,8
11,0.5,64,64,1
12,0.5,64,18,7
13,0.5,64,64,54
14,0.5,64,64,10
15,0.5,64,64,59
16,0.5,64,64,15
17,0.5,64,64,32
18,0.5,64,14,4
19,0.5,64,31,3
20,0.5,64,24,5
21,0.5,64,64,9
22,0.5,64,62,14
23,0.5,64,64,4
24,0.5,64,18,2
25,0.5,64,64,50
26,0.5,64,64,5
27,0.5,64,64,18
28,0.5,64,22,8
29,0.5,64,64,48
30,0.5,64,58,15
31,0.5,64,64,6
32,0.5,64,64,12
33,0.5,64,64,8
34,0.5,64,25,12
35,0.5,64,64,27
36,0.5,64,64,16
37,0.5,64,19,2
38,0.5,64,64,64
39,0.5,64,64,63
40,0.5,64,64,63
41,0.5,64,25,6
42,0.5,64,40,6
43,0.5,64,64,5
44,0.5,64,64,32
45,0.5,64,64,55
46,0.5,64,35,16
47,0.5,64,64,8
48,0.5,64,46,2
49,0.5,64,3,2
50,0.5,64,20,3
51,0.5,64,63,17
52,0.5,64,20,6
53,0.5,64,61,11
54,0.5,64,64,8
55,0.5,64,64,43
56,0.5,64,30,8
57,0.5,64,64,44
58,0.5,64,64,4
59,0.5,64,64,4
60,0.5,64,31,1
61,0.5,64,27,8
62,0.5,64,9,1
63,0.5,64,64,24
64,0.5,64,17,4
65,0.5,64,64,33
66,0.5,64,64,61
67,0.5,64,5,2
68,0.5,64,56,2
69,0.5,64,64,3
70,0.5,64,6,2
71,0.5,64,64,22
72,0.5,64,64,3
73,0.5,64,64,63
74,0.5,64,64,48
75,0.5,64,64,42
76,0.5,64,58,2
77,0.5,64,7,2
78,0.5,64,64,4
79,0.5,64,19,5
80,0.5,64,57,7
81,0.5,64,64,34
82,0.5,64,14,1
83,0.5,64,64,1
84,0.5,64,64,20
85,0.5,64,64,12
86,0.5,64,23,8
87,0.5,64,12,1
88,0.5,64,56,4
89,0.5,64,64,36
90,0.5,64,64,27
91,0.5,64,64,2
92,0.5,64,9,3
93,0.5,64,64,62
94,0.5,64,64,59
95,0.5,64,64,12
96,0.5,64,24,2
97,0.5,64,13,1
98,0.5,64,21,13
99,0.5,64,64,64
100,0.5,64,64,57
101,0.5,64,11,1
102,0.5,64,64,45
103,0.5,64,40,2
104,0.5,64,64,19
105,0.5,64,10,3
106,0.5,64,23,1
107,0.5,64,64,62
108,0.5,64,13,2
109,0.5,64,64,3
110,0.5,64,64,8
111,0.5,64,64,19
112,0.5,64,39,10
113,0.5,64,64,4
114,0.5,64,64,59
115,0.5,64,48,4
116,0.5,64,29,12
117,0.5,64,64,4
118,0.5,64,10,5
119,0.5,64,64,18
120,0.5,64,64,64
121,0.5,64,64,64
122,0.5,64,64,2
123,0.5,64,64,46
124,0.5,64,64,3
125,0.5,64,47,11
126,0.5,64,55,2
127,0.5,64,64,60
128,0.5,64,19,6
129,0.5,64,64,64
130,0.5,64,64,14
131,0.5,64,46,8
132,0.5,64,64,59
133,0.5,64,64,64
134,0.5,64,64,6
135,0.5,64,64,27
136,0.5,64,64,3
137,0.5,64,18,2
138,0.5,64,64,9
139,0.5,64,16,4
140,0.5,64,52,3
141,0.5,64,64,20
142,0.5,64,27,3
143,0.5,64,16,5
144,0.5,64,13,2
145,0.5,64,45,13
146,0.5,64,64,56
147,0.5,64,12,5
148,0.5,64,25,6
149,0.5,64,64,24
150,0.5,64,64,2
151,0.5,64,10,4
152,0.5,64,64,24
153,0.5,64,20,9
154,0.5,64,64,27
155,0.5,64,64,5
156,0.5,64,64,7
157,0.5,64,64,30
158,0.5,64,30,12
159,0.5,64,64,60
160,0.5,64,35,3
161,0.5,64,16,1
162,0.5,64,64,58
163,0.5,64,64,22
164,0.5,64,18,3
165,0.5,64,64,64
166,0.5,64,41,9
167,0.5,64,64,14
168,0.5,64,55,17
169,0.5,64,11,5
170,0.5,64,64,63
171,0.5,64,5,2
172,0.5,64,64,46
173,0.5,64,64,23
174,0.5,64,64,10
175,0.5,64,64,31
176,0.5,64,31,14
177,0.5,64,64,31
178,0.5,64,64,39
179,0.5,64,64,56
180,0.5,64,64,7
181,0.5,64,34,8
182,0.5,64,12,2
183,0.5,64,15,2
184,0.5,64,64,57
185,0.5,64,64,63
186,0.5,64,19,7
187,0.5,64,64,4
188,0.5,64,64,59
189,0.5,64,40,7
190,0.5,64,23,1
191,0.5,64,64,6
192,0.5,64,64,9
193,0.5,64,64,58
194,0.5,64,64,3
195,0.5,64,64,61
196,0.5,64,64,38
197,0.5,64,64,6
198,0.5,64,16,8
199,0.5,64,13,2
200,0.5,64,64,18
201,0.5,64,64,63
202,0.5,64,52,1
203,0.5,64,64,64
204,0.5,64,64,52
205,0.5,64,64,50
206,0.5,64,40,3
207,0.5,64,64,18
208,0.5,64,64,2
209,0.5,64,11,3
210,0.5,64,15,7
211,0.5,64,26,3
212,0.5,64,64,60
213,0.5,64,64,22
214,0.5,64,64,2
215,0.5,64,28,11
216,0.5,64,64,50
217,0.5,64,64,46
218,0.5,64,64,7
219,0.5,64,11,6
220,0.5,64,64,20
221,0.5,64,17,7
222,0.5,64,64,43
223,0.5,64,10,3
224,0.5,64,14,3
225,0.5,64,64,10
226,0.5,64,64,58
227,0.5,64,64,64
228,0.5,64,7,2
229,0.5,64,64,4
230,0.5,64,64,52
231,0.5,64,22,2
232,0.5,64,15,2
233,0.5,64,23,4
234,0.5,64,64,63
235,0.5,64,64,38
236,0.5,64,64,30
237,0.5,64,64,56
238,0.5,64,16,5
239,0.5,64,64,7
240,0.5,64,64,55
241,0.5,64,64,63
242,0.5,64,64,28
243,0.5,64,56,9
244,0.5,64,59,8
245,0.5,64,64,63
246,0.5,64,43,17
247,0.5,64,64,3
248,0.5,64,56,3
249,0.5,64,26,2
