,data_ind,lambd,p,nnz,true_label,ones_label,exbs_label,ones_mu_label,exbs_mu_label,ones_gap,exbs_gap,ones_mu_gap,exbs_mu_gap,inc_init_r_max,inc_curr_r_max,inc_max_dist,inc_num_resets,inc_num_ces,dec_init_r_max,dec_curr_r_max,dec_max_dist,dec_num_resets,dec_num_ces
0,0,0.125,64,16,395,973,35,35,35,0.3125,0.0,0.75,1.0,8,0,0,0,1,8,1,3,6,4
1,1,0.125,64,16,838,593,683,838,838,0.0,0.0625,0.4375,1.0,8,0,0,0,1,8,2,2,22,2
2,2,0.125,64,16,873,873,873,873,873,0.4375,0.3125,1.0,1.0,32,32,29,4,0,32,32,32,3,0
3,3,0.125,64,16,2,2,2,2,2,0.875,0.25,1.0,1.0,32,32,25,8,0,32,32,32,4,0
4,4,0.125,64,16,534,534,534,534,534,0.3125,0.0,1.0,1.0,8,0,0,0,1,24,21,21,5,1
5,5,0.125,64,16,269,281,275,248,248,0.0625,0.0625,0.125,1.0,8,0,0,0,1,8,0,0,0,1
6,6,0.125,64,16,885,709,507,709,723,0.125,0.0,0.75,1.0,8,0,0,0,1,8,5,5,15,2
7,7,0.125,64,16,590,810,609,590,590,0.3125,0.125,0.125,1.0,8,0,0,0,1,16,9,16,7,3
8,8,0.125,64,16,133,135,133,133,133,0.0625,0.125,1.0,1.0,8,2,6,16,3,8,0,0,0,1
9,9,0.125,64,16,280,715,351,278,278,0.125,0.0,0.5625,1.0,16,4,11,16,3,16,9,16,7,2
10,10,0.125,64,16,211,168,211,168,211,0.0625,0.3125,0.0,1.0,32,32,29,5,0,8,0,0,0,1
11,11,0.125,64,16,464,21,75,512,512,0.0,0.0,1.0,1.0,8,0,0,0,1,8,0,0,0,1
12,12,0.125,64,16,800,779,609,800,800,0.1875,0.0,0.75,1.0,8,0,0,0,1,8,3,5,18,3
13,13,0.125,64,16,66,288,289,61,61,0.0,0.0625,0.3125,1.0,8,0,0,0,1,8,0,0,0,1
14,14,0.125,64,16,587,217,105,587,103,0.0,0.0,0.25,1.0,8,0,0,0,1,8,0,0,0,1
15,15,0.125,64,16,975,975,147,975,975,0.5,0.0,1.0,1.0,8,0,0,0,1,16,15,15,7,1
16,16,0.125,64,16,889,579,581,612,612,0.0625,0.0,0.0625,1.0,8,0,0,0,1,8,0,0,0,1
17,17,0.125,64,16,774,458,982,982,982,0.0,0.0625,0.4375,1.0,8,0,0,0,1,8,0,0,0,1
18,18,0.125,64,16,138,138,138,138,138,0.3125,0.0,1.0,1.0,8,0,0,0,1,8,4,6,16,3
19,19,0.125,64,16,956,956,47,956,956,0.25,0.125,0.875,1.0,8,0,0,0,1,8,0,0,0,1
20,20,0.125,64,16,569,569,609,569,569,0.25,0.0,1.0,1.0,8,0,0,0,1,8,6,8,11,1
21,21,0.125,64,16,214,17,131,214,214,0.0,0.0625,1.0,1.0,8,0,0,0,1,8,0,0,0,1
22,22,0.125,64,16,97,97,97,97,97,0.0,0.0,1.0,1.0,8,0,0,0,1,8,1,4,9,4
23,23,0.125,64,16,919,919,919,919,919,0.1875,0.1875,0.75,1.0,32,32,30,4,0,32,32,30,3,0
24,24,0.125,64,16,213,213,213,213,211,0.5,0.125,0.375,1.0,32,32,23,3,0,32,32,32,3,0
25,25,0.125,64,16,233,261,197,261,261,0.0625,0.0,0.4375,1.0,8,0,0,0,1,8,1,0,1,1
26,26,0.125,64,16,489,91,609,489,16,0.0625,0.0625,0.5625,1.0,8,1,3,5,3,8,0,0,0,1
27,27,0.125,64,16,465,413,519,414,636,0.0,0.0625,0.375,1.0,8,0,0,0,1,8,0,0,0,1
28,28,0.125,64,16,118,28,28,118,119,0.125,0.0,0.3125,1.0,8,0,0,0,1,8,1,3,5,5
29,29,0.125,64,16,675,458,458,458,458,0.125,0.0,0.0625,1.0,32,32,32,4,0,32,32,32,5,0
30,30,0.125,64,16,327,815,344,952,952,0.0625,0.1875,0.75,1.0,8,0,0,0,1,8,0,0,0,1
31,31,0.125,64,16,784,695,524,695,695,0.125,0.0,0.875,1.0,8,6,8,10,1,8,7,8,11,1
32,32,0.125,64,16,190,89,146,190,190,0.0625,0.0,1.0,1.0,8,2,3,21,2,8,1,5,4,3
33,33,0.125,64,16,545,670,878,479,479,0.0,0.25,1.0,1.0,8,0,0,0,1,8,0,0,0,1
34,34,0.125,64,16,506,506,755,506,506,0.25,0.3125,1.0,1.0,8,0,0,0,1,8,4,8,15,2
35,35,0.125,64,16,480,632,556,848,848,0.1875,0.0,0.5,1.0,8,0,0,0,1,8,3,7,18,3
36,36,0.125,64,16,133,16,16,133,133,0.0625,0.0625,1.0,1.0,32,32,25,6,0,32,32,32,4,0
37,37,0.125,64,16,886,886,561,886,886,0.75,0.0625,1.0,1.0,8,5,8,15,1,32,24,24,6,1
38,38,0.125,64,16,967,575,634,762,762,0.0,0.0625,0.875,1.0,8,0,0,0,1,8,1,2,4,3
39,39,0.125,64,16,643,837,445,445,445,0.3125,0.125,0.0,1.0,8,0,0,0,1,8,0,0,0,1
40,40,0.125,64,16,562,639,898,639,433,0.125,0.0625,0.5625,1.0,8,0,0,0,1,8,1,4,10,3
41,41,0.125,64,16,396,396,396,396,396,0.0625,0.0625,1.0,1.0,8,1,8,16,3,8,1,3,3,3
42,42,0.125,64,16,570,479,479,570,570,0.0,0.0625,0.75,1.0,8,0,0,0,1,8,1,4,4,3
43,43,0.125,64,16,690,297,609,690,690,0.0,0.125,1.0,1.0,8,0,0,0,1,8,0,0,0,1
44,44,0.125,64,16,902,789,896,789,789,0.1875,0.0625,0.0625,1.0,8,0,0,0,1,8,0,0,0,1
45,45,0.125,64,16,5,137,137,137,137,0.3125,0.0,0.4375,1.0,8,1,4,12,3,8,4,8,13,2
46,46,0.125,64,16,914,914,999,914,914,0.3125,0.0625,1.0,1.0,8,0,0,0,1,8,3,6,20,4
47,47,0.125,64,16,801,801,801,801,801,0.5,0.0625,0.875,1.0,8,0,0,0,1,32,31,32,4,1
48,48,0.125,64,16,149,149,149,149,149,0.4375,0.1875,1.0,1.0,8,0,0,0,1,24,15,24,7,2
