,data_ind,lambd,p,nnz,true_label,ones_label,exbs_label,ones_mu_label,exbs_mu_label,ones_gap,exbs_gap,ones_mu_gap,exbs_mu_gap,inc_init_r_max,inc_curr_r_max,inc_max_dist,inc_num_resets,inc_num_ces,dec_init_r_max,dec_curr_r_max,dec_max_dist,dec_num_resets,dec_num_ces
0,0,0.375,64,16,395,26,973,26,26,0.3125,0.25,1.0,1.0,8,0,0,0,1,8,3,8,18,4
1,1,0.375,64,16,838,838,838,838,838,0.125,0.1875,0.5,1.0,8,5,8,10,1,16,9,16,7,1
2,2,0.375,64,16,873,873,873,873,873,1.0,0.375,1.0,1.0,32,32,28,5,0,32,32,32,4,0
3,3,0.375,64,16,2,2,2,2,2,1.0,1.0,1.0,1.0,32,32,25,4,0,32,32,32,2,0
4,4,0.375,64,16,534,534,534,534,534,1.0,0.125,1.0,1.0,8,1,4,16,3,32,26,30,5,2
5,5,0.375,64,16,269,269,269,269,269,0.875,0.4375,1.0,1.0,24,5,21,10,2,24,18,20,4,2
6,6,0.375,64,16,885,709,709,709,709,0.75,0.375,1.0,1.0,8,2,5,17,3,8,5,8,11,2
7,7,0.375,64,16,590,508,681,810,810,0.0625,0.375,0.875,1.0,8,0,0,0,1,8,1,4,13,5
8,8,0.375,64,16,133,133,133,133,133,1.0,1.0,1.0,1.0,32,32,27,4,0,32,32,32,4,0
9,9,0.375,64,16,280,280,286,280,280,0.6875,0.0,1.0,1.0,8,0,0,0,1,8,2,6,20,4
10,10,0.375,64,16,211,211,211,211,211,1.0,0.8125,1.0,1.0,32,32,30,6,0,32,32,32,3,0
11,11,0.375,64,16,464,902,512,902,902,0.5,0.0625,0.5,1.0,8,0,0,0,1,8,1,2,3,2
12,12,0.375,64,16,800,800,800,800,700,0.4375,0.5625,0.875,1.0,8,1,2,2,2,8,1,3,7,3
13,13,0.375,64,16,66,66,990,66,307,0.25,0.1875,0.0,1.0,8,0,0,0,1,8,1,5,5,3
14,14,0.375,64,16,587,587,587,587,587,1.0,0.3125,1.0,1.0,8,3,3,17,1,32,28,30,4,1
15,15,0.375,64,16,975,708,708,708,708,0.75,0.0,1.0,1.0,8,0,0,0,1,16,9,9,9,1
16,16,0.375,64,16,889,421,421,889,889,0.1875,0.0625,0.875,1.0,8,0,0,0,1,8,6,6,12,1
17,17,0.375,64,16,774,774,774,774,774,1.0,0.0625,1.0,1.0,8,0,0,0,1,8,7,8,10,1
18,18,0.375,64,16,138,138,138,138,138,1.0,0.875,1.0,1.0,32,32,27,6,0,32,32,32,3,0
19,19,0.375,64,16,956,956,956,956,956,1.0,0.75,1.0,1.0,32,32,21,6,0,32,32,32,3,0
20,20,0.375,64,16,569,569,569,569,569,1.0,0.8125,1.0,1.0,32,32,26,4,0,32,32,32,3,0
21,21,0.375,64,16,214,214,214,214,214,0.875,0.1875,1.0,1.0,8,7,8,9,1,24,22,24,4,1
22,22,0.375,64,16,97,97,97,97,97,1.0,0.625,1.0,1.0,32,32,31,7,0,32,32,32,2,0
23,23,0.375,64,16,919,919,919,919,919,0.8125,0.0625,0.875,1.0,8,0,0,0,1,8,6,8,13,2
24,24,0.375,64,16,213,213,213,213,213,1.0,0.625,1.0,1.0,16,8,10,7,2,24,22,24,4,1
25,25,0.375,64,16,233,233,233,233,233,0.5,0.1875,1.0,1.0,8,0,0,0,1,24,16,20,6,2
26,26,0.375,64,16,489,489,489,489,489,1.0,0.25,1.0,1.0,8,0,0,0,1,16,15,15,6,1
27,27,0.375,64,16,465,465,465,465,465,1.0,0.125,1.0,1.0,8,0,0,0,1,32,31,32,3,1
28,28,0.375,64,16,118,118,118,118,118,0.875,0.6875,1.0,1.0,32,17,21,9,1,32,32,32,4,0
29,29,0.375,64,16,675,412,458,412,656,0.4375,0.0,0.875,1.0,8,0,0,0,1,8,3,3,20,1
30,30,0.375,64,16,327,327,952,327,327,1.0,0.4375,1.0,1.0,8,1,0,2,2,24,21,24,5,1
31,31,0.375,64,16,784,695,695,695,695,0.875,0.5625,1.0,1.0,16,12,12,6,1,24,20,24,4,1
32,32,0.375,64,16,190,190,190,190,190,0.5,0.125,1.0,1.0,8,3,8,19,2,16,14,15,6,2
33,33,0.375,64,16,545,545,477,545,545,0.125,0.125,0.625,1.0,8,0,0,0,1,8,0,0,0,1
34,34,0.375,64,16,506,506,506,506,506,1.0,0.5625,1.0,1.0,32,32,25,5,0,32,32,32,3,0
35,35,0.375,64,16,480,480,480,480,480,1.0,0.4375,1.0,1.0,8,2,4,19,3,24,20,24,4,1
36,36,0.375,64,16,133,133,133,133,133,0.875,0.6875,1.0,1.0,32,32,32,7,0,32,32,32,3,0
37,37,0.375,64,16,886,886,886,886,886,1.0,0.75,1.0,1.0,32,32,22,4,0,32,32,32,3,0
38,38,0.375,64,16,967,762,762,762,909,0.6875,0.0625,1.0,1.0,8,1,0,2,2,16,12,16,6,1
39,39,0.375,64,16,643,504,505,504,898,0.0,0.0625,0.25,1.0,8,0,0,0,1,8,0,0,0,1
40,40,0.375,64,16,562,562,562,562,562,0.6875,0.4375,1.0,1.0,8,1,2,16,2,24,21,21,5,1
41,41,0.375,64,16,396,396,396,396,396,1.0,0.0625,1.0,1.0,8,0,0,0,1,24,17,20,6,2
42,42,0.375,64,16,570,570,570,570,570,1.0,0.25,1.0,1.0,8,1,3,19,3,24,17,18,6,1
43,43,0.375,64,16,690,690,690,690,690,0.75,0.25,1.0,1.0,8,4,8,13,2,16,13,13,7,1
44,44,0.375,64,16,902,902,902,902,902,0.875,0.25,1.0,1.0,8,0,0,0,1,32,27,30,4,1
45,45,0.375,64,16,5,6,33,6,6,1.0,0.125,1.0,1.0,8,0,0,0,1,24,18,18,5,1
46,46,0.375,64,16,914,914,914,914,914,1.0,1.0,1.0,1.0,32,32,21,5,0,32,32,32,3,0
47,47,0.375,64,16,801,983,801,983,801,0.6875,0.125,0.625,1.0,8,1,4,4,4,8,0,0,0,1
48,48,0.375,64,16,149,149,475,149,149,1.0,0.125,1.0,1.0,8,0,0,0,1,16,13,16,6,1
49,49,0.375,64,16,828,828,828,828,828,1.0,1.0,1.0,1.0,32,32,23,6,0,32,32,32,2,0
50,50,0.375,64,16,965,965,965,965,965,1.0,1.0,1.0,1.0,32,32,32,6,0,32,32,28,2,0
51,51,0.375,64,16,902,902,902,902,902,1.0,0.5,1.0,1.0,32,32,28,6,0,32,32,32,4,0
52,52,0.375,64,16,962,962,962,962,962,1.0,0.8125,1.0,1.0,32,32,29,5,0,32,32,32,2,0
53,53,0.375,64,16,599,410,410,410,410,0.875,0.375,1.0,1.0,8,4,8,12,1,24,18,19,6,2
54,54,0.375,64,16,654,609,654,654,654,0.5,0.375,0.875,1.0,8,0,0,0,1,8,1,3,3,2
55,55,0.375,64,16,709,709,709,709,709,1.0,0.625,1.0,1.0,24,13,16,4,1,32,32,32,5,0
56,56,0.375,64,16,532,532,532,532,532,1.0,0.8125,1.0,1.0,8,7,8,10,1,32,32,32,4,0
57,57,0.375,64,16,706,706,706,706,706,1.0,0.25,1.0,1.0,8,1,3,2,2,16,15,16,6,1
58,58,0.375,64,16,975,975,975,975,975,0.875,0.125,1.0,1.0,8,0,0,0,1,16,9,13,9,2
59,59,0.375,64,16,933,933,933,933,933,0.75,0.375,1.0,1.0,8,0,0,0,1,8,5,8,13,3
