,data_ind,lambd,p,nnz,true_label,ones_label,exbs_label,ones_mu_label,exbs_mu_label,ones_gap,exbs_gap,ones_mu_gap,exbs_mu_gap,inc_init_r_max,inc_curr_r_max,inc_max_dist,inc_num_resets,inc_num_ces,dec_init_r_max,dec_curr_r_max,dec_max_dist,dec_num_resets,dec_num_ces
0,0,0.125,64,16,395,30,973,26,26,0.0,0.1875,1.0,1.0,8,0,0,0,1,8,0,0,0,1
1,1,0.125,64,16,838,838,354,838,838,0.1875,0.0,0.75,1.0,8,3,4,14,2,16,11,13,8,3
2,2,0.125,64,16,873,873,873,873,873,1.0,0.125,1.0,1.0,32,32,29,6,0,32,32,32,4,0
3,3,0.125,64,16,2,2,2,2,2,1.0,0.625,1.0,1.0,32,32,31,5,0,32,32,32,3,0
4,4,0.125,64,16,534,534,598,534,534,0.875,0.0,1.0,1.0,8,0,0,0,1,32,24,32,5,2
5,5,0.125,64,16,269,269,111,269,269,0.6875,0.0625,1.0,1.0,8,0,0,0,1,32,24,32,5,2
6,6,0.125,64,16,885,709,111,709,709,0.4375,0.125,1.0,1.0,8,1,3,18,3,32,31,32,3,1
7,7,0.125,64,16,590,508,810,810,810,0.1875,0.0625,0.75,1.0,8,0,0,0,1,8,2,2,23,1
8,8,0.125,64,16,133,133,133,133,133,1.0,0.25,1.0,1.0,32,32,31,7,0,32,32,32,3,0
9,9,0.125,64,16,280,577,446,280,280,0.0625,0.0625,1.0,1.0,8,0,0,0,1,8,0,0,0,1
10,10,0.125,64,16,211,211,211,211,211,0.6875,0.125,1.0,1.0,32,32,29,4,0,32,32,32,4,0
11,11,0.125,64,16,464,777,618,512,512,0.0625,0.0,0.125,1.0,8,0,0,0,1,8,2,3,20,4
12,12,0.125,64,16,800,865,800,509,504,0.125,0.125,0.25,1.0,8,1,2,1,1,8,0,0,0,1
13,13,0.125,64,16,66,48,66,66,66,0.0,0.0,0.125,1.0,8,0,0,0,1,8,2,3,22,3
14,14,0.125,64,16,587,587,63,587,587,0.75,0.0,1.0,1.0,8,0,0,0,1,16,11,11,8,1
15,15,0.125,64,16,975,975,111,708,708,0.125,0.0,1.0,1.0,8,0,0,0,1,8,4,5,17,2
16,16,0.125,64,16,889,421,603,889,889,0.0625,0.0625,0.6875,1.0,8,0,0,0,1,8,0,0,0,1
17,17,0.125,64,16,774,774,774,774,774,0.25,0.0,1.0,1.0,8,0,0,0,1,8,6,8,13,2
18,18,0.125,64,16,138,138,138,138,138,0.875,0.125,1.0,1.0,32,32,31,7,0,32,32,32,4,0
19,19,0.125,64,16,956,956,825,956,956,0.875,0.0625,1.0,1.0,8,0,0,0,1,32,32,32,4,0
20,20,0.125,64,16,569,569,569,569,569,0.75,0.125,1.0,1.0,32,32,29,4,0,32,32,32,3,0
21,21,0.125,64,16,214,214,182,214,214,0.125,0.0,1.0,1.0,8,4,8,11,2,16,9,16,7,2
22,22,0.125,64,16,97,97,111,97,97,0.375,0.0625,1.0,1.0,32,32,27,5,0,32,32,32,3,0
23,23,0.125,64,16,919,693,111,919,919,0.0625,0.0625,0.375,1.0,8,0,0,0,1,8,0,0,0,1
24,24,0.125,64,16,213,213,213,213,213,1.0,0.1875,1.0,1.0,32,32,26,4,0,32,32,32,2,0
25,25,0.125,64,16,233,233,261,233,233,0.5,0.125,1.0,1.0,8,2,3,22,3,8,7,7,12,1
26,26,0.125,64,16,489,489,489,489,489,0.3125,0.0625,0.75,1.0,8,0,0,0,1,8,5,8,13,2
27,27,0.125,64,16,465,465,667,465,465,0.4375,0.0,1.0,1.0,8,1,3,2,2,16,9,9,9,1
28,28,0.125,64,16,118,118,118,118,118,0.5,0.0625,1.0,1.0,8,2,7,18,3,16,15,16,5,1
29,29,0.125,64,16,675,458,111,412,656,0.0625,0.0,0.375,1.0,8,2,5,19,4,8,0,0,0,1
30,30,0.125,64,16,327,327,952,327,327,0.5,0.0625,0.875,1.0,8,0,0,0,1,8,7,8,12,1
31,31,0.125,64,16,784,695,695,695,695,0.875,0.1875,1.0,1.0,32,32,32,7,0,32,32,32,3,0
32,32,0.125,64,16,190,257,258,190,190,0.3125,0.0,1.0,1.0,8,0,0,0,1,8,2,5,19,4
33,33,0.125,64,16,545,518,111,545,635,0.0625,0.0625,0.125,1.0,8,0,0,0,1,8,0,0,0,1
34,34,0.125,64,16,506,506,506,506,506,0.5625,0.0625,1.0,1.0,8,5,8,12,3,32,27,27,4,1
35,35,0.125,64,16,480,480,498,480,480,0.25,0.0625,1.0,1.0,8,0,0,0,1,8,1,1,3,3
36,36,0.125,64,16,133,133,133,133,133,0.3125,0.125,1.0,1.0,16,14,14,4,1,24,15,15,7,1
37,37,0.125,64,16,886,886,886,886,886,0.875,0.75,1.0,1.0,32,32,30,6,0,32,32,32,3,0
38,38,0.125,64,16,967,762,762,762,909,0.5,0.125,0.5625,1.0,8,0,0,0,1,16,14,16,7,1
39,39,0.125,64,16,643,558,111,504,898,0.0,0.0625,0.5,1.0,8,0,0,0,1,8,0,0,0,1
40,40,0.125,64,16,562,562,111,562,562,0.1875,0.0,1.0,1.0,8,0,0,0,1,8,4,6,16,2
41,41,0.125,64,16,396,396,108,396,396,0.125,0.125,1.0,1.0,8,0,0,0,1,8,0,0,0,1
42,42,0.125,64,16,570,570,759,570,570,0.1875,0.0625,1.0,1.0,8,6,8,11,2,16,10,11,8,2
43,43,0.125,64,16,690,690,29,690,690,0.1875,0.0625,1.0,1.0,8,0,0,0,1,8,1,2,8,2
44,44,0.125,64,16,902,902,902,902,902,0.125,0.125,1.0,1.0,8,3,4,18,2,8,0,0,0,1
45,45,0.125,64,16,5,6,34,6,6,0.5625,0.0625,1.0,1.0,8,0,0,0,1,8,7,8,12,1
46,46,0.125,64,16,914,914,914,914,914,0.625,0.125,1.0,1.0,8,1,3,12,3,32,29,31,4,3
47,47,0.125,64,16,801,801,801,801,801,0.375,0.0625,0.0,1.0,16,13,14,11,2,24,13,24,6,3
48,48,0.125,64,16,149,149,475,149,149,0.5,0.0,1.0,1.0,8,0,0,0,1,16,9,10,9,2
49,49,0.125,64,16,828,828,828,828,828,1.0,0.1875,1.0,1.0,32,32,31,5,0,32,32,32,3,0
50,50,0.125,64,16,965,965,965,965,965,0.6875,0.0625,1.0,1.0,8,1,8,21,3,32,24,25,4,3
51,51,0.125,64,16,902,902,902,902,902,0.375,0.0625,1.0,1.0,8,0,0,0,1,24,21,24,5,1
52,52,0.125,64,16,962,962,962,962,962,0.875,0.4375,1.0,1.0,32,32,29,4,0,32,32,32,3,0
53,53,0.125,64,16,599,410,410,410,410,0.25,0.125,1.0,1.0,8,2,3,20,2,8,6,7,12,2
54,54,0.125,64,16,654,609,609,654,654,0.625,0.0625,1.0,1.0,8,0,0,0,1,24,18,20,6,3
55,55,0.125,64,16,709,709,709,709,709,0.5,0.0625,1.0,1.0,16,7,16,8,3,24,21,23,4,1
56,56,0.125,64,16,532,532,532,532,532,0.75,0.1875,1.0,1.0,16,8,8,10,1,32,32,32,3,0
57,57,0.125,64,16,706,706,467,706,706,0.375,0.0,1.0,1.0,8,1,2,6,3,16,10,16,8,1
58,58,0.125,64,16,975,975,111,975,975,0.125,0.0,0.875,1.0,8,0,0,0,1,8,1,3,2,2
59,59,0.125,64,16,933,933,933,933,933,0.0,0.0625,1.0,1.0,8,0,0,0,1,8,0,0,0,1
60,60,0.125,64,16,171,171,171,171,171,0.375,0.1875,1.0,1.0,8,0,0,0,1,8,7,8,11,1
61,61,0.125,64,16,597,597,71,597,597,0.4375,0.0,1.0,1.0,8,0,0,0,1,24,18,24,5,2
