,data_ind,lambd,p,nnz,true_label,ones_label,exbs_label,ones_mu_label,exbs_mu_label,ones_gap,exbs_gap,ones_mu_gap,exbs_mu_gap,inc_init_r_max,inc_curr_r_max,inc_max_dist,inc_num_resets,inc_num_ces,dec_init_r_max,dec_curr_r_max,dec_max_dist,dec_num_resets,dec_num_ces
0,0,0.0625,29,8,1,1,1,1,1,0.75,1.0,0.875,1.0,14,14,12,6,0,14,14,14,7,0
1,1,0.0625,23,6,2,1,1,2,2,0.375,0.625,1.0,1.0,2,0,0,0,1,5,3,3,21,1
2,2,0.0625,37,10,2,2,1,2,2,0.0625,0.25,1.0,1.0,18,18,18,5,0,18,18,12,6,0
3,3,0.0625,22,6,1,1,1,2,2,0.75,0.75,1.0,1.0,2,1,2,2,1,5,2,3,24,2
4,4,0.0625,33,9,2,2,1,2,2,0.375,0.125,1.0,1.0,16,16,14,6,0,16,16,16,6,0
5,5,0.0625,21,6,0,1,1,0,0,0.375,0.6875,1.0,1.0,10,10,9,11,0,10,10,10,7,0
6,6,0.0625,38,10,1,1,1,1,1,0.125,0.875,1.0,1.0,4,3,4,17,1,4,2,3,20,2
7,7,0.0625,27,7,2,1,1,2,2,0.3125,0.5625,1.0,1.0,10,7,8,9,2,3,2,3,21,1
8,8,0.0625,23,6,2,1,1,2,2,0.25,0.5,1.0,1.0,5,4,4,15,1,5,2,5,22,3
9,9,0.0625,22,6,2,1,1,2,2,0.375,0.5,1.0,1.0,5,2,3,18,3,8,7,8,11,1
10,10,0.0625,35,9,2,1,1,2,2,0.625,0.625,1.0,1.0,13,8,8,11,1,4,0,0,0,1
11,11,0.0625,21,6,0,1,1,0,0,0.375,0.875,1.0,1.0,10,10,10,11,0,10,10,10,6,0
12,12,0.0625,31,8,1,1,1,1,1,0.625,0.6875,0.75,1.0,11,7,10,7,1,15,13,15,6,1
13,13,0.0625,17,5,2,1,1,2,2,0.125,0.5,1.0,1.0,8,8,7,11,0,8,8,8,9,0
14,14,0.0625,29,8,1,1,1,1,1,0.75,0.875,1.0,1.0,14,14,13,7,0,14,14,14,6,0
15,15,0.0625,28,7,1,1,1,2,2,0.0,0.625,1.0,1.0,3,0,0,0,1,3,1,2,5,2
16,16,0.0625,33,9,1,1,1,1,1,0.5,0.625,1.0,1.0,4,2,4,20,2,12,10,12,9,2
17,17,0.0625,38,10,1,1,1,2,2,0.125,0.75,0.75,1.0,4,3,4,19,1,4,1,0,1,1
18,18,0.0625,23,6,1,1,1,2,2,0.625,0.875,0.75,1.0,11,11,10,9,0,11,11,11,8,0
19,19,0.0625,31,8,1,1,1,2,2,0.1875,0.5,0.125,1.0,3,0,0,0,1,3,1,0,2,2
20,20,0.0625,19,5,1,1,1,0,0,0.5,0.625,1.0,1.0,2,0,0,0,1,7,4,7,15,1
21,21,0.0625,40,10,2,2,2,2,2,0.25,1.0,1.0,1.0,20,20,18,4,0,20,20,16,5,0
22,22,0.0625,25,7,2,1,1,1,1,0.8125,1.0,1.0,1.0,12,12,11,7,0,12,12,12,6,0
23,23,0.0625,43,11,2,1,2,1,1,0.3125,0.25,0.8125,1.0,5,0,0,0,1,5,1,3,4,3
24,24,0.0625,24,6,1,1,1,0,0,0.625,0.5625,1.0,1.0,12,12,11,8,0,12,12,12,8,0
25,25,0.0625,22,6,2,1,1,2,2,0.375,0.5,1.0,1.0,11,11,11,8,0,11,11,10,9,0
26,26,0.0625,28,7,2,1,1,2,2,0.25,0.375,1.0,1.0,14,14,14,7,0,14,14,12,6,0
27,27,0.0625,20,5,2,1,1,2,2,0.625,0.875,1.0,1.0,2,0,0,0,1,5,4,5,16,1
28,28,0.0625,28,7,2,1,1,2,2,0.4375,0.75,0.375,1.0,3,0,0,0,1,3,0,0,0,1
29,29,0.0625,38,10,2,1,1,2,2,0.125,0.25,1.0,1.0,19,19,17,5,0,19,19,17,5,0
30,30,0.0625,16,4,2,1,1,2,2,0.75,0.625,1.0,1.0,8,8,8,9,0,8,8,6,11,0
31,31,0.0625,25,7,1,1,1,1,1,0.5,0.75,0.875,1.0,12,12,11,8,0,12,12,12,6,0
32,32,0.0625,24,6,1,1,1,1,1,0.8125,1.0,0.875,1.0,12,12,12,7,0,12,12,12,8,0
33,33,0.0625,16,4,2,1,1,2,2,0.625,0.75,1.0,1.0,8,8,8,10,0,8,8,8,11,0
