,data_ind,lambd,p,nnz,true_label,ones_label,exbs_label,ones_mu_label,exbs_mu_label,ones_gap,exbs_gap,ones_mu_gap,exbs_mu_gap,inc_init_r_max,inc_curr_r_max,inc_max_dist,inc_num_resets,inc_num_ces,dec_init_r_max,dec_curr_r_max,dec_max_dist,dec_num_resets,dec_num_ces
0,0,0.0625,64,16,395,973,111,26,26,0.1875,0.0625,1.0,1.0,8,0,0,0,1,16,8,16,9,1
1,1,0.0625,64,16,838,836,111,838,838,0.0,0.3125,0.875,1.0,8,0,0,0,1,8,0,0,0,1
2,2,0.0625,64,16,873,873,111,873,873,0.75,0.25,1.0,1.0,8,0,0,0,1,32,31,32,4,1
3,3,0.0625,64,16,2,2,2,2,2,0.75,0.125,1.0,1.0,32,32,27,8,0,32,32,32,3,0
4,4,0.0625,64,16,534,534,111,534,534,0.5,0.1875,1.0,1.0,8,0,0,0,1,24,19,19,6,1
5,5,0.0625,64,16,269,269,111,269,269,0.3125,0.3125,1.0,1.0,8,0,0,0,1,16,12,15,7,2
6,6,0.0625,64,16,885,709,111,709,709,0.25,0.4375,1.0,1.0,8,0,0,0,1,8,7,7,11,1
7,7,0.0625,64,16,590,508,111,810,810,0.0,0.375,0.75,1.0,8,0,0,0,1,8,1,2,9,2
8,8,0.0625,64,16,133,133,111,133,133,0.75,0.1875,1.0,1.0,32,32,26,6,0,32,32,32,4,0
9,9,0.0625,64,16,280,715,111,280,280,0.0,0.25,1.0,1.0,8,0,0,0,1,8,1,3,3,3
10,10,0.0625,64,16,211,211,111,211,211,0.3125,0.3125,1.0,1.0,32,32,28,5,0,32,32,32,3,0
11,11,0.0625,64,16,464,777,111,512,512,0.125,0.1875,0.125,1.0,8,0,0,0,1,8,1,0,1,1
12,12,0.0625,64,16,800,800,111,509,504,0.1875,0.0,0.125,1.0,16,13,14,5,1,16,11,16,7,1
13,13,0.0625,64,16,66,66,111,66,66,0.1875,0.25,0.3125,1.0,8,0,0,0,1,8,2,6,18,6
14,14,0.0625,64,16,587,587,111,587,587,0.125,0.125,1.0,1.0,8,0,0,0,1,8,1,3,7,3
15,15,0.0625,64,16,975,975,111,708,708,0.0625,0.375,1.0,1.0,8,0,0,0,1,8,0,0,0,1
16,16,0.0625,64,16,889,421,111,889,889,0.0,0.25,0.875,1.0,8,0,0,0,1,8,0,0,0,1
17,17,0.0625,64,16,774,774,111,774,774,0.1875,0.1875,1.0,1.0,8,0,0,0,1,8,6,7,13,2
18,18,0.0625,64,16,138,138,111,138,138,0.5625,0.125,1.0,1.0,8,0,0,0,1,24,21,21,5,1
19,19,0.0625,64,16,956,956,111,956,956,0.625,0.0625,1.0,1.0,8,0,0,0,1,24,23,24,4,1
20,20,0.0625,64,16,569,569,111,569,569,0.5,0.125,1.0,1.0,16,7,9,11,1,32,32,32,4,0
21,21,0.0625,64,16,214,214,111,214,214,0.125,0.3125,1.0,1.0,8,0,0,0,1,8,2,8,16,3
22,22,0.0625,64,16,97,171,111,97,97,0.0,0.375,1.0,1.0,24,23,23,6,1,32,32,32,3,0
23,23,0.0625,64,16,919,919,111,919,919,0.0625,0.3125,0.75,1.0,8,0,0,0,1,8,0,0,0,1
24,24,0.0625,64,16,213,213,111,213,213,0.4375,0.125,1.0,1.0,24,11,13,6,1,32,32,32,3,0
25,25,0.0625,64,16,233,233,111,233,233,0.0,0.1875,1.0,1.0,8,2,3,19,2,8,0,0,0,1
26,26,0.0625,64,16,489,489,111,489,489,0.1875,0.125,0.875,1.0,8,0,0,0,1,8,4,4,15,1
27,27,0.0625,64,16,465,465,111,465,465,0.125,0.3125,1.0,1.0,8,1,2,20,2,8,6,8,12,2
28,28,0.0625,64,16,118,118,111,118,118,0.1875,0.25,1.0,1.0,8,0,0,0,1,8,4,8,14,1
29,29,0.0625,64,16,675,458,111,656,656,0.0,0.3125,0.0625,1.0,8,7,8,11,1,8,7,8,9,1
30,30,0.0625,64,16,327,327,111,327,327,0.25,0.3125,0.875,1.0,8,0,0,0,1,8,4,6,16,3
31,31,0.0625,64,16,784,695,111,695,695,0.875,0.0625,1.0,1.0,16,3,8,16,2,32,32,32,3,0
32,32,0.0625,64,16,190,153,111,190,190,0.0,0.1875,1.0,1.0,8,0,0,0,1,8,5,8,13,1
33,33,0.0625,64,16,545,518,111,635,635,0.0,0.3125,0.25,1.0,8,0,0,0,1,8,0,0,0,1
34,34,0.0625,64,16,506,506,111,506,506,0.375,0.3125,1.0,1.0,8,0,0,0,1,24,16,24,7,2
35,35,0.0625,64,16,480,480,111,480,480,0.125,0.25,1.0,1.0,8,0,0,0,1,8,0,0,0,1
36,36,0.0625,64,16,133,133,111,133,133,0.0625,0.125,1.0,1.0,8,0,0,0,1,8,1,0,1,1
37,37,0.0625,64,16,886,886,111,886,886,0.8125,0.0,1.0,1.0,32,32,31,5,0,32,32,32,4,0
38,38,0.0625,64,16,967,762,111,762,909,0.25,0.1875,0.25,1.0,8,0,0,0,1,16,14,14,6,1
