,data_ind,lambd,p,nnz,true_label,ones_label,exbs_label,ones_mu_label,exbs_mu_label,ones_gap,exbs_gap,ones_mu_gap,exbs_mu_gap,inc_init_r_max,inc_curr_r_max,inc_max_dist,inc_num_resets,inc_num_ces,dec_init_r_max,dec_curr_r_max,dec_max_dist,dec_num_resets,dec_num_ces
0,0,0.375,29,8,1,1,1,1,1,0.75,1.0,1.0,1.0,10,9,10,9,1,7,6,7,12,1
1,1,0.375,23,6,2,2,2,2,2,0.5,0.625,1.0,1.0,11,11,10,8,0,11,11,11,6,0
2,2,0.375,37,10,2,2,2,2,2,0.625,0.875,1.0,1.0,18,18,18,6,0,18,18,16,5,0
3,3,0.375,22,6,1,1,2,2,2,0.25,0.25,1.0,1.0,11,11,11,8,0,11,11,11,9,0
4,4,0.375,33,9,2,2,2,2,2,1.0,1.0,1.0,1.0,16,16,14,5,0,16,16,16,6,0
5,5,0.375,21,6,0,1,1,0,0,0.0,0.0,1.0,1.0,2,1,0,1,1,5,2,3,24,2
6,6,0.375,38,10,1,1,1,1,1,0.4375,0.875,1.0,1.0,4,3,4,18,1,4,3,4,18,1
7,7,0.375,27,7,2,2,2,2,2,0.625,1.0,1.0,1.0,13,13,13,6,0,13,13,13,7,0
8,8,0.375,23,6,2,2,2,2,2,0.5,0.625,1.0,1.0,11,11,11,8,0,11,11,10,8,0
9,9,0.375,22,6,2,2,2,2,2,0.5,0.375,1.0,1.0,5,4,5,15,1,5,3,5,17,2
10,10,0.375,35,9,2,2,2,2,2,0.625,0.625,1.0,1.0,17,17,16,6,0,17,17,17,5,0
11,11,0.375,21,6,0,1,1,0,0,0.4375,0.8125,1.0,1.0,10,10,10,10,0,10,10,10,8,0
12,12,0.375,31,8,1,1,1,1,1,0.75,0.0625,1.0,1.0,3,2,3,18,1,11,8,11,9,2
13,13,0.375,17,5,2,2,2,2,2,1.0,0.375,1.0,1.0,8,8,7,11,0,8,8,8,9,0
14,14,0.375,29,8,1,1,1,1,1,1.0,1.0,1.0,1.0,14,14,12,7,0,14,14,14,4,0
15,15,0.375,28,7,1,2,1,2,2,0.375,0.0,1.0,1.0,3,0,0,0,1,7,5,7,12,1
16,16,0.375,33,9,1,1,1,1,1,0.875,0.375,1.0,1.0,16,16,15,5,0,16,16,16,5,0
17,17,0.375,38,10,1,2,1,2,2,0.75,0.125,0.875,1.0,4,1,0,1,1,9,6,8,11,3
18,18,0.375,23,6,1,1,1,1,2,0.375,0.375,0.375,1.0,2,0,0,0,1,5,2,3,21,1
19,19,0.375,31,8,1,1,2,1,2,0.25,0.25,0.5,1.0,3,0,0,0,1,3,0,0,0,1
20,20,0.375,19,5,1,1,0,0,0,0.0625,0.5,1.0,1.0,9,9,9,9,0,9,9,6,9,0
21,21,0.375,40,10,2,2,2,2,2,0.875,1.0,1.0,1.0,20,20,15,6,0,20,20,19,3,0
