,data_ind,lambd,p,nnz,true_label,ones_label,exbs_label,ones_mu_label,exbs_mu_label,ones_gap,exbs_gap,ones_mu_gap,exbs_mu_gap,inc_init_r_max,inc_curr_r_max,inc_max_dist,inc_num_resets,inc_num_ces,dec_init_r_max,dec_curr_r_max,dec_max_dist,dec_num_resets,dec_num_ces
0,0,0.375,64,16,395,30,377,26,30,0.25,0.0625,0.0625,1.0,8,0,0,0,1,8,5,7,12,3
1,1,0.375,64,16,838,838,367,838,838,0.0625,0.0625,0.75,1.0,8,0,0,0,1,8,2,6,20,4
2,2,0.375,64,16,873,873,873,873,873,1.0,1.0,1.0,1.0,32,32,18,5,0,32,32,32,3,0
3,3,0.375,64,16,2,2,2,2,2,1.0,1.0,1.0,1.0,32,32,29,8,0,32,32,32,4,0
4,4,0.375,64,16,534,534,534,534,534,1.0,0.4375,1.0,1.0,32,32,31,5,0,32,32,29,3,0
5,5,0.375,64,16,269,269,248,269,269,0.75,0.1875,1.0,1.0,8,0,0,0,1,16,13,16,7,1
6,6,0.375,64,16,885,709,584,709,709,0.625,0.1875,0.875,1.0,8,0,0,0,1,24,19,21,5,2
7,7,0.375,64,16,590,810,810,590,590,0.625,0.1875,0.75,1.0,8,2,6,22,4,8,6,6,13,1
8,8,0.375,64,16,133,133,133,133,133,1.0,1.0,1.0,1.0,32,32,30,4,0,32,32,29,4,0
9,9,0.375,64,16,280,280,280,280,280,0.1875,0.375,1.0,1.0,8,1,6,8,5,8,0,0,0,1
10,10,0.375,64,16,211,211,211,211,211,0.25,0.6875,1.0,1.0,24,17,24,4,1,8,3,5,18,3
11,11,0.375,64,16,464,512,512,512,512,0.25,0.3125,1.0,1.0,8,0,0,0,1,16,15,15,6,1
12,12,0.375,64,16,800,800,800,800,800,0.875,0.3125,1.0,1.0,24,19,21,4,1,24,21,23,3,1
13,13,0.375,64,16,66,289,918,66,68,0.1875,0.0625,0.1875,1.0,8,0,0,0,1,8,0,0,0,1
14,14,0.375,64,16,587,587,587,587,587,0.875,0.0625,1.0,1.0,8,1,4,12,5,8,4,4,16,1
15,15,0.375,64,16,975,975,144,975,975,0.1875,0.0,0.3125,1.0,8,0,0,0,1,8,2,5,21,4
16,16,0.375,64,16,889,481,627,579,889,0.0,0.0625,0.0625,1.0,8,0,0,0,1,8,0,0,0,1
17,17,0.375,64,16,774,774,774,774,774,0.1875,0.0625,0.5625,1.0,8,0,0,0,1,8,0,0,0,1
18,18,0.375,64,16,138,138,138,138,138,1.0,0.625,1.0,1.0,32,32,27,7,0,32,32,32,4,0
19,19,0.375,64,16,956,956,956,956,956,1.0,1.0,1.0,1.0,32,32,28,7,0,24,21,24,5,1
20,20,0.375,64,16,569,569,569,569,569,1.0,0.375,1.0,1.0,8,5,8,12,2,24,16,20,6,3
21,21,0.375,64,16,214,214,214,214,214,0.875,0.3125,1.0,1.0,8,0,0,0,1,24,17,18,6,2
22,22,0.375,64,16,97,97,89,97,97,0.8125,0.1875,1.0,1.0,8,0,0,0,1,16,9,11,10,2
23,23,0.375,64,16,919,919,919,919,919,0.25,0.4375,1.0,1.0,16,8,8,10,1,8,2,3,24,4
24,24,0.375,64,16,213,213,213,213,213,1.0,1.0,1.0,1.0,32,32,25,5,0,32,32,32,4,0
25,25,0.375,64,16,233,233,198,233,198,0.125,0.125,0.25,1.0,8,0,0,0,1,8,0,0,0,1
26,26,0.375,64,16,489,489,489,489,489,0.375,0.125,1.0,1.0,8,1,3,6,3,16,11,16,6,1
27,27,0.375,64,16,465,465,588,414,414,0.125,0.125,0.75,1.0,8,0,0,0,1,8,0,0,0,1
28,28,0.375,64,16,118,118,118,118,118,0.6875,0.625,1.0,1.0,8,1,3,4,3,16,14,16,6,2
29,29,0.375,64,16,675,412,458,412,458,0.125,0.5,0.75,1.0,8,3,6,19,4,8,1,4,14,6
30,30,0.375,64,16,327,952,952,327,952,0.0625,0.3125,0.1875,1.0,8,1,2,6,3,8,0,0,0,1
31,31,0.375,64,16,784,695,695,695,695,0.875,0.1875,1.0,1.0,8,0,0,0,1,32,32,32,4,0
32,32,0.375,64,16,190,190,153,190,190,0.1875,0.0,1.0,1.0,8,0,0,0,1,16,7,11,9,4
33,33,0.375,64,16,545,751,506,545,545,0.0625,0.0625,1.0,1.0,8,0,0,0,1,8,0,0,0,1
34,34,0.375,64,16,506,506,538,506,506,0.875,0.0625,1.0,1.0,8,1,4,8,4,24,19,23,5,2
35,35,0.375,64,16,480,480,707,480,480,0.0,0.1875,1.0,1.0,8,2,8,19,4,8,0,0,0,1
36,36,0.375,64,16,133,16,133,133,133,0.25,0.1875,1.0,1.0,8,1,0,1,1,16,12,13,7,3
37,37,0.375,64,16,886,886,886,886,886,1.0,0.25,1.0,1.0,32,32,31,5,0,32,32,32,3,0
38,38,0.375,64,16,967,762,762,762,762,0.125,0.1875,0.375,1.0,8,0,0,0,1,8,1,2,3,3
39,39,0.375,64,16,643,629,171,845,558,0.0625,0.0625,0.1875,1.0,8,0,0,0,1,8,0,0,0,1
40,40,0.375,64,16,562,843,529,529,529,0.1875,0.1875,0.25,1.0,8,0,0,0,1,8,0,0,0,1
41,41,0.375,64,16,396,396,396,396,396,1.0,0.375,1.0,1.0,8,7,8,10,1,24,16,21,4,3
42,42,0.375,64,16,570,570,570,570,570,1.0,0.5,1.0,1.0,32,32,27,5,0,32,32,32,3,0
43,43,0.375,64,16,690,690,690,690,690,1.0,0.3125,1.0,1.0,8,7,8,10,1,16,14,14,6,2
44,44,0.375,64,16,902,840,688,840,688,0.25,0.3125,0.5625,1.0,8,0,0,0,1,8,0,0,0,1
45,45,0.375,64,16,5,34,36,34,34,0.0,0.0,0.5625,1.0,8,0,0,0,1,8,0,0,0,1
