,data_ind,lambd,p,nnz,true_label,ones_label,exbs_label,ones_mu_label,exbs_mu_label,ones_gap,exbs_gap,ones_mu_gap,exbs_mu_gap,inc_init_r_max,inc_curr_r_max,inc_max_dist,inc_num_resets,inc_num_ces,dec_init_r_max,dec_curr_r_max,dec_max_dist,dec_num_resets,dec_num_ces
0,0,0.25,29,8,1,1,1,1,1,0.625,1.0,1.0,1.0,10,7,10,9,3,10,7,10,9,3
1,1,0.25,23,6,2,2,2,2,2,0.25,0.4375,1.0,1.0,11,11,11,9,0,11,11,10,7,0
2,2,0.25,37,10,2,2,2,2,2,0.375,0.625,1.0,1.0,18,18,18,5,0,18,18,14,6,0
3,3,0.25,22,6,1,1,1,2,2,0.125,0.0,1.0,1.0,8,5,5,13,2,5,2,4,22,3
4,4,0.25,33,9,2,2,2,2,2,1.0,0.875,1.0,1.0,16,16,15,6,0,16,16,16,5,0
5,5,0.25,21,6,0,1,1,0,0,0.125,0.125,1.0,1.0,2,0,0,0,1,2,0,0,0,1
6,6,0.25,38,10,1,1,1,1,1,0.0,0.75,1.0,1.0,4,3,3,20,1,4,3,4,19,1
7,7,0.25,27,7,2,2,2,2,2,0.5,0.875,1.0,1.0,13,13,13,6,0,13,13,12,5,0
8,8,0.25,23,6,2,2,2,2,2,0.375,0.25,1.0,1.0,11,11,9,8,0,11,11,11,7,0
9,9,0.25,22,6,2,2,2,2,2,0.25,0.125,1.0,1.0,5,4,4,16,1,2,1,2,3,1
10,10,0.25,35,9,2,2,2,2,2,0.375,0.375,1.0,1.0,17,17,14,6,0,17,17,17,6,0
11,11,0.25,21,6,0,1,1,0,0,0.5,0.875,1.0,1.0,5,3,4,19,2,10,6,7,11,3
12,12,0.25,31,8,1,1,1,1,1,0.75,0.1875,0.5,1.0,3,2,3,19,1,11,9,11,10,2
13,13,0.25,17,5,2,2,2,2,2,1.0,0.125,1.0,1.0,8,8,7,12,0,8,8,8,10,0
14,14,0.25,29,8,1,1,1,1,1,1.0,1.0,1.0,1.0,14,14,10,7,0,14,14,14,6,0
15,15,0.25,28,7,1,2,1,2,2,0.3125,0.125,1.0,1.0,3,0,0,0,1,7,5,5,15,1
16,16,0.25,33,9,1,1,1,1,1,0.5,0.125,1.0,1.0,16,16,11,7,0,16,16,16,5,0
17,17,0.25,38,10,1,2,1,2,2,0.5,0.25,1.0,1.0,4,1,3,3,3,4,2,4,21,2
18,18,0.25,23,6,1,1,1,1,2,0.375,0.5,0.0,1.0,2,1,2,4,1,5,4,4,15,1
19,19,0.25,31,8,1,1,1,1,2,0.0625,0.625,0.375,1.0,3,0,0,0,1,3,0,0,0,1
20,20,0.25,19,5,1,0,0,0,0,0.0625,0.25,1.0,1.0,2,1,2,6,1,2,0,0,0,1
21,21,0.25,40,10,2,2,2,2,2,0.875,0.875,1.0,1.0,20,20,20,6,0,20,20,20,6,0
22,22,0.25,25,7,2,1,1,1,1,0.75,1.0,1.0,1.0,12,12,11,7,0,12,12,12,7,0
23,23,0.25,43,11,2,1,1,1,1,0.25,0.5,0.375,1.0,5,0,0,0,1,5,1,1,1,1
24,24,0.25,24,6,1,1,1,0,0,0.3125,0.0,1.0,1.0,3,1,1,2,2,3,1,2,5,2
25,25,0.25,22,6,2,2,2,2,2,0.5,0.75,1.0,1.0,11,11,11,10,0,11,11,10,9,0
26,26,0.25,28,7,2,2,2,2,2,0.375,0.75,1.0,1.0,14,14,14,7,0,14,14,14,8,0
27,27,0.25,20,5,2,1,1,2,2,0.25,0.0,1.0,1.0,5,2,3,23,1,2,1,2,2,1
28,28,0.25,28,7,2,1,1,1,1,0.1875,0.25,0.375,1.0,3,0,0,0,1,3,0,0,0,1
29,29,0.25,38,10,2,2,2,2,2,0.625,0.375,1.0,1.0,19,19,16,6,0,19,19,19,5,0
30,30,0.25,16,4,2,2,2,2,2,0.5,0.375,1.0,1.0,8,8,7,11,0,8,8,8,9,0
31,31,0.25,25,7,1,1,1,1,1,0.25,1.0,1.0,1.0,3,1,3,5,2,9,8,9,10,1
32,32,0.25,24,6,1,1,1,1,1,0.5625,0.625,1.0,1.0,3,0,0,0,1,6,4,6,15,2
33,33,0.25,16,4,2,1,1,2,2,0.0,0.0,1.0,1.0,8,8,8,11,0,8,8,8,10,0
34,34,0.25,26,7,2,2,2,2,2,0.625,0.5,1.0,1.0,13,13,12,7,0,13,13,13,7,0
35,35,0.25,29,8,1,1,1,1,1,1.0,0.75,1.0,1.0,14,14,13,9,0,14,14,14,5,0
36,36,0.25,42,11,2,2,1,2,2,0.75,0.375,0.875,1.0,5,0,0,0,1,5,2,5,21,3
37,37,0.25,30,8,1,1,1,1,1,0.75,1.0,0.5,1.0,15,15,11,8,0,15,15,15,5,0
38,38,0.25,36,9,0,2,2,0,0,0.375,0.1875,1.0,1.0,4,0,0,0,1,9,3,6,17,3
39,39,0.25,36,9,1,1,1,1,1,0.875,0.375,1.0,1.0,18,18,14,7,0,18,18,18,4,0
40,40,0.25,36,9,1,1,2,1,1,0.0,0.5,0.75,1.0,4,1,3,7,3,4,1,3,4,3
41,41,0.25,31,8,1,1,1,1,1,0.5,1.0,0.625,1.0,3,1,3,2,1,7,5,7,12,2
42,42,0.25,27,7,2,2,2,2,2,0.75,0.375,1.0,1.0,13,13,11,7,0,13,13,13,7,0
43,43,0.25,27,7,1,1,2,1,2,1.0,0.125,0.75,1.0,3,0,0,0,1,10,6,7,14,3
44,44,0.25,58,15,1,2,2,2,2,0.3125,0.125,0.875,1.0,7,1,3,4,4,7,1,4,5,4
45,45,0.25,20,5,1,1,1,2,2,0.0,0.375,0.375,1.0,2,0,0,0,1,2,0,0,0,1
46,46,0.25,36,9,0,1,1,0,0,0.0,0.5,1.0,1.0,4,1,3,10,3,4,1,0,1,1
47,47,0.25,32,8,2,2,2,2,2,1.0,0.5,1.0,1.0,16,16,12,7,0,16,16,16,6,0
48,48,0.25,30,8,1,1,1,1,1,0.75,0.25,1.0,1.0,3,2,3,20,1,7,4,5,16,2
49,49,0.25,38,10,2,2,2,2,2,0.25,0.5,1.0,1.0,19,19,18,6,0,19,19,19,6,0
50,50,0.25,35,9,2,2,2,2,2,0.5,0.75,1.0,1.0,17,17,16,4,0,17,17,17,5,0
51,51,0.25,29,8,1,2,2,2,2,0.875,0.625,1.0,1.0,14,14,13,7,0,14,14,14,5,0
52,52,0.25,18,5,1,2,1,1,1,0.5,0.0,0.25,1.0,2,0,0,0,1,2,1,2,4,1
53,53,0.25,20,5,1,1,1,1,1,0.125,1.0,0.75,1.0,7,6,7,12,1,2,1,2,4,1
54,54,0.25,32,8,2,1,1,1,1,0.5,0.625,0.625,1.0,12,9,10,7,2,16,16,16,6,0
55,55,0.25,29,8,1,1,1,2,1,0.25,0.75,0.0625,1.0,3,0,0,0,1,3,0,0,0,1
56,56,0.25,34,9,0,2,2,1,2,0.0625,0.125,0.125,1.0,4,1,3,5,3,4,0,0,0,1
57,57,0.25,30,8,2,2,1,2,2,0.375,0.125,1.0,1.0,15,15,15,8,0,15,15,15,5,0
58,58,0.25,41,11,0,2,2,0,0,0.25,0.0625,1.0,1.0,5,0,0,0,1,5,1,2,2,2
59,59,0.25,21,6,1,1,1,1,1,0.875,1.0,1.0,1.0,10,10,10,10,0,10,10,10,7,0
60,60,0.25,37,10,2,1,2,2,2,0.125,0.375,1.0,1.0,13,10,10,7,1,9,8,9,8,1
61,61,0.25,37,10,1,2,2,2,2,0.5625,1.0,1.0,1.0,18,18,18,6,0,18,18,17,4,0
62,62,0.25,39,10,1,2,2,2,2,1.0,0.75,1.0,1.0,19,19,18,4,0,19,19,17,4,0
63,63,0.25,39,10,2,2,2,2,2,0.875,0.75,1.0,1.0,19,19,14,5,0,19,19,19,5,0
64,64,0.25,14,4,2,1,2,2,2,0.0,0.125,1.0,1.0,7,7,7,15,0,7,7,6,11,0
65,65,0.25,21,6,1,1,1,1,1,0.0,1.0,0.375,1.0,2,1,2,3,1,2,1,2,2,1
66,66,0.25,35,9,1,2,2,2,2,0.5,0.75,1.0,1.0,8,4,6,14,2,4,2,3,21,2
67,67,0.25,29,8,2,2,2,2,2,0.25,0.625,1.0,1.0,14,14,14,6,0,14,14,13,6,0
68,68,0.25,25,7,2,2,2,2,2,0.75,0.25,1.0,1.0,3,0,0,0,1,6,4,6,16,2
69,69,0.25,18,5,2,2,2,2,2,0.875,0.875,1.0,1.0,9,9,7,12,0,9,9,9,9,0
70,70,0.25,35,9,0,1,1,0,0,0.375,0.25,1.0,1.0,8,6,8,9,1,13,11,11,6,1
71,71,0.25,32,8,2,2,2,2,2,0.875,0.875,1.0,1.0,16,16,13,6,0,16,16,13,6,0
72,72,0.25,33,9,1,1,1,1,1,1.0,0.875,1.0,1.0,16,16,16,6,0,16,16,16,5,0
73,73,0.25,24,6,2,1,1,2,2,0.375,0.5,1.0,1.0,3,0,0,0,1,3,0,0,0,1
74,74,0.25,28,7,2,2,2,2,2,0.25,0.625,1.0,1.0,14,14,13,5,0,14,14,14,7,0
75,75,0.25,33,9,1,0,1,2,2,0.0625,0.0625,0.75,1.0,4,0,0,0,1,4,1,3,13,3
76,76,0.25,17,5,1,1,1,1,1,0.6875,1.0,1.0,1.0,8,8,8,9,0,8,8,7,13,0
77,77,0.25,28,7,1,2,1,2,1,0.625,0.5,0.875,1.0,3,1,3,21,2,14,11,13,8,2
78,78,0.25,18,5,2,2,1,2,2,0.375,0.0,1.0,1.0,2,1,2,2,1,2,0,0,0,1
79,79,0.25,19,5,2,2,1,2,2,0.125,0.0,1.0,1.0,2,1,0,1,1,2,1,0,1,1
80,80,0.25,23,6,2,2,1,2,2,0.25,0.0,1.0,1.0,11,11,10,7,0,11,11,11,7,0
81,81,0.25,24,6,2,2,2,2,2,0.375,0.25,1.0,1.0,12,12,11,7,0,12,12,12,7,0
82,82,0.25,29,8,2,2,1,2,2,1.0,0.25,1.0,1.0,7,3,7,16,2,14,10,14,7,2
83,83,0.25,28,7,0,1,0,0,0,0.125,0.375,1.0,1.0,3,0,0,0,1,3,1,2,10,2
84,84,0.25,31,8,1,1,1,1,1,0.0625,0.25,0.25,1.0,3,0,0,0,1,3,0,0,0,1
85,85,0.25,18,5,1,1,1,1,1,1.0,1.0,1.0,1.0,9,9,8,9,0,9,9,9,10,0
86,86,0.25,30,8,1,2,1,1,1,0.1875,1.0,0.125,1.0,3,0,0,0,1,3,1,3,4,2
87,87,0.25,25,7,1,1,1,1,1,0.625,0.25,0.5,1.0,3,0,0,0,1,3,2,3,23,1
88,88,0.25,37,10,2,2,2,2,2,0.125,0.0625,1.0,1.0,18,18,14,5,0,18,18,18,4,0
89,89,0.25,24,6,2,2,2,2,2,0.6875,0.625,1.0,1.0,12,12,12,7,0,12,12,11,8,0
90,90,0.25,25,7,0,1,1,0,0,0.0,0.4375,1.0,1.0,3,0,0,0,1,3,0,0,0,1
91,91,0.25,38,10,1,2,2,2,2,0.375,0.5,0.25,1.0,4,1,4,5,3,4,0,0,0,1
92,92,0.25,12,3,1,1,1,1,2,0.0,0.625,0.0,1.0,1,0,0,0,1,1,0,0,0,1
93,93,0.25,22,6,1,1,1,1,1,0.375,0.5,1.0,1.0,8,5,7,12,1,8,7,7,10,1
94,94,0.25,26,7,1,0,1,0,0,0.625,0.0,1.0,1.0,3,0,0,0,1,3,2,3,22,1
95,95,0.25,40,10,2,1,1,1,2,0.125,0.125,0.25,1.0,5,0,0,0,1,5,0,0,0,1
96,96,0.25,30,8,0,1,1,1,1,0.0,0.75,0.25,1.0,3,0,0,0,1,3,0,0,0,1
97,97,0.25,27,7,1,1,1,1,1,0.75,1.0,1.0,1.0,13,13,12,7,0,13,13,13,7,0
98,98,0.25,28,7,1,1,1,1,1,0.1875,1.0,0.625,1.0,7,5,7,12,2,10,6,6,11,1
99,99,0.25,18,5,2,1,1,2,2,0.5,0.25,1.0,1.0,6,4,5,15,2,2,1,0,1,1
100,100,0.25,42,11,2,2,2,2,2,0.875,0.625,1.0,1.0,21,21,20,5,0,21,21,21,6,0
101,101,0.25,36,9,1,1,1,1,1,1.0,0.875,1.0,1.0,9,5,9,13,2,9,8,9,10,1
102,102,0.25,15,4,1,1,1,1,1,0.625,1.0,1.0,1.0,7,7,6,11,0,7,7,7,11,0
103,103,0.25,28,7,2,1,1,1,1,0.1875,1.0,0.875,1.0,10,8,10,9,1,3,1,3,6,2
104,104,0.25,24,6,1,1,1,1,1,0.375,0.625,0.25,1.0,3,2,3,22,1,3,0,0,0,1
105,105,0.25,32,8,2,2,2,2,2,0.3125,0.25,1.0,1.0,16,16,14,7,0,16,16,16,4,0
106,106,0.25,54,14,0,0,0,0,0,0.5,0.125,1.0,1.0,6,1,4,3,2,20,14,20,6,1
107,107,0.25,25,7,1,1,1,1,1,1.0,0.875,1.0,1.0,12,12,10,10,0,12,12,12,7,0
108,108,0.25,28,7,1,2,1,0,0,0.4375,0.1875,1.0,1.0,3,0,0,0,1,7,4,7,16,1
109,109,0.25,31,8,1,1,1,1,1,0.5,0.25,0.5,1.0,3,0,0,0,1,11,7,11,11,4
110,110,0.25,32,8,2,1,1,2,2,0.25,0.5,1.0,1.0,12,11,12,7,1,8,5,8,13,1
111,111,0.25,34,9,2,1,2,2,2,0.125,1.0,1.0,1.0,17,17,17,5,0,17,17,14,5,0
112,112,0.25,33,9,2,1,1,1,1,0.0,0.875,0.875,1.0,4,3,4,17,1,4,0,0,0,1
113,113,0.25,25,7,2,2,2,2,2,0.75,0.625,1.0,1.0,12,12,12,10,0,12,12,12,7,0
114,114,0.25,31,8,1,1,1,1,1,0.75,0.25,0.875,1.0,3,0,0,0,1,11,9,11,9,1
115,115,0.25,20,5,2,2,2,2,2,0.625,0.375,1.0,1.0,10,10,8,9,0,10,10,10,7,0
116,116,0.25,19,5,1,1,1,1,1,0.3125,1.0,0.25,1.0,7,5,7,12,1,4,2,4,21,2
117,117,0.25,29,8,0,0,1,0,0,0.375,0.0,1.0,1.0,14,14,13,6,0,14,14,14,5,0
118,118,0.25,21,6,2,2,2,2,2,0.25,0.3125,1.0,1.0,5,2,4,21,3,2,1,0,1,1
119,119,0.25,41,11,1,1,2,2,2,0.0,1.0,0.25,1.0,5,2,5,20,3,5,0,0,0,1
120,120,0.25,29,8,2,1,1,2,2,0.375,0.25,1.0,1.0,3,0,0,0,1,3,0,0,0,1
121,121,0.25,19,5,1,1,1,1,1,0.75,1.0,1.0,1.0,9,9,8,10,0,9,9,9,8,0
122,122,0.25,29,8,0,0,0,0,0,0.1875,0.0,1.0,1.0,7,4,7,15,3,3,2,3,21,1
123,123,0.25,34,9,1,1,1,1,1,1.0,1.0,1.0,1.0,17,17,15,5,0,17,17,17,6,0
124,124,0.25,30,8,2,1,1,2,2,0.25,0.5,0.125,1.0,3,1,1,2,2,3,1,3,8,2
125,125,0.25,33,9,2,1,1,2,2,0.0,0.0,1.0,1.0,16,16,16,5,0,16,16,14,5,0
126,126,0.25,31,8,2,2,2,2,2,1.0,0.75,1.0,1.0,15,15,12,8,0,15,15,15,5,0
127,127,0.25,23,6,1,1,1,1,1,1.0,1.0,1.0,1.0,11,11,10,11,0,11,11,11,8,0
128,128,0.25,44,11,0,0,1,0,0,0.0625,0.3125,1.0,1.0,5,0,0,0,1,5,0,0,0,1
129,129,0.25,23,6,1,1,1,1,1,0.375,1.0,1.0,1.0,11,8,10,10,2,11,7,9,11,1
130,130,0.25,25,7,2,2,2,2,2,1.0,0.875,1.0,1.0,12,12,11,10,0,12,12,12,6,0
131,131,0.25,29,8,2,1,2,2,2,0.125,0.25,1.0,1.0,7,3,5,17,2,3,1,2,4,2
132,132,0.25,34,9,2,2,2,2,2,1.0,0.375,1.0,1.0,17,17,12,5,0,17,17,17,4,0
133,133,0.25,31,8,2,2,2,2,2,0.1875,0.5,1.0,1.0,11,7,11,9,3,7,6,6,11,1
134,134,0.25,38,10,1,1,1,1,1,0.375,0.5,0.625,1.0,4,0,0,0,1,9,4,5,16,3
135,135,0.25,12,3,1,1,1,1,1,0.75,1.0,0.75,1.0,6,6,5,10,0,6,6,6,15,0
136,136,0.25,23,6,1,1,1,1,1,0.625,0.75,0.75,1.0,5,2,3,20,2,5,4,4,15,1
137,137,0.25,29,8,1,1,1,1,1,0.125,0.125,0.25,1.0,3,0,0,0,1,3,1,3,2,1
138,138,0.25,24,6,1,1,1,1,1,0.125,0.75,0.625,1.0,6,3,6,19,2,3,0,0,0,1
139,139,0.25,33,9,2,2,1,2,2,1.0,0.0,1.0,1.0,16,16,13,6,0,16,16,16,5,0
140,140,0.25,27,7,2,1,1,1,1,0.1875,0.625,0.875,1.0,3,2,3,22,1,3,2,3,22,1
141,141,0.25,7,2,2,1,1,2,2,0.25,0.5,1.0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
142,142,0.25,41,11,1,1,1,1,1,0.5,0.625,0.5,1.0,5,0,0,0,1,5,4,5,15,1
143,143,0.25,36,9,2,2,2,2,2,0.75,0.625,1.0,1.0,9,5,6,12,1,18,12,13,8,2
144,144,0.25,27,7,2,2,2,2,2,0.75,0.375,1.0,1.0,13,13,12,7,0,13,13,13,7,0
145,145,0.25,17,5,2,1,1,2,2,0.125,0.0,1.0,1.0,8,8,8,9,0,8,8,7,10,0
146,146,0.25,34,9,1,2,1,1,1,0.25,0.5,0.75,1.0,4,1,3,3,3,4,2,3,23,2
147,147,0.25,29,8,1,1,1,1,1,0.125,0.375,1.0,1.0,3,1,3,11,2,7,5,7,10,2
148,148,0.25,22,6,2,1,1,2,2,0.0,0.5,1.0,1.0,8,5,6,13,2,5,4,5,14,1
149,149,0.25,57,15,1,1,2,1,1,0.0,0.375,0.5,1.0,7,1,3,25,4,7,0,0,0,1
150,150,0.25,29,8,1,2,1,1,1,0.25,1.0,0.125,1.0,3,1,3,2,1,3,0,0,0,1
151,151,0.25,37,10,0,1,2,0,0,0.0,0.25,1.0,1.0,4,0,0,0,1,4,2,2,22,1
152,152,0.25,27,7,2,2,2,2,2,0.375,0.125,1.0,1.0,3,0,0,0,1,10,5,10,13,3
153,153,0.25,31,8,1,1,1,1,1,0.75,0.5,1.0,1.0,15,15,12,7,0,15,15,15,5,0
154,154,0.25,28,7,1,1,2,1,1,0.375,0.125,0.125,1.0,3,0,0,0,1,3,0,0,0,1
155,155,0.25,30,8,1,1,1,2,2,0.0,0.0,1.0,1.0,7,3,4,20,2,3,0,0,0,1
156,156,0.25,18,5,1,1,1,1,1,1.0,1.0,1.0,1.0,9,9,8,12,0,9,9,9,9,0
157,157,0.25,35,9,2,2,1,1,1,0.1875,0.5,0.125,1.0,4,0,0,0,1,4,2,3,21,2
158,158,0.25,36,9,1,1,1,1,1,0.5,1.0,1.0,1.0,18,18,15,6,0,18,18,18,6,0
159,159,0.25,34,9,1,1,1,1,1,0.875,0.25,1.0,1.0,17,17,15,6,0,17,17,17,6,0
160,160,0.25,35,9,1,0,1,0,0,0.25,0.125,1.0,1.0,4,0,0,0,1,4,0,0,0,1
161,161,0.25,30,8,1,1,1,1,1,0.125,0.125,1.0,1.0,3,0,0,0,1,3,0,0,0,1
162,162,0.25,24,6,2,2,2,2,2,0.625,0.125,1.0,1.0,12,12,11,7,0,12,12,12,8,0
163,163,0.25,15,4,1,1,1,0,0,0.0625,0.625,0.8125,1.0,1,0,0,0,1,1,0,0,0,1
164,164,0.25,40,10,1,1,1,1,1,0.375,0.0,1.0,1.0,5,1,0,1,1,5,1,2,3,3
165,165,0.25,32,8,0,1,0,0,0,0.125,0.125,1.0,1.0,4,0,0,0,1,4,3,4,20,1
166,166,0.25,31,8,1,1,1,1,1,0.375,0.375,1.0,1.0,3,0,0,0,1,3,1,2,5,2
167,167,0.25,29,8,1,1,1,1,1,1.0,0.75,1.0,1.0,14,14,11,8,0,14,14,14,6,0
168,168,0.25,25,7,1,1,1,1,1,1.0,1.0,1.0,1.0,12,12,12,10,0,12,12,12,8,0
169,169,0.25,26,7,1,1,1,1,1,0.6875,1.0,1.0,1.0,13,13,12,8,0,13,13,13,6,0
170,170,0.25,28,7,0,0,1,0,0,0.375,0.0,1.0,1.0,7,4,5,15,2,3,1,2,6,2
171,171,0.25,32,8,2,2,2,2,2,0.25,0.125,1.0,1.0,16,16,13,5,0,16,16,16,5,0
172,172,0.25,31,8,1,1,1,1,1,0.3125,1.0,0.625,1.0,3,2,3,23,1,7,6,7,11,1
