,data_ind,lambd,p,nnz,true_label,ones_label,exbs_label,ones_mu_label,exbs_mu_label,ones_gap,exbs_gap,ones_mu_gap,exbs_mu_gap,inc_init_r_max,inc_curr_r_max,inc_max_dist,inc_num_resets,inc_num_ces,dec_init_r_max,dec_curr_r_max,dec_max_dist,dec_num_resets,dec_num_ces
0,0,0.5,64,16,395,26,26,26,26,0.3125,0.0625,1.0,1.0,8,0,0,0,1,8,3,6,20,4
1,1,0.5,64,16,838,838,838,838,838,0.3125,0.125,0.5,1.0,8,4,5,13,2,8,5,8,13,3
2,2,0.5,64,16,873,873,873,873,873,1.0,0.375,1.0,1.0,32,32,28,6,0,32,32,32,3,0
3,3,0.5,64,16,2,2,2,2,2,1.0,1.0,1.0,1.0,32,32,32,7,0,32,32,27,4,0
4,4,0.5,64,16,534,534,534,534,534,1.0,0.25,1.0,1.0,8,1,7,13,5,32,31,32,4,1
5,5,0.5,64,16,269,269,269,269,269,1.0,0.75,1.0,1.0,16,9,11,7,3,24,20,24,5,2
6,6,0.5,64,16,885,709,709,709,709,0.75,0.4375,1.0,1.0,8,4,6,12,2,8,5,7,13,2
7,7,0.5,64,16,590,508,681,810,810,0.4375,0.25,1.0,1.0,8,0,0,0,1,8,2,3,24,4
8,8,0.5,64,16,133,133,133,133,133,1.0,1.0,1.0,1.0,32,32,31,5,0,32,32,32,4,0
9,9,0.5,64,16,280,280,286,280,280,1.0,0.125,1.0,1.0,8,0,0,0,1,8,5,7,14,2
10,10,0.5,64,16,211,211,211,211,211,1.0,1.0,1.0,1.0,32,32,22,5,0,32,32,32,4,0
11,11,0.5,64,16,464,902,512,902,512,0.375,0.25,0.625,1.0,8,1,0,1,1,8,1,2,4,2
12,12,0.5,64,16,800,800,800,800,504,0.625,0.375,1.0,1.0,8,1,3,3,3,8,2,6,18,3
13,13,0.5,64,16,66,66,990,68,307,0.5,0.125,0.25,1.0,8,0,0,0,1,8,0,0,0,1
14,14,0.5,64,16,587,587,587,587,587,1.0,0.8125,1.0,1.0,8,4,4,14,1,32,32,32,3,0
15,15,0.5,64,16,975,708,708,708,708,0.875,0.0,1.0,1.0,8,0,0,0,1,16,14,14,6,1
16,16,0.5,64,16,889,421,421,889,889,0.3125,0.125,0.625,1.0,8,0,0,0,1,8,6,8,12,2
17,17,0.5,64,16,774,774,774,774,774,1.0,0.125,1.0,1.0,8,0,0,0,1,8,7,8,11,1
18,18,0.5,64,16,138,138,138,138,138,1.0,0.875,1.0,1.0,32,32,32,5,0,32,32,32,5,0
19,19,0.5,64,16,956,956,956,956,956,1.0,1.0,1.0,1.0,32,32,21,7,0,32,32,32,2,0
20,20,0.5,64,16,569,569,569,569,569,1.0,0.875,1.0,1.0,32,32,27,4,0,32,32,32,2,0
21,21,0.5,64,16,214,214,214,214,214,1.0,0.375,1.0,1.0,16,12,16,5,1,32,29,32,3,1
22,22,0.5,64,16,97,97,97,97,97,1.0,1.0,1.0,1.0,32,32,23,6,0,32,32,32,5,0
23,23,0.5,64,16,919,919,919,919,919,1.0,0.0625,0.75,1.0,8,0,0,0,1,8,6,7,12,2
24,24,0.5,64,16,213,213,213,213,213,1.0,0.75,1.0,1.0,8,6,8,9,2,32,31,31,3,1
25,25,0.5,64,16,233,233,233,233,233,0.875,0.4375,1.0,1.0,8,0,0,0,1,32,20,21,5,1
26,26,0.5,64,16,489,489,448,489,489,1.0,0.0,1.0,1.0,8,0,0,0,1,16,13,16,6,2
27,27,0.5,64,16,465,465,465,465,465,1.0,0.1875,1.0,1.0,8,2,8,10,1,32,32,32,3,0
28,28,0.5,64,16,118,118,118,118,118,1.0,0.8125,1.0,1.0,32,17,24,4,1,32,31,30,3,1
29,29,0.5,64,16,675,412,458,412,656,0.625,0.125,0.75,1.0,8,0,0,0,1,8,4,6,16,2
30,30,0.5,64,16,327,327,952,327,327,1.0,0.4375,1.0,1.0,8,0,0,0,1,32,21,32,4,2
31,31,0.5,64,16,784,695,695,695,695,0.875,0.375,1.0,1.0,8,7,7,12,1,24,17,20,5,2
