,lambd,p,true_label,ones_label,logit_gap,cert_r
0,0.0625,64,395,123,0.0625,0.5
1,0.0625,64,838,457,0.0,0.0
2,0.0625,64,873,873,0.625,5.0
3,0.0625,64,2,2,0.8125,6.5
4,0.0625,64,534,534,0.375,3.0
5,0.0625,64,269,269,0.125,1.0
6,0.0625,64,885,709,0.1875,1.5
7,0.0625,64,590,810,0.0625,0.5
8,0.0625,64,133,133,0.3125,2.5
9,0.0625,64,280,416,0.0,0.0
10,0.0625,64,211,168,0.0,0.0
11,0.0625,64,464,21,0.0625,0.5
12,0.0625,64,800,800,0.1875,1.5
13,0.0625,64,66,68,0.0,0.0
14,0.0625,64,587,674,0.0625,0.5
15,0.0625,64,975,975,0.0625,0.5
16,0.0625,64,889,481,0.0,0.0
17,0.0625,64,774,169,0.0,0.0
18,0.0625,64,138,138,0.5,4.0
19,0.0625,64,956,956,0.1875,1.5
20,0.0625,64,569,569,0.25,2.0
21,0.0625,64,214,240,0.0625,0.5
22,0.0625,64,97,97,0.0625,0.5
23,0.0625,64,919,919,0.125,1.0
24,0.0625,64,213,213,0.5625,4.5
25,0.0625,64,233,261,0.1875,1.5
26,0.0625,64,489,127,0.0,0.0
27,0.0625,64,465,414,0.0625,0.5
28,0.0625,64,118,118,0.375,3.0
29,0.0625,64,675,458,0.0625,0.5
30,0.0625,64,327,815,0.0625,0.5
31,0.0625,64,784,894,0.0625,0.5
32,0.0625,64,190,216,0.0,0.0
33,0.0625,64,545,477,0.0,0.0
34,0.0625,64,506,506,0.0625,0.5
35,0.0625,64,480,385,0.0,0.0
36,0.0625,64,133,16,0.5,4.0
37,0.0625,64,886,886,0.5625,4.5
38,0.0625,64,967,762,0.125,1.0
39,0.0625,64,643,837,0.0625,0.5
40,0.0625,64,562,842,0.0625,0.5
41,0.0625,64,396,944,0.0625,0.5
42,0.0625,64,570,447,0.0,0.0
43,0.0625,64,690,29,0.0,0.0
44,0.0625,64,902,789,0.0,0.0
45,0.0625,64,5,34,0.0625,0.5
46,0.0625,64,914,914,0.25,2.0
47,0.0625,64,801,801,0.3125,2.5
48,0.0625,64,149,149,0.0625,0.5
49,0.0625,64,828,828,0.625,5.0
50,0.0625,64,965,965,0.25,2.0
51,0.0625,64,902,418,0.0,0.0
52,0.0625,64,962,962,0.3125,2.5
53,0.0625,64,599,116,0.0,0.0
54,0.0625,64,654,609,0.0625,0.5
55,0.0625,64,709,454,0.0625,0.5
56,0.0625,64,532,532,0.4375,3.5
57,0.0625,64,706,706,0.125,1.0
58,0.0625,64,975,625,0.0,0.0
59,0.0625,64,933,934,0.125,1.0
60,0.0625,64,171,171,0.25,2.0
61,0.0625,64,597,597,0.125,1.0
62,0.0625,64,528,528,0.125,1.0
63,0.0625,64,752,752,0.25,2.0
64,0.0625,64,269,269,0.25,2.0
65,0.0625,64,282,289,0.25,2.0
66,0.0625,64,799,523,0.0,0.0
67,0.0625,64,289,289,0.75,6.0
68,0.0625,64,942,942,0.0625,0.5
69,0.0625,64,937,937,0.375,3.0
70,0.0625,64,924,924,0.6875,5.5
71,0.0625,64,705,547,0.0,0.0
72,0.0625,64,202,189,0.0,0.0
73,0.0625,64,618,544,0.125,1.0
74,0.0625,64,278,298,0.0625,0.5
75,0.0625,64,583,583,0.0625,0.5
76,0.0625,64,419,419,0.4375,3.5
77,0.0625,64,84,84,0.875,7.0
78,0.0625,64,688,688,0.0,0.0
79,0.0625,64,351,351,0.4375,3.5
80,0.0625,64,806,806,0.5,4.0
81,0.0625,64,884,500,0.4375,3.5
82,0.0625,64,145,145,0.625,5.0
83,0.0625,64,335,335,0.125,1.0
84,0.0625,64,633,897,0.0,0.0
85,0.0625,64,360,98,0.3125,2.5
86,0.0625,64,715,715,0.1875,1.5
87,0.0625,64,78,78,0.5625,4.5
88,0.0625,64,935,935,0.625,5.0
89,0.0625,64,171,178,0.125,1.0
90,0.0625,64,603,603,0.125,1.0
91,0.0625,64,389,389,0.75,6.0
92,0.0625,64,370,370,0.25,2.0
93,0.0625,64,449,449,0.0,0.0
94,0.0625,64,572,124,0.0,0.0
95,0.0625,64,60,34,0.1875,1.5
96,0.0625,64,779,779,0.0625,0.5
97,0.0625,64,347,347,0.6875,5.5
98,0.0625,64,370,370,0.125,1.0
99,0.0625,64,690,690,0.125,1.0
100,0.0625,64,910,936,0.0625,0.5
101,0.0625,64,365,365,0.5625,4.5
102,0.0625,64,162,263,0.3125,2.5
