,lambd,p,true_label,ones_label,logit_gap,cert_r
0,0.1875,29,1,1,0.875,2.3333333333333335
1,0.1875,23,2,1,0.375,1.0
2,0.1875,37,2,2,0.1875,0.5
3,0.1875,22,1,1,0.5,1.3333333333333333
4,0.1875,33,2,2,0.75,2.0
5,0.1875,21,0,1,1.0,2.6666666666666665
6,0.1875,38,1,1,0.5,1.3333333333333333
7,0.1875,27,2,1,0.125,0.3333333333333333
8,0.1875,23,2,2,0.125,0.3333333333333333
9,0.1875,22,2,1,0.25,0.6666666666666666
10,0.1875,35,2,1,0.0,0.0
11,0.1875,21,0,1,0.625,1.6666666666666667
12,0.1875,31,1,1,1.0,2.6666666666666665
13,0.1875,17,2,2,0.75,2.0
14,0.1875,29,1,1,1.0,2.6666666666666665
15,0.1875,28,1,1,0.0,0.0
16,0.1875,33,1,1,0.625,1.6666666666666667
17,0.1875,38,1,1,0.0,0.0
18,0.1875,23,1,1,0.875,2.3333333333333335
19,0.1875,31,1,1,0.375,1.0
20,0.1875,19,1,1,0.3125,0.8333333333333334
21,0.1875,40,2,2,0.625,1.6666666666666667
22,0.1875,25,2,1,0.8125,2.1666666666666665
23,0.1875,43,2,1,0.4375,1.1666666666666667
24,0.1875,24,1,1,0.5,1.3333333333333333
25,0.1875,22,2,2,0.25,0.6666666666666666
26,0.1875,28,2,2,0.125,0.3333333333333333
27,0.1875,20,2,1,0.375,1.0
28,0.1875,28,2,1,0.125,0.3333333333333333
29,0.1875,38,2,2,0.25,0.6666666666666666
30,0.1875,16,2,1,0.125,0.3333333333333333
31,0.1875,25,1,1,0.375,1.0
32,0.1875,24,1,1,0.5625,1.5
33,0.1875,16,2,1,0.125,0.3333333333333333
34,0.1875,26,2,2,0.375,1.0
35,0.1875,29,1,1,0.875,2.3333333333333335
36,0.1875,42,2,2,0.5,1.3333333333333333
37,0.1875,30,1,1,1.0,2.6666666666666665
38,0.1875,36,0,2,0.1875,0.5
39,0.1875,36,1,1,0.6875,1.8333333333333333
40,0.1875,36,1,1,0.375,1.0
41,0.1875,31,1,1,0.5,1.3333333333333333
42,0.1875,27,2,2,0.875,2.3333333333333335
43,0.1875,27,1,1,0.875,2.3333333333333335
44,0.1875,58,1,1,0.0625,0.16666666666666666
45,0.1875,20,1,1,0.125,0.3333333333333333
46,0.1875,36,0,1,0.5,1.3333333333333333
