,lambd,p,true_label,ones_label,logit_gap,cert_r
0,0.25,64,395,123,0.0625,0.125
1,0.25,64,838,838,0.0625,0.125
2,0.25,64,873,873,1.0,2.0
3,0.25,64,2,2,1.0,2.0
4,0.25,64,534,534,0.875,1.75
5,0.25,64,269,269,0.5,1.0
6,0.25,64,885,709,0.3125,0.625
7,0.25,64,590,810,0.1875,0.375
8,0.25,64,133,133,1.0,2.0
9,0.25,64,280,5,0.0,0.0
10,0.25,64,211,168,0.4375,0.875
11,0.25,64,464,512,0.0,0.0
12,0.25,64,800,800,0.5625,1.125
13,0.25,64,66,310,0.0,0.0
14,0.25,64,587,587,0.6875,1.375
15,0.25,64,975,975,0.3125,0.625
16,0.25,64,889,453,0.0625,0.125
17,0.25,64,774,910,0.0625,0.125
18,0.25,64,138,138,1.0,2.0
19,0.25,64,956,956,0.75,1.5
20,0.25,64,569,569,1.0,2.0
21,0.25,64,214,214,0.625,1.25
22,0.25,64,97,97,0.25,0.5
23,0.25,64,919,919,0.1875,0.375
24,0.25,64,213,213,1.0,2.0
25,0.25,64,233,170,0.25,0.5
26,0.25,64,489,489,0.5,1.0
27,0.25,64,465,414,0.0,0.0
28,0.25,64,118,118,0.6875,1.375
29,0.25,64,675,412,0.0625,0.125
30,0.25,64,327,327,0.0,0.0
31,0.25,64,784,695,0.4375,0.875
32,0.25,64,190,190,0.4375,0.875
33,0.25,64,545,751,0.1875,0.375
34,0.25,64,506,506,0.875,1.75
35,0.25,64,480,877,0.125,0.25
36,0.25,64,133,16,0.1875,0.375
37,0.25,64,886,886,1.0,2.0
38,0.25,64,967,760,0.0,0.0
39,0.25,64,643,629,0.1875,0.375
40,0.25,64,562,655,0.0,0.0
41,0.25,64,396,396,0.8125,1.625
42,0.25,64,570,570,0.875,1.75
43,0.25,64,690,690,0.6875,1.375
44,0.25,64,902,840,0.375,0.75
45,0.25,64,5,34,0.625,1.25
46,0.25,64,914,914,1.0,2.0
47,0.25,64,801,801,0.4375,0.875
48,0.25,64,149,149,0.3125,0.625
49,0.25,64,828,828,0.875,1.75
50,0.25,64,965,965,1.0,2.0
51,0.25,64,902,902,0.1875,0.375
52,0.25,64,962,962,0.375,0.75
53,0.25,64,599,410,0.5625,1.125
54,0.25,64,654,609,0.6875,1.375
55,0.25,64,709,477,0.1875,0.375
56,0.25,64,532,532,1.0,2.0
57,0.25,64,706,706,0.3125,0.625
58,0.25,64,975,975,0.75,1.5
59,0.25,64,933,933,0.5625,1.125
60,0.25,64,171,171,0.875,1.75
61,0.25,64,597,597,0.75,1.5
62,0.25,64,528,528,1.0,2.0
63,0.25,64,752,752,0.5625,1.125
64,0.25,64,269,269,0.875,1.75
65,0.25,64,282,281,0.125,0.25
66,0.25,64,799,877,0.0625,0.125
67,0.25,64,289,289,1.0,2.0
68,0.25,64,942,942,0.5,1.0
69,0.25,64,937,937,0.75,1.5
70,0.25,64,924,924,1.0,2.0
71,0.25,64,705,705,0.5625,1.125
72,0.25,64,202,202,0.25,0.5
73,0.25,64,618,544,0.125,0.25
74,0.25,64,278,272,0.1875,0.375
75,0.25,64,583,583,0.375,0.75
76,0.25,64,419,419,1.0,2.0
77,0.25,64,84,84,1.0,2.0
78,0.25,64,688,688,0.25,0.5
79,0.25,64,351,351,0.8125,1.625
80,0.25,64,806,806,0.625,1.25
81,0.25,64,884,276,0.0,0.0
82,0.25,64,145,145,1.0,2.0
83,0.25,64,335,335,0.5,1.0
84,0.25,64,633,918,0.125,0.25
85,0.25,64,360,360,0.125,0.25
86,0.25,64,715,715,0.75,1.5
87,0.25,64,78,78,1.0,2.0
88,0.25,64,935,935,0.875,1.75
89,0.25,64,171,171,0.8125,1.625
90,0.25,64,603,603,0.5625,1.125
91,0.25,64,389,389,1.0,2.0
92,0.25,64,370,370,1.0,2.0
93,0.25,64,449,975,0.25,0.5
