,lambd,p,true_label,ones_label,logit_gap,cert_r
0,0.3125,64,395,26,0.21875,0.35
1,0.3125,64,838,838,0.40625,0.65
2,0.3125,64,873,873,1.0,1.6
3,0.3125,64,2,2,1.0,1.6
4,0.3125,64,534,534,1.0,1.6
5,0.3125,64,269,269,0.8125,1.3
6,0.3125,64,885,709,0.625,1.0
7,0.3125,64,590,810,0.46875,0.75
8,0.3125,64,133,133,1.0,1.6
9,0.3125,64,280,280,0.5625,0.9
10,0.3125,64,211,211,0.8125,1.3
11,0.3125,64,464,902,0.09375,0.15
12,0.3125,64,800,865,0.28125,0.45
13,0.3125,64,66,48,0.0625,0.1
14,0.3125,64,587,587,1.0,1.6
15,0.3125,64,975,708,0.28125,0.45
16,0.3125,64,889,519,0.0,0.0
17,0.3125,64,774,774,0.625,1.0
18,0.3125,64,138,138,1.0,1.6
19,0.3125,64,956,956,1.0,1.6
20,0.3125,64,569,569,1.0,1.6
21,0.3125,64,214,214,0.875,1.4
22,0.3125,64,97,97,1.0,1.6
23,0.3125,64,919,919,0.21875,0.35
24,0.3125,64,213,213,1.0,1.6
25,0.3125,64,233,233,0.75,1.2
26,0.3125,64,489,489,0.6875,1.1
27,0.3125,64,465,465,1.0,1.6
28,0.3125,64,118,118,1.0,1.6
29,0.3125,64,675,412,0.46875,0.75
30,0.3125,64,327,327,0.71875,1.15
31,0.3125,64,784,695,0.5,0.8
32,0.3125,64,190,190,0.59375,0.95
33,0.3125,64,545,545,0.65625,1.05
34,0.3125,64,506,506,1.0,1.6
35,0.3125,64,480,480,0.9375,1.5
36,0.3125,64,133,133,1.0,1.6
37,0.3125,64,886,886,1.0,1.6
38,0.3125,64,967,762,0.5,0.8
39,0.3125,64,643,633,0.09375,0.15
40,0.3125,64,562,562,0.65625,1.05
41,0.3125,64,396,396,0.6875,1.1
42,0.3125,64,570,570,1.0,1.6
43,0.3125,64,690,690,0.125,0.2
44,0.3125,64,902,902,0.8125,1.3
45,0.3125,64,5,6,0.46875,0.75
46,0.3125,64,914,914,1.0,1.6
47,0.3125,64,801,801,0.125,0.2
48,0.3125,64,149,149,1.0,1.6
49,0.3125,64,828,828,1.0,1.6
50,0.3125,64,965,965,1.0,1.6
51,0.3125,64,902,902,1.0,1.6
52,0.3125,64,962,962,1.0,1.6
53,0.3125,64,599,410,0.75,1.2
54,0.3125,64,654,609,0.0625,0.1
55,0.3125,64,709,709,0.9375,1.5
56,0.3125,64,532,532,1.0,1.6
57,0.3125,64,706,706,1.0,1.6
58,0.3125,64,975,975,0.625,1.0
59,0.3125,64,933,933,0.375,0.6
60,0.3125,64,171,171,0.71875,1.15
61,0.3125,64,597,597,1.0,1.6
62,0.3125,64,528,528,1.0,1.6
63,0.3125,64,752,752,1.0,1.6
64,0.3125,64,269,269,0.5,0.8
65,0.3125,64,282,281,0.6875,1.1
66,0.3125,64,799,799,0.09375,0.15
67,0.3125,64,289,289,1.0,1.6
68,0.3125,64,942,942,1.0,1.6
69,0.3125,64,937,937,1.0,1.6
70,0.3125,64,924,924,1.0,1.6
71,0.3125,64,705,705,1.0,1.6
72,0.3125,64,202,202,1.0,1.6
73,0.3125,64,618,544,0.375,0.6
74,0.3125,64,278,280,0.03125,0.05
75,0.3125,64,583,583,0.78125,1.25
76,0.3125,64,419,419,0.34375,0.55
77,0.3125,64,84,84,1.0,1.6
78,0.3125,64,688,688,1.0,1.6
79,0.3125,64,351,351,0.9375,1.5
80,0.3125,64,806,658,0.3125,0.5
81,0.3125,64,884,500,0.46875,0.75
82,0.3125,64,145,145,1.0,1.6
83,0.3125,64,335,335,0.90625,1.45
84,0.3125,64,633,918,0.03125,0.05
85,0.3125,64,360,360,1.0,1.6
86,0.3125,64,715,715,1.0,1.6
87,0.3125,64,78,78,1.0,1.6
88,0.3125,64,935,935,0.75,1.2
89,0.3125,64,171,171,0.1875,0.3
90,0.3125,64,603,603,0.3125,0.5
91,0.3125,64,389,389,1.0,1.6
92,0.3125,64,370,370,1.0,1.6
93,0.3125,64,449,449,0.9375,1.5
94,0.3125,64,572,711,0.03125,0.05
95,0.3125,64,60,60,0.3125,0.5
96,0.3125,64,779,779,0.34375,0.55
97,0.3125,64,347,347,0.9375,1.5
98,0.3125,64,370,370,1.0,1.6
99,0.3125,64,690,690,0.84375,1.35
100,0.3125,64,910,938,0.25,0.4
101,0.3125,64,365,365,1.0,1.6
102,0.3125,64,162,162,0.40625,0.65
103,0.3125,64,837,970,0.65625,1.05
104,0.3125,64,603,603,0.8125,1.3
105,0.3125,64,286,286,0.875,1.4
106,0.3125,64,264,264,0.875,1.4
107,0.3125,64,747,747,0.53125,0.85
108,0.3125,64,649,649,1.0,1.6
109,0.3125,64,486,486,0.90625,1.45
110,0.3125,64,512,512,0.59375,0.95
111,0.3125,64,828,828,0.625,1.0
112,0.3125,64,955,955,1.0,1.6
113,0.3125,64,680,680,0.3125,0.5
114,0.3125,64,893,893,0.375,0.6
115,0.3125,64,385,385,0.5,0.8
116,0.3125,64,965,965,0.8125,1.3
117,0.3125,64,609,609,0.875,1.4
118,0.3125,64,131,131,1.0,1.6
119,0.3125,64,717,717,0.0625,0.1
120,0.3125,64,819,854,0.0625,0.1
121,0.3125,64,870,870,1.0,1.6
122,0.3125,64,237,237,0.34375,0.55
123,0.3125,64,562,562,0.09375,0.15
