,lambd,p,true_label,ones_label,logit_gap,cert_r
0,0.375,64,395,26,0.53125,0.7083333333333334
1,0.375,64,838,838,0.296875,0.3958333333333333
2,0.375,64,873,873,1.0,1.3333333333333333
3,0.375,64,2,2,1.0,1.3333333333333333
4,0.375,64,534,534,1.0,1.3333333333333333
5,0.375,64,269,269,0.96875,1.2916666666666667
6,0.375,64,885,709,0.921875,1.2291666666666667
7,0.375,64,590,810,0.40625,0.5416666666666666
8,0.375,64,133,133,0.96875,1.2916666666666667
9,0.375,64,280,280,0.8125,1.0833333333333333
10,0.375,64,211,211,0.96875,1.2916666666666667
11,0.375,64,464,902,0.578125,0.7708333333333334
12,0.375,64,800,800,0.328125,0.4375
13,0.375,64,66,66,0.125,0.16666666666666666
14,0.375,64,587,587,0.96875,1.2916666666666667
15,0.375,64,975,708,0.40625,0.5416666666666666
16,0.375,64,889,740,0.09375,0.125
17,0.375,64,774,774,1.0,1.3333333333333333
18,0.375,64,138,138,1.0,1.3333333333333333
19,0.375,64,956,956,1.0,1.3333333333333333
20,0.375,64,569,569,1.0,1.3333333333333333
21,0.375,64,214,214,0.953125,1.2708333333333333
22,0.375,64,97,97,1.0,1.3333333333333333
23,0.375,64,919,919,0.796875,1.0625
24,0.375,64,213,213,1.0,1.3333333333333333
25,0.375,64,233,233,1.0,1.3333333333333333
26,0.375,64,489,489,0.515625,0.6875
27,0.375,64,465,465,1.0,1.3333333333333333
28,0.375,64,118,118,0.875,1.1666666666666667
29,0.375,64,675,412,0.46875,0.625
30,0.375,64,327,327,0.9375,1.25
31,0.375,64,784,695,0.9375,1.25
32,0.375,64,190,190,0.8125,1.0833333333333333
33,0.375,64,545,545,0.515625,0.6875
34,0.375,64,506,506,1.0,1.3333333333333333
35,0.375,64,480,480,0.96875,1.2916666666666667
36,0.375,64,133,133,1.0,1.3333333333333333
37,0.375,64,886,886,1.0,1.3333333333333333
38,0.375,64,967,762,0.5,0.6666666666666666
39,0.375,64,643,585,0.03125,0.041666666666666664
40,0.375,64,562,562,0.734375,0.9791666666666666
41,0.375,64,396,396,1.0,1.3333333333333333
42,0.375,64,570,570,0.921875,1.2291666666666667
