,data_ind,lambd,p,nnz,true_label,ones_label,exbs_label,ones_mu_label,exbs_mu_label,ones_gap,exbs_gap,ones_mu_gap,exbs_mu_gap,inc_init_r_max,inc_curr_r_max,inc_max_dist,inc_num_resets,inc_num_ces,dec_init_r_max,dec_curr_r_max,dec_max_dist,dec_num_resets,dec_num_ces
0,0,1.0,64,16,395,26,26,26,26,1.0,1.0,1.0,1.0,8,3,6,14,3,32,18,22,5,4
1,1,1.0,64,16,838,419,838,419,838,1.0,1.0,1.0,1.0,8,3,5,17,2,8,1,1,2,2
2,2,1.0,64,16,873,873,873,873,873,1.0,1.0,1.0,1.0,32,32,30,6,0,32,32,32,4,0
3,3,1.0,64,16,2,2,2,2,2,1.0,1.0,1.0,1.0,32,32,24,3,0,32,32,32,4,0
4,4,1.0,64,16,534,534,534,534,534,1.0,1.0,1.0,1.0,8,1,6,7,3,32,32,32,3,0
5,5,1.0,64,16,269,269,269,269,269,1.0,1.0,1.0,1.0,8,7,8,10,1,16,13,14,6,2
6,6,1.0,64,16,885,709,709,709,709,1.0,1.0,1.0,1.0,8,4,7,14,2,16,10,10,7,2
7,7,1.0,64,16,590,810,681,810,681,1.0,1.0,1.0,1.0,8,0,0,0,1,8,1,0,1,1
8,8,1.0,64,16,133,133,133,133,133,1.0,1.0,1.0,1.0,32,32,26,5,0,32,32,30,6,0
9,9,1.0,64,16,280,280,280,280,280,1.0,1.0,1.0,1.0,8,1,2,7,2,32,21,23,5,2
10,10,1.0,64,16,211,211,211,211,211,1.0,1.0,1.0,1.0,32,32,26,4,0,32,32,32,4,0
11,11,1.0,64,16,464,902,902,902,902,1.0,1.0,1.0,1.0,8,0,0,0,1,8,0,0,0,1
12,12,1.0,64,16,800,800,800,800,800,1.0,1.0,1.0,1.0,8,0,0,0,1,16,7,9,10,4
13,13,1.0,64,16,66,68,68,68,68,1.0,1.0,1.0,1.0,8,0,0,0,1,8,1,3,7,3
14,14,1.0,64,16,587,587,587,587,587,1.0,1.0,1.0,1.0,8,1,6,5,3,32,32,27,4,0
15,15,1.0,64,16,975,708,708,708,708,1.0,1.0,1.0,1.0,8,4,4,16,1,16,15,15,6,1
16,16,1.0,64,16,889,889,889,889,889,1.0,1.0,1.0,1.0,8,1,1,1,1,16,7,11,11,3
17,17,1.0,64,16,774,774,774,774,774,1.0,1.0,1.0,1.0,8,1,2,7,2,8,7,8,11,1
18,18,1.0,64,16,138,138,138,138,138,1.0,1.0,1.0,1.0,32,32,32,7,0,32,32,31,7,0
19,19,1.0,64,16,956,956,956,956,956,1.0,1.0,1.0,1.0,32,32,31,6,0,32,32,30,6,0
20,20,1.0,64,16,569,569,569,569,569,1.0,1.0,1.0,1.0,32,32,28,3,0,32,32,32,4,0
21,21,1.0,64,16,214,214,214,214,214,1.0,1.0,1.0,1.0,8,6,8,11,2,32,25,30,4,4
22,22,1.0,64,16,97,97,97,97,97,1.0,1.0,1.0,1.0,32,32,30,6,0,32,32,28,7,0
23,23,1.0,64,16,919,919,445,919,445,1.0,1.0,1.0,1.0,8,0,0,0,1,8,2,5,20,4
24,24,1.0,64,16,213,213,213,213,213,1.0,1.0,1.0,1.0,8,3,8,11,3,32,25,30,5,1
25,25,1.0,64,16,233,233,233,233,233,1.0,1.0,1.0,1.0,8,5,8,11,1,32,22,28,4,3
26,26,1.0,64,16,489,489,489,489,489,1.0,1.0,1.0,1.0,8,0,0,0,1,32,23,28,4,2
27,27,1.0,64,16,465,465,465,465,465,1.0,1.0,1.0,1.0,8,2,2,18,1,32,25,25,4,1
28,28,1.0,64,16,118,118,118,118,118,1.0,1.0,1.0,1.0,8,7,8,11,1,8,0,0,0,1
29,29,1.0,64,16,675,412,436,412,436,1.0,1.0,1.0,1.0,8,0,0,0,1,8,1,2,4,3
30,30,1.0,64,16,327,327,327,327,327,1.0,1.0,1.0,1.0,8,0,0,0,1,32,26,26,5,1
31,31,1.0,64,16,784,695,695,695,695,1.0,1.0,1.0,1.0,8,4,7,13,3,8,2,5,21,4
32,32,1.0,64,16,190,190,190,190,190,1.0,1.0,1.0,1.0,16,7,10,9,4,32,21,23,5,2
33,33,1.0,64,16,545,545,545,545,545,1.0,1.0,1.0,1.0,8,0,0,0,1,16,11,12,7,3
34,34,1.0,64,16,506,506,506,506,506,1.0,1.0,1.0,1.0,16,6,9,11,2,32,32,32,4,0
35,35,1.0,64,16,480,480,480,480,480,1.0,1.0,1.0,1.0,16,9,13,7,2,16,9,14,8,3
36,36,1.0,64,16,133,133,133,133,133,1.0,1.0,1.0,1.0,32,32,31,4,0,32,32,32,4,0
37,37,1.0,64,16,886,886,886,886,886,1.0,1.0,1.0,1.0,32,32,29,5,0,32,25,30,4,2
38,38,1.0,64,16,967,762,762,762,762,1.0,1.0,1.0,1.0,8,0,0,0,1,16,9,12,9,2
39,39,1.0,64,16,643,794,898,794,898,1.0,1.0,1.0,1.0,8,0,0,0,1,8,0,0,0,1
40,40,1.0,64,16,562,562,562,562,562,1.0,1.0,1.0,1.0,8,1,1,1,1,16,10,16,8,1
41,41,1.0,64,16,396,396,396,396,396,1.0,1.0,1.0,1.0,8,4,5,15,2,32,24,32,5,2
42,42,1.0,64,16,570,570,570,570,570,1.0,1.0,1.0,1.0,32,32,25,4,0,32,32,30,2,0
43,43,1.0,64,16,690,690,690,690,690,1.0,1.0,1.0,1.0,16,7,10,10,2,8,0,0,0,1
44,44,1.0,64,16,902,902,902,902,902,1.0,1.0,1.0,1.0,32,32,28,5,0,32,32,24,4,0
45,45,1.0,64,16,5,6,6,6,6,1.0,1.0,1.0,1.0,8,0,0,0,1,8,2,3,21,3
46,46,1.0,64,16,914,914,914,914,914,1.0,1.0,1.0,1.0,32,32,27,5,0,32,32,32,9,0
47,47,1.0,64,16,801,801,801,801,801,1.0,1.0,1.0,1.0,8,0,0,0,1,8,0,0,0,1
48,48,1.0,64,16,149,149,149,149,149,1.0,1.0,1.0,1.0,8,4,6,14,3,32,25,27,4,1
49,49,1.0,64,16,828,828,828,828,828,1.0,1.0,1.0,1.0,32,32,25,5,0,32,32,32,8,0
50,50,1.0,64,16,965,965,965,965,965,1.0,1.0,1.0,1.0,32,32,20,7,0,32,32,32,3,0
51,51,1.0,64,16,902,902,902,902,902,1.0,1.0,1.0,1.0,32,32,28,5,0,32,32,28,5,0
52,52,1.0,64,16,962,962,962,962,962,1.0,1.0,1.0,1.0,32,32,30,6,0,32,32,32,6,0
53,53,1.0,64,16,599,410,410,410,410,1.0,1.0,1.0,1.0,8,6,8,12,2,8,5,6,12,2
54,54,1.0,64,16,654,654,654,654,654,1.0,1.0,1.0,1.0,8,3,7,16,4,8,1,3,9,3
55,55,1.0,64,16,709,709,709,709,709,1.0,1.0,1.0,1.0,8,4,8,11,4,32,23,26,5,2
56,56,1.0,64,16,532,532,532,532,532,1.0,1.0,1.0,1.0,16,8,16,11,1,32,32,28,4,0
57,57,1.0,64,16,706,706,706,706,706,1.0,1.0,1.0,1.0,8,0,0,0,1,32,20,30,6,3
58,58,1.0,64,16,975,703,975,703,975,1.0,1.0,1.0,1.0,8,0,0,0,1,8,0,0,0,1
59,59,1.0,64,16,933,933,933,933,933,1.0,1.0,1.0,1.0,8,0,0,0,1,8,3,6,17,3
60,60,1.0,64,16,171,171,171,171,171,1.0,1.0,1.0,1.0,8,6,7,12,2,16,7,13,8,3
61,61,1.0,64,16,597,597,597,597,597,1.0,1.0,1.0,1.0,16,11,16,5,1,32,25,32,6,1
62,62,1.0,64,16,528,528,528,528,528,1.0,1.0,1.0,1.0,32,32,21,7,0,32,32,32,5,0
63,63,1.0,64,16,752,752,752,752,752,1.0,1.0,1.0,1.0,8,7,8,8,1,8,7,8,8,1
64,64,1.0,64,16,269,273,269,273,269,1.0,1.0,1.0,1.0,8,0,0,0,1,16,8,10,10,3
65,65,1.0,64,16,282,281,281,281,281,1.0,1.0,1.0,1.0,8,4,7,14,4,8,6,7,12,2
66,66,1.0,64,16,799,799,999,799,999,1.0,1.0,1.0,1.0,8,0,0,0,1,8,0,0,0,1
67,67,1.0,64,16,289,289,289,289,289,1.0,1.0,1.0,1.0,16,6,7,12,1,32,27,28,3,1
68,68,1.0,64,16,942,942,942,942,942,1.0,1.0,1.0,1.0,16,13,16,6,1,32,30,30,5,1
69,69,1.0,64,16,937,937,937,937,937,1.0,1.0,1.0,1.0,32,32,31,5,0,32,32,29,4,0
70,70,1.0,64,16,924,924,924,924,924,1.0,1.0,1.0,1.0,32,17,25,4,1,32,32,32,5,0
71,71,1.0,64,16,705,705,718,705,718,1.0,1.0,1.0,1.0,8,0,0,0,1,16,14,15,6,2
72,72,1.0,64,16,202,202,202,202,202,1.0,1.0,1.0,1.0,32,32,32,7,0,32,32,28,3,0
73,73,1.0,64,16,618,544,587,544,587,1.0,1.0,1.0,1.0,8,0,0,0,1,8,0,0,0,1
74,74,1.0,64,16,278,274,278,274,278,1.0,1.0,1.0,1.0,8,0,0,0,1,8,2,5,18,4
75,75,1.0,64,16,583,583,583,583,583,1.0,1.0,1.0,1.0,32,32,25,7,0,32,32,32,5,0
76,76,1.0,64,16,419,419,549,419,549,1.0,1.0,1.0,1.0,8,0,0,0,1,8,1,3,3,3
77,77,1.0,64,16,84,84,84,84,84,1.0,1.0,1.0,1.0,32,32,29,7,0,32,32,32,5,0
78,78,1.0,64,16,688,688,688,688,688,1.0,1.0,1.0,1.0,8,0,0,0,1,16,15,16,5,1
79,79,1.0,64,16,351,351,351,351,351,1.0,1.0,1.0,1.0,32,32,29,4,0,32,32,32,5,0
80,80,1.0,64,16,806,806,806,806,806,1.0,1.0,1.0,1.0,8,1,0,2,2,8,3,3,20,2
81,81,1.0,64,16,884,500,500,500,500,1.0,1.0,1.0,1.0,8,0,0,0,1,8,0,0,0,1
82,82,1.0,64,16,145,145,145,145,145,1.0,1.0,1.0,1.0,32,32,28,7,0,32,32,32,5,0
83,83,1.0,64,16,335,335,335,335,335,1.0,1.0,1.0,1.0,32,17,17,9,1,32,32,29,5,0
84,84,1.0,64,16,633,633,633,633,633,1.0,1.0,1.0,1.0,8,0,0,0,1,8,3,5,19,4
85,85,1.0,64,16,360,360,360,360,360,1.0,1.0,1.0,1.0,32,32,30,5,0,32,32,27,4,0
86,86,1.0,64,16,715,715,715,715,715,1.0,1.0,1.0,1.0,8,6,8,11,2,32,20,27,5,4
87,87,1.0,64,16,78,78,78,78,78,1.0,1.0,1.0,1.0,32,32,28,6,0,32,32,30,4,0
88,88,1.0,64,16,935,935,961,935,961,1.0,1.0,1.0,1.0,8,0,0,0,1,16,12,15,7,3
89,89,1.0,64,16,171,171,242,171,242,1.0,1.0,1.0,1.0,8,0,0,0,1,8,3,4,18,2
90,90,1.0,64,16,603,603,603,603,603,1.0,1.0,1.0,1.0,8,0,0,0,1,16,7,9,10,3
91,91,1.0,64,16,389,389,389,389,389,1.0,1.0,1.0,1.0,32,32,29,9,0,32,32,32,7,0
92,92,1.0,64,16,370,370,370,370,370,1.0,1.0,1.0,1.0,8,4,7,16,3,16,13,16,4,1
93,93,1.0,64,16,449,449,449,449,449,1.0,1.0,1.0,1.0,8,3,7,16,4,16,15,16,5,1
94,94,1.0,64,16,572,572,509,572,509,1.0,1.0,1.0,1.0,8,0,0,0,1,8,0,0,0,1
95,95,1.0,64,16,60,60,60,60,60,1.0,1.0,1.0,1.0,8,0,0,0,1,8,2,5,20,4
96,96,1.0,64,16,779,779,779,779,779,1.0,1.0,1.0,1.0,16,9,13,7,3,32,19,19,5,1
97,97,1.0,64,16,347,347,347,347,347,1.0,1.0,1.0,1.0,32,32,29,5,0,32,32,27,5,0
98,98,1.0,64,16,370,370,370,370,370,1.0,1.0,1.0,1.0,8,5,7,14,2,16,12,15,6,3
99,99,1.0,64,16,690,690,690,690,690,1.0,1.0,1.0,1.0,8,0,0,0,1,8,0,0,0,1
100,100,1.0,64,16,910,910,910,910,910,1.0,1.0,1.0,1.0,8,2,3,23,2,8,0,0,0,1
101,101,1.0,64,16,365,365,365,365,365,1.0,1.0,1.0,1.0,8,3,4,16,2,32,32,32,3,0
102,102,1.0,64,16,162,166,166,166,166,1.0,1.0,1.0,1.0,8,0,0,0,1,8,4,7,15,4
103,103,1.0,64,16,837,970,970,970,970,1.0,1.0,1.0,1.0,8,4,8,14,4,8,3,8,17,3
104,104,1.0,64,16,603,603,603,603,603,1.0,1.0,1.0,1.0,32,32,31,5,0,32,32,25,3,0
105,105,1.0,64,16,286,286,286,286,286,1.0,1.0,1.0,1.0,8,7,7,10,1,32,32,32,6,0
106,106,1.0,64,16,264,264,264,264,264,1.0,1.0,1.0,1.0,32,32,28,5,0,32,32,27,3,0
107,107,1.0,64,16,747,747,747,747,747,1.0,1.0,1.0,1.0,16,9,16,7,1,32,29,31,3,1
108,108,1.0,64,16,649,649,649,649,649,1.0,1.0,1.0,1.0,32,32,30,4,0,32,32,32,4,0
109,109,1.0,64,16,486,486,486,486,486,1.0,1.0,1.0,1.0,8,7,8,9,1,32,24,32,5,1
110,110,1.0,64,16,512,512,512,512,512,1.0,1.0,1.0,1.0,8,0,0,0,1,8,6,8,11,1
111,111,1.0,64,16,828,828,828,828,828,1.0,1.0,1.0,1.0,8,2,2,23,1,16,11,14,7,3
112,112,1.0,64,16,955,955,955,955,955,1.0,1.0,1.0,1.0,32,32,29,6,0,32,32,29,5,0
113,113,1.0,64,16,680,680,697,680,697,1.0,1.0,1.0,1.0,8,0,0,0,1,8,7,8,11,1
114,114,1.0,64,16,893,893,783,893,783,1.0,1.0,1.0,1.0,8,0,0,0,1,16,11,11,7,2
115,115,1.0,64,16,385,385,385,385,385,1.0,1.0,1.0,1.0,8,4,8,13,4,16,7,8,11,3
116,116,1.0,64,16,965,965,937,965,937,1.0,1.0,1.0,1.0,8,0,0,0,1,32,20,22,7,2
117,117,1.0,64,16,609,609,609,609,609,1.0,1.0,1.0,1.0,8,1,2,2,2,32,21,26,5,3
118,118,1.0,64,16,131,131,131,131,131,1.0,1.0,1.0,1.0,32,32,30,5,0,32,32,26,5,0
119,119,1.0,64,16,717,717,717,717,717,1.0,1.0,1.0,1.0,8,0,0,0,1,16,13,16,5,2
120,120,1.0,64,16,819,854,854,854,854,1.0,1.0,1.0,1.0,8,1,3,2,2,8,0,0,0,1
121,121,1.0,64,16,870,870,870,870,870,1.0,1.0,1.0,1.0,8,6,7,12,2,32,22,23,5,2
122,122,1.0,64,16,237,237,237,237,237,1.0,1.0,1.0,1.0,8,3,4,20,2,16,11,14,8,3
123,123,1.0,64,16,562,562,562,562,562,1.0,1.0,1.0,1.0,8,0,0,0,1,8,5,8,12,1
124,124,1.0,64,16,48,48,48,48,48,1.0,1.0,1.0,1.0,32,32,26,4,0,32,32,32,6,0
125,125,1.0,64,16,979,975,975,975,975,1.0,1.0,1.0,1.0,8,3,8,12,2,16,11,15,7,2
126,126,1.0,64,16,834,906,906,906,906,1.0,1.0,1.0,1.0,8,0,0,0,1,8,1,2,2,2
127,127,1.0,64,16,709,748,748,748,748,1.0,1.0,1.0,1.0,8,0,0,0,1,16,9,16,8,4
