,data_ind,lambd,p,nnz,true_label,ones_label,exbs_label,ones_mu_label,exbs_mu_label,ones_gap,exbs_gap,ones_mu_gap,exbs_mu_gap,inc_init_r_max,inc_curr_r_max,inc_max_dist,inc_num_resets,inc_num_ces,dec_init_r_max,dec_curr_r_max,dec_max_dist,dec_num_resets,dec_num_ces
0,0,0.5,64,16,395,26,26,26,26,0.5625,0.25,1.0,1.0,8,0,0,0,1,8,3,7,21,5
1,1,0.5,64,16,838,838,838,838,838,0.1875,0.1875,0.625,1.0,32,18,18,6,2,8,4,6,14,3
2,2,0.5,64,16,873,873,873,873,873,1.0,0.375,1.0,1.0,32,32,23,5,0,32,32,32,3,0
3,3,0.5,64,16,2,2,2,2,2,1.0,1.0,1.0,1.0,32,32,28,4,0,32,32,32,3,0
4,4,0.5,64,16,534,534,534,534,534,1.0,0.375,1.0,1.0,8,2,3,19,2,32,32,32,4,0
5,5,0.5,64,16,269,269,269,269,269,1.0,0.8125,1.0,1.0,32,32,26,6,0,32,20,21,4,1
6,6,0.5,64,16,885,709,709,709,709,0.875,0.375,1.0,1.0,8,3,4,16,2,8,7,8,10,1
7,7,0.5,64,16,590,810,810,810,810,0.625,0.0625,1.0,1.0,8,0,0,0,1,8,3,4,18,2
8,8,0.5,64,16,133,133,133,133,133,1.0,1.0,1.0,1.0,32,32,30,5,0,32,32,32,2,0
9,9,0.5,64,16,280,280,280,280,280,1.0,0.1875,1.0,1.0,8,1,3,4,3,8,5,6,14,1
10,10,0.5,64,16,211,211,211,211,211,1.0,1.0,1.0,1.0,32,32,31,4,0,32,32,30,3,0
11,11,0.5,64,16,464,902,895,902,902,0.3125,0.0625,0.4375,1.0,8,0,0,0,1,8,1,3,5,3
12,12,0.5,64,16,800,800,800,800,800,0.875,0.875,1.0,1.0,8,1,2,8,2,8,3,6,22,2
13,13,0.5,64,16,66,66,990,68,68,0.375,0.0625,0.3125,1.0,8,0,0,0,1,8,0,0,0,1
14,14,0.5,64,16,587,587,587,587,587,1.0,0.875,1.0,1.0,32,32,31,6,0,32,32,32,3,0
15,15,0.5,64,16,975,708,708,708,708,1.0,0.0625,1.0,1.0,8,0,0,0,1,16,12,16,6,1
16,16,0.5,64,16,889,889,889,889,889,0.0625,0.0625,1.0,1.0,8,0,0,0,1,8,0,0,0,1
17,17,0.5,64,16,774,774,774,774,774,1.0,0.1875,1.0,1.0,8,2,3,19,2,16,11,14,7,3
18,18,0.5,64,16,138,138,138,138,138,1.0,1.0,1.0,1.0,32,32,29,4,0,32,32,32,6,0
19,19,0.5,64,16,956,956,956,956,956,1.0,1.0,1.0,1.0,32,32,22,6,0,32,32,32,3,0
