,data_ind,lambd,p,nnz,true_label,ones_label,exbs_label,ones_mu_label,exbs_mu_label,ones_gap,exbs_gap,ones_mu_gap,exbs_mu_gap,inc_init_r_max,inc_curr_r_max,inc_max_dist,inc_num_resets,inc_num_ces,dec_init_r_max,dec_curr_r_max,dec_max_dist,dec_num_resets,dec_num_ces
0,0,0.375,64,16,395,30,30,287,30,0.0625,0.0,0.0625,1.0,8,0,0,0,1,8,3,4,16,2
1,1,0.375,64,16,838,838,838,838,838,0.125,0.375,1.0,1.0,8,1,3,5,4,8,4,7,14,4
2,2,0.375,64,16,873,873,873,873,873,1.0,1.0,1.0,1.0,32,32,28,5,0,32,32,32,3,0
3,3,0.375,64,16,2,2,2,2,2,1.0,1.0,1.0,1.0,32,32,29,5,0,32,32,32,3,0
4,4,0.375,64,16,534,534,534,534,534,1.0,0.5625,1.0,1.0,32,32,19,8,0,32,32,32,4,0
5,5,0.375,64,16,269,269,269,269,269,0.875,0.3125,1.0,1.0,8,0,0,0,1,32,32,32,4,0
6,6,0.375,64,16,885,709,709,709,709,0.375,0.1875,0.75,1.0,8,1,2,7,2,8,2,3,22,4
7,7,0.375,64,16,590,590,590,590,810,0.25,0.25,0.625,1.0,8,0,0,0,1,8,0,0,0,1
8,8,0.375,64,16,133,133,133,133,133,1.0,1.0,1.0,1.0,32,32,26,4,0,32,32,32,3,0
9,9,0.375,64,16,280,280,280,280,280,0.1875,0.5625,1.0,1.0,8,6,8,12,1,8,0,0,0,1
10,10,0.375,64,16,211,211,211,211,211,0.25,0.625,1.0,1.0,32,22,22,5,1,8,1,3,6,4
11,11,0.375,64,16,464,512,512,512,512,0.1875,0.25,1.0,1.0,8,5,7,12,2,8,1,3,5,3
12,12,0.375,64,16,800,800,800,800,800,0.75,0.4375,1.0,1.0,8,7,8,11,1,8,5,7,13,3
13,13,0.375,64,16,66,931,68,66,66,0.4375,0.0625,1.0,1.0,8,0,0,0,1,8,0,0,0,1
14,14,0.375,64,16,587,587,587,587,587,1.0,0.5,1.0,1.0,32,32,32,6,0,32,32,32,6,0
15,15,0.375,64,16,975,708,975,708,975,0.375,0.375,0.0625,1.0,8,0,0,0,1,8,0,0,0,1
16,16,0.375,64,16,889,453,576,889,889,0.0625,0.0625,0.75,1.0,8,0,0,0,1,8,0,0,0,1
17,17,0.375,64,16,774,774,774,774,774,0.125,0.125,0.875,1.0,8,1,3,4,4,8,0,0,0,1
18,18,0.375,64,16,138,138,138,138,138,1.0,1.0,1.0,1.0,32,32,27,4,0,32,32,32,2,0
19,19,0.375,64,16,956,956,956,956,956,1.0,0.875,1.0,1.0,8,3,7,16,4,32,26,29,4,2
20,20,0.375,64,16,569,569,569,569,569,1.0,0.25,1.0,1.0,32,32,28,5,0,32,32,30,3,0
21,21,0.375,64,16,214,214,214,214,214,1.0,0.25,1.0,1.0,32,32,30,6,0,32,32,32,3,0
22,22,0.375,64,16,97,97,99,97,97,0.625,0.0625,1.0,1.0,8,0,0,0,1,16,13,16,6,2
23,23,0.375,64,16,919,919,919,919,919,0.4375,0.625,1.0,1.0,16,11,12,8,3,8,5,8,12,2
24,24,0.375,64,16,213,213,213,213,213,1.0,1.0,1.0,1.0,32,32,31,4,0,32,32,32,3,0
25,25,0.375,64,16,233,233,261,233,170,0.3125,0.125,0.625,1.0,8,0,0,0,1,8,1,2,3,3
26,26,0.375,64,16,489,489,96,489,489,0.625,0.0625,1.0,1.0,8,1,3,4,3,16,15,16,5,1
27,27,0.375,64,16,465,414,412,414,636,0.125,0.0,1.0,1.0,8,0,0,0,1,8,1,0,1,1
