,data_ind,lambd,p,nnz,true_label,ones_label,exbs_label,ones_mu_label,exbs_mu_label,ones_gap,exbs_gap,ones_mu_gap,exbs_mu_gap,inc_init_r_max,inc_curr_r_max,inc_max_dist,inc_num_resets,inc_num_ces,dec_init_r_max,dec_curr_r_max,dec_max_dist,dec_num_resets,dec_num_ces
0,0,0.5,64,16,395,30,30,30,30,0.4375,0.0625,0.125,1.0,8,1,0,2,2,8,2,5,21,4
1,1,0.5,64,16,838,838,838,838,838,0.75,0.375,1.0,1.0,8,7,7,9,1,16,9,13,9,2
2,2,0.5,64,16,873,873,873,873,873,1.0,1.0,1.0,1.0,32,32,29,4,0,32,32,32,2,0
3,3,0.5,64,16,2,2,2,2,2,1.0,1.0,1.0,1.0,32,32,28,8,0,32,32,32,3,0
4,4,0.5,64,16,534,534,534,534,534,1.0,0.625,1.0,1.0,32,32,31,6,0,32,32,32,3,0
5,5,0.5,64,16,269,269,269,269,269,1.0,0.5,1.0,1.0,8,3,8,15,2,32,30,30,3,1
6,6,0.5,64,16,885,709,709,709,709,0.75,0.625,0.75,1.0,8,3,3,22,1,8,4,4,16,1
7,7,0.5,64,16,590,810,590,590,810,0.125,0.3125,0.75,1.0,8,0,0,0,1,8,0,0,0,1
8,8,0.5,64,16,133,133,133,133,133,1.0,1.0,1.0,1.0,32,32,30,6,0,32,32,32,4,0
9,9,0.5,64,16,280,280,280,280,280,0.5,0.625,1.0,1.0,16,8,15,9,2,8,4,7,13,4
10,10,0.5,64,16,211,211,211,211,211,0.375,0.875,1.0,1.0,32,18,22,6,3,8,2,8,18,5
11,11,0.5,64,16,464,512,512,512,512,0.1875,0.3125,1.0,1.0,32,9,10,9,2,8,5,8,13,1
12,12,0.5,64,16,800,800,800,800,800,0.875,0.625,1.0,1.0,16,11,11,7,1,16,8,11,10,2
13,13,0.5,64,16,66,66,68,66,68,0.0,0.125,1.0,1.0,8,0,0,0,1,8,0,0,0,1
14,14,0.5,64,16,587,587,587,587,587,1.0,0.625,1.0,1.0,32,32,26,5,0,32,32,32,3,0
15,15,0.5,64,16,975,708,975,708,975,0.25,0.25,0.875,1.0,8,0,0,0,1,8,2,3,23,2
16,16,0.5,64,16,889,795,889,889,889,0.0,0.25,0.875,1.0,8,0,0,0,1,8,1,3,4,3
17,17,0.5,64,16,774,774,774,774,774,0.375,0.375,0.5,1.0,8,1,3,2,2,8,2,3,19,2
18,18,0.5,64,16,138,138,138,138,138,1.0,1.0,1.0,1.0,32,32,24,5,0,32,32,32,3,0
19,19,0.5,64,16,956,956,956,956,956,1.0,1.0,1.0,1.0,8,5,7,14,3,32,21,25,5,2
20,20,0.5,64,16,569,569,569,569,569,1.0,0.3125,1.0,1.0,16,6,8,10,1,32,29,31,4,1
21,21,0.5,64,16,214,214,214,214,214,1.0,0.75,1.0,1.0,32,32,18,6,0,32,32,32,3,0
22,22,0.5,64,16,97,97,146,97,97,1.0,0.125,1.0,1.0,8,0,0,0,1,32,17,23,6,3
23,23,0.5,64,16,919,919,919,919,919,1.0,0.75,1.0,1.0,16,14,16,6,2,16,12,14,6,2
24,24,0.5,64,16,213,213,213,213,213,1.0,1.0,1.0,1.0,32,32,30,4,0,32,32,32,4,0
25,25,0.5,64,16,233,233,261,233,170,0.625,0.1875,0.625,1.0,8,0,0,0,1,8,3,5,21,3
26,26,0.5,64,16,489,489,91,489,489,1.0,0.125,1.0,1.0,8,0,0,0,1,32,28,30,4,1
27,27,0.5,64,16,465,414,636,414,636,0.0,0.25,1.0,1.0,8,0,0,0,1,8,0,0,0,1
