,data_ind,lambd,p,nnz,true_label,ones_label,exbs_label,ones_mu_label,exbs_mu_label,ones_gap,exbs_gap,ones_mu_gap,exbs_mu_gap,inc_init_r_max,inc_curr_r_max,inc_max_dist,inc_num_resets,inc_num_ces,dec_init_r_max,dec_curr_r_max,dec_max_dist,dec_num_resets,dec_num_ces
0,0,1.0,64,16,395,30,30,30,30,1.0,1.0,1.0,1.0,8,0,0,0,1,8,0,0,0,1
1,1,1.0,64,16,838,838,838,838,838,1.0,1.0,1.0,1.0,8,2,3,24,2,16,12,16,5,1
2,2,1.0,64,16,873,873,873,873,873,1.0,1.0,1.0,1.0,32,32,25,7,0,32,32,32,5,0
3,3,1.0,64,16,2,2,2,2,2,1.0,1.0,1.0,1.0,32,32,28,6,0,32,32,32,5,0
4,4,1.0,64,16,534,534,534,534,534,1.0,1.0,1.0,1.0,32,32,30,6,0,32,32,31,4,0
5,5,1.0,64,16,269,269,269,269,269,1.0,1.0,1.0,1.0,8,5,6,13,2,16,12,16,6,1
6,6,1.0,64,16,885,709,709,709,709,1.0,1.0,1.0,1.0,8,4,8,15,4,8,0,0,0,1
7,7,1.0,64,16,590,810,810,810,810,1.0,1.0,1.0,1.0,8,0,0,0,1,8,1,2,3,3
8,8,1.0,64,16,133,133,133,133,133,1.0,1.0,1.0,1.0,32,32,26,6,0,32,32,30,6,0
9,9,1.0,64,16,280,280,280,280,280,1.0,1.0,1.0,1.0,16,7,16,9,1,8,1,1,1,1
10,10,1.0,64,16,211,211,211,211,211,1.0,1.0,1.0,1.0,16,10,10,7,1,32,18,18,6,1
11,11,1.0,64,16,464,512,512,512,512,1.0,1.0,1.0,1.0,8,6,8,10,1,8,7,8,11,1
12,12,1.0,64,16,800,800,800,800,800,1.0,1.0,1.0,1.0,8,5,8,12,1,32,22,26,5,1
13,13,1.0,64,16,66,307,66,307,66,1.0,1.0,1.0,1.0,8,0,0,0,1,8,0,0,0,1
14,14,1.0,64,16,587,587,587,587,587,1.0,1.0,1.0,1.0,32,32,30,5,0,32,32,26,5,0
15,15,1.0,64,16,975,708,540,708,540,1.0,1.0,1.0,1.0,8,0,0,0,1,8,1,0,1,1
16,16,1.0,64,16,889,889,889,889,889,1.0,1.0,1.0,1.0,8,1,3,6,3,8,6,8,12,1
17,17,1.0,64,16,774,774,774,774,774,1.0,1.0,1.0,1.0,8,1,0,1,1,8,2,3,23,3
18,18,1.0,64,16,138,138,138,138,138,1.0,1.0,1.0,1.0,32,32,32,6,0,32,32,28,6,0
19,19,1.0,64,16,956,956,956,956,956,1.0,1.0,1.0,1.0,8,3,5,16,3,16,13,16,6,1
20,20,1.0,64,16,569,569,569,569,569,1.0,1.0,1.0,1.0,8,6,8,9,2,32,32,25,4,0
21,21,1.0,64,16,214,214,214,214,214,1.0,1.0,1.0,1.0,8,6,8,12,2,8,0,0,0,1
22,22,1.0,64,16,97,97,97,97,97,1.0,1.0,1.0,1.0,16,11,13,6,1,32,32,27,5,0
23,23,1.0,64,16,919,919,919,919,919,1.0,1.0,1.0,1.0,8,2,8,20,3,8,4,8,13,2
24,24,1.0,64,16,213,213,213,213,213,1.0,1.0,1.0,1.0,32,32,32,7,0,32,32,32,5,0
25,25,1.0,64,16,233,233,170,233,170,1.0,1.0,1.0,1.0,8,0,0,0,1,8,7,8,10,1
26,26,1.0,64,16,489,489,489,489,489,1.0,1.0,1.0,1.0,8,1,7,10,4,16,10,15,8,2
27,27,1.0,64,16,465,465,636,465,636,1.0,1.0,1.0,1.0,8,0,0,0,1,8,0,0,0,1
28,28,1.0,64,16,118,118,118,118,118,1.0,1.0,1.0,1.0,8,6,8,9,2,32,27,30,5,1
29,29,1.0,64,16,675,675,412,675,412,1.0,1.0,1.0,1.0,8,0,0,0,1,8,4,6,15,3
30,30,1.0,64,16,327,327,327,327,327,1.0,1.0,1.0,1.0,8,0,0,0,1,32,20,21,6,1
31,31,1.0,64,16,784,695,695,695,695,1.0,1.0,1.0,1.0,8,0,0,0,1,16,15,16,6,1
32,32,1.0,64,16,190,190,190,190,190,1.0,1.0,1.0,1.0,32,32,30,5,0,32,32,30,5,0
33,33,1.0,64,16,545,545,545,545,545,1.0,1.0,1.0,1.0,8,5,7,14,1,32,23,32,7,1
34,34,1.0,64,16,506,506,506,506,506,1.0,1.0,1.0,1.0,32,32,30,5,0,32,32,32,5,0
35,35,1.0,64,16,480,480,480,480,480,1.0,1.0,1.0,1.0,8,6,8,10,1,8,3,8,16,4
36,36,1.0,64,16,133,133,133,133,133,1.0,1.0,1.0,1.0,8,4,7,15,3,16,10,15,8,2
37,37,1.0,64,16,886,886,886,886,886,1.0,1.0,1.0,1.0,32,32,30,5,0,32,32,31,4,0
38,38,1.0,64,16,967,909,582,909,582,1.0,1.0,1.0,1.0,8,0,0,0,1,8,0,0,0,1
39,39,1.0,64,16,643,772,418,772,418,1.0,1.0,1.0,1.0,8,0,0,0,1,8,0,0,0,1
40,40,1.0,64,16,562,529,529,529,529,1.0,1.0,1.0,1.0,8,0,0,0,1,8,0,0,0,1
41,41,1.0,64,16,396,396,396,396,396,1.0,1.0,1.0,1.0,8,0,0,0,1,32,26,29,5,1
