,data_ind,lambd,p,nnz,true_label,ones_label,exbs_label,ones_mu_label,exbs_mu_label,ones_gap,exbs_gap,ones_mu_gap,exbs_mu_gap,inc_init_r_max,inc_curr_r_max,inc_max_dist,inc_num_resets,inc_num_ces,dec_init_r_max,dec_curr_r_max,dec_max_dist,dec_num_resets,dec_num_ces
0,0,1.0,29,8,1,1,1,1,1,1.0,1.0,1.0,1.0,3,2,3,19,1,7,6,7,11,1
1,1,1.0,23,6,2,2,2,2,2,1.0,1.0,1.0,1.0,5,3,4,15,2,11,6,8,12,2
2,2,1.0,37,10,2,2,2,2,2,1.0,1.0,1.0,1.0,18,18,17,7,0,18,18,18,5,0
3,3,1.0,22,6,1,2,2,2,2,1.0,1.0,1.0,1.0,11,8,8,10,1,5,4,4,15,1
4,4,1.0,33,9,2,2,2,2,2,1.0,1.0,1.0,1.0,16,16,14,7,0,16,16,16,5,0
5,5,1.0,21,6,0,0,0,0,0,1.0,1.0,1.0,1.0,10,10,10,9,0,10,10,10,10,0
6,6,1.0,38,10,1,1,1,1,1,1.0,1.0,1.0,1.0,4,0,0,0,1,4,0,0,0,1
7,7,1.0,27,7,2,2,2,2,2,1.0,1.0,1.0,1.0,13,13,11,9,0,13,13,13,7,0
8,8,1.0,23,6,2,2,2,2,2,1.0,1.0,1.0,1.0,11,11,11,13,0,11,11,11,7,0
9,9,1.0,22,6,2,2,2,2,2,1.0,1.0,1.0,1.0,11,11,9,10,0,11,11,11,7,0
10,10,1.0,35,9,2,2,2,2,2,1.0,1.0,1.0,1.0,17,17,16,6,0,17,17,15,7,0
11,11,1.0,21,6,0,0,0,0,0,1.0,1.0,1.0,1.0,5,3,3,19,1,10,7,10,10,2
12,12,1.0,31,8,1,1,2,1,2,1.0,1.0,1.0,1.0,3,0,0,0,1,7,4,7,15,3
13,13,1.0,17,5,2,2,2,2,2,1.0,1.0,1.0,1.0,8,8,6,11,0,8,8,8,11,0
14,14,1.0,29,8,1,1,1,1,1,1.0,1.0,1.0,1.0,14,14,13,8,0,14,14,14,8,0
15,15,1.0,28,7,1,1,2,1,2,1.0,1.0,1.0,1.0,7,3,6,15,4,3,0,0,0,1
16,16,1.0,33,9,1,1,1,1,1,1.0,1.0,1.0,1.0,8,3,7,17,3,16,12,12,7,1
17,17,1.0,38,10,1,1,2,1,2,1.0,1.0,1.0,1.0,4,2,2,25,1,4,0,0,0,1
18,18,1.0,23,6,1,1,2,1,2,1.0,1.0,1.0,1.0,2,0,0,0,1,2,1,2,6,1
19,19,1.0,31,8,1,1,2,1,2,1.0,1.0,1.0,1.0,3,0,0,0,1,3,1,2,11,2
20,20,1.0,19,5,1,0,0,0,0,1.0,1.0,1.0,1.0,9,8,9,10,1,4,2,4,18,1
21,21,1.0,40,10,2,2,2,2,2,1.0,1.0,1.0,1.0,20,20,16,7,0,20,20,20,5,0
22,22,1.0,25,7,2,2,1,2,1,1.0,1.0,1.0,1.0,6,2,5,21,3,3,0,0,0,1
23,23,1.0,43,11,2,2,1,2,1,1.0,1.0,1.0,1.0,5,0,0,0,1,5,0,0,0,1
24,24,1.0,24,6,1,1,0,1,0,1.0,1.0,1.0,1.0,6,3,6,20,1,3,0,0,0,1
25,25,1.0,22,6,2,2,2,2,2,1.0,1.0,1.0,1.0,11,11,11,8,0,11,11,11,11,0
