,data_ind,lambd,p,nnz,true_label,ones_label,exbs_label,ones_mu_label,exbs_mu_label,ones_gap,exbs_gap,ones_mu_gap,exbs_mu_gap,inc_init_r_max,inc_curr_r_max,inc_max_dist,inc_num_resets,inc_num_ces,dec_init_r_max,dec_curr_r_max,dec_max_dist,dec_num_resets,dec_num_ces
0,0,0.25,64,16,395,123,30,30,30,0.0625,0.0,0.5,1.0,8,0,0,0,1,8,3,6,17,4
1,1,0.25,64,16,838,838,838,838,838,0.0625,0.1875,1.0,1.0,8,0,0,0,1,8,1,2,4,3
2,2,0.25,64,16,873,873,873,873,873,1.0,1.0,1.0,1.0,32,32,30,4,0,32,32,32,4,0
3,3,0.25,64,16,2,2,2,2,2,1.0,1.0,1.0,1.0,32,32,28,6,0,32,32,32,3,0
4,4,0.25,64,16,534,534,534,534,534,0.875,0.25,1.0,1.0,32,32,29,5,0,32,32,32,3,0
5,5,0.25,64,16,269,269,248,269,269,0.5,0.0,1.0,1.0,8,0,0,0,1,32,27,27,4,1
6,6,0.25,64,16,885,709,709,709,709,0.3125,0.0625,0.5,1.0,8,0,0,0,1,8,1,2,3,3
7,7,0.25,64,16,590,810,590,590,590,0.1875,0.0625,0.75,1.0,8,0,0,0,1,8,1,3,4,2
8,8,0.25,64,16,133,133,133,133,133,1.0,0.875,1.0,1.0,32,32,30,4,0,32,32,32,3,0
9,9,0.25,64,16,280,5,280,280,280,0.0,0.3125,1.0,1.0,8,1,5,13,5,8,0,0,0,1
10,10,0.25,64,16,211,168,211,211,211,0.4375,0.5,1.0,1.0,16,14,16,5,1,8,1,4,16,4
11,11,0.25,64,16,464,512,512,512,512,0.0,0.0625,1.0,1.0,8,1,4,3,3,8,0,0,0,1
12,12,0.25,64,16,800,800,800,800,800,0.5625,0.4375,1.0,1.0,8,7,8,11,1,16,12,16,7,1
13,13,0.25,64,16,66,310,66,66,66,0.0,0.0,0.875,1.0,8,0,0,0,1,8,0,0,0,1
14,14,0.25,64,16,587,587,587,587,587,0.6875,0.0,1.0,1.0,8,0,0,0,1,32,29,32,4,1
15,15,0.25,64,16,975,975,975,975,975,0.3125,0.1875,0.5,1.0,8,1,5,3,3,8,1,5,3,2
16,16,0.25,64,16,889,453,576,889,889,0.0625,0.0625,0.8125,1.0,8,0,0,0,1,8,0,0,0,1
17,17,0.25,64,16,774,910,876,774,774,0.0625,0.0,1.0,1.0,8,0,0,0,1,8,0,0,0,1
18,18,0.25,64,16,138,138,138,138,138,1.0,0.625,1.0,1.0,32,32,21,7,0,32,32,32,4,0
19,19,0.25,64,16,956,956,956,956,956,0.75,0.5,1.0,1.0,8,1,5,4,4,32,19,25,7,3
20,20,0.25,64,16,569,569,569,569,569,1.0,0.25,1.0,1.0,8,6,7,10,1,32,32,32,4,0
21,21,0.25,64,16,214,214,14,214,214,0.625,0.25,1.0,1.0,8,0,0,0,1,16,15,16,6,1
22,22,0.25,64,16,97,97,146,97,97,0.25,0.0625,1.0,1.0,8,0,0,0,1,8,6,6,14,2
23,23,0.25,64,16,919,919,919,919,919,0.1875,0.375,1.0,1.0,16,10,12,7,2,8,7,8,10,1
24,24,0.25,64,16,213,213,213,213,213,1.0,1.0,1.0,1.0,32,32,31,4,0,32,32,32,3,0
25,25,0.25,64,16,233,170,261,233,170,0.25,0.25,0.125,1.0,8,0,0,0,1,8,1,2,8,3
26,26,0.25,64,16,489,489,677,489,489,0.5,0.0625,1.0,1.0,8,0,0,0,1,16,15,16,6,1
27,27,0.25,64,16,465,414,414,414,636,0.0,0.0625,1.0,1.0,8,0,0,0,1,8,0,0,0,1
28,28,0.25,64,16,118,118,118,118,118,0.6875,0.3125,1.0,1.0,16,7,11,9,2,32,24,25,6,2
29,29,0.25,64,16,675,412,458,412,412,0.0625,0.25,0.75,1.0,8,4,8,15,3,8,0,0,0,1
30,30,0.25,64,16,327,327,793,327,327,0.0,0.0625,1.0,1.0,8,0,0,0,1,8,5,8,13,2
31,31,0.25,64,16,784,695,695,695,695,0.4375,0.375,1.0,1.0,8,1,8,14,4,32,22,30,4,3
32,32,0.25,64,16,190,190,153,190,190,0.4375,0.375,1.0,1.0,8,0,0,0,1,16,9,11,9,2
33,33,0.25,64,16,545,751,729,545,545,0.1875,0.0625,1.0,1.0,8,0,0,0,1,8,0,0,0,1
34,34,0.25,64,16,506,506,506,506,506,0.875,0.125,1.0,1.0,8,0,0,0,1,32,24,25,5,2
35,35,0.25,64,16,480,877,707,480,480,0.125,0.0625,0.75,1.0,8,1,3,20,3,8,0,0,0,1
36,36,0.25,64,16,133,16,133,133,133,0.1875,0.125,0.8125,1.0,8,2,3,22,3,8,3,7,19,3
37,37,0.25,64,16,886,886,886,886,886,1.0,0.75,1.0,1.0,32,32,25,5,0,32,32,32,3,0
38,38,0.25,64,16,967,760,762,762,454,0.0,0.375,0.0625,1.0,8,1,2,12,2,8,1,2,3,3
39,39,0.25,64,16,643,629,445,629,629,0.1875,0.0,0.5,1.0,8,3,5,16,3,8,5,7,12,2
40,40,0.25,64,16,562,655,842,838,842,0.0,0.125,0.8125,1.0,8,0,0,0,1,8,2,3,22,4
41,41,0.25,64,16,396,396,396,396,396,0.8125,0.375,1.0,1.0,16,15,16,4,1,32,32,32,3,0
42,42,0.25,64,16,570,570,570,570,570,0.875,0.1875,1.0,1.0,8,2,8,14,3,32,32,32,3,0
43,43,0.25,64,16,690,690,690,690,690,0.6875,0.25,1.0,1.0,16,11,15,6,2,16,12,16,7,1
44,44,0.25,64,16,902,840,789,840,840,0.375,0.0625,0.625,1.0,8,0,0,0,1,8,1,2,3,3
45,45,0.25,64,16,5,34,34,34,34,0.625,0.1875,0.625,1.0,8,0,0,0,1,8,4,8,15,2
46,46,0.25,64,16,914,914,914,914,914,1.0,0.3125,1.0,1.0,8,2,4,19,3,32,28,32,4,2
47,47,0.25,64,16,801,801,801,801,801,0.4375,0.375,1.0,1.0,8,0,0,0,1,32,19,20,5,1
48,48,0.25,64,16,149,149,149,149,149,0.3125,0.4375,1.0,1.0,32,32,24,4,0,32,32,26,4,0
49,49,0.25,64,16,828,828,828,828,828,0.875,0.8125,1.0,1.0,32,32,24,3,0,32,32,31,2,0
50,50,0.25,64,16,965,965,965,965,965,1.0,0.6875,1.0,1.0,32,32,28,4,0,32,32,32,4,0
51,51,0.25,64,16,902,902,966,902,418,0.1875,0.0625,1.0,1.0,8,0,0,0,1,8,6,8,13,2
52,52,0.25,64,16,962,962,962,962,962,0.375,0.6875,1.0,1.0,16,8,9,8,2,8,7,8,11,1
53,53,0.25,64,16,599,410,410,410,410,0.5625,0.0625,0.875,1.0,8,0,0,0,1,8,4,4,16,1
54,54,0.25,64,16,654,609,609,609,609,0.6875,0.0625,1.0,1.0,8,0,0,0,1,32,25,27,5,1
55,55,0.25,64,16,709,477,802,477,477,0.1875,0.0625,0.75,1.0,8,0,0,0,1,8,1,3,8,4
56,56,0.25,64,16,532,532,532,532,532,1.0,0.375,1.0,1.0,32,32,31,5,0,32,32,32,3,0
57,57,0.25,64,16,706,706,706,706,706,0.3125,0.1875,0.75,1.0,8,0,0,0,1,8,4,5,16,2
58,58,0.25,64,16,975,975,975,975,975,0.75,0.1875,0.875,1.0,8,3,8,17,3,16,13,13,7,1
59,59,0.25,64,16,933,933,933,933,933,0.5625,0.625,1.0,1.0,32,32,30,4,0,32,32,32,4,0
60,60,0.25,64,16,171,171,171,171,171,0.875,0.5625,1.0,1.0,32,32,25,3,0,32,32,30,4,0
61,61,0.25,64,16,597,597,597,597,597,0.75,0.5,1.0,1.0,8,3,8,18,2,16,15,16,6,1
62,62,0.25,64,16,528,528,528,528,528,1.0,0.875,1.0,1.0,32,32,20,3,0,32,32,28,4,0
63,63,0.25,64,16,752,752,130,752,752,0.5625,0.0625,1.0,1.0,8,0,0,0,1,16,12,16,7,3
64,64,0.25,64,16,269,269,269,269,269,0.875,0.625,1.0,1.0,32,32,31,6,0,32,32,32,4,0
65,65,0.25,64,16,282,281,289,285,285,0.125,0.0625,0.125,1.0,8,0,0,0,1,8,0,0,0,1
66,66,0.25,64,16,799,877,702,747,416,0.0625,0.125,0.4375,1.0,8,0,0,0,1,8,1,2,5,2
67,67,0.25,64,16,289,289,289,289,289,1.0,0.5625,1.0,1.0,32,32,20,5,0,32,32,32,3,0
68,68,0.25,64,16,942,942,607,942,941,0.5,0.0625,0.875,1.0,8,0,0,0,1,8,7,8,11,1
69,69,0.25,64,16,937,937,937,937,937,0.75,0.375,1.0,1.0,16,10,11,6,2,32,20,27,5,2
70,70,0.25,64,16,924,924,924,924,924,1.0,0.75,1.0,1.0,32,32,30,4,0,32,32,30,2,0
71,71,0.25,64,16,705,705,705,705,547,0.5625,0.3125,1.0,1.0,8,0,0,0,1,32,19,25,6,1
72,72,0.25,64,16,202,202,202,202,202,0.25,0.125,1.0,1.0,8,5,8,11,3,16,12,12,8,2
73,73,0.25,64,16,618,544,544,544,544,0.125,0.375,0.75,1.0,8,5,8,14,2,16,8,9,9,3
74,74,0.25,64,16,278,272,274,274,274,0.1875,0.0625,0.4375,1.0,8,1,0,1,1,8,3,5,18,4
75,75,0.25,64,16,583,583,583,583,583,0.375,0.0625,0.25,1.0,8,1,3,7,3,8,6,7,12,2
76,76,0.25,64,16,419,419,419,419,419,1.0,0.75,1.0,1.0,16,8,11,7,3,16,10,11,8,2
77,77,0.25,64,16,84,84,84,84,84,1.0,0.8125,1.0,1.0,32,32,30,5,0,32,32,27,3,0
78,78,0.25,64,16,688,688,688,688,688,0.25,0.25,1.0,1.0,16,9,9,8,1,32,24,31,4,1
79,79,0.25,64,16,351,351,351,351,351,0.8125,0.375,1.0,1.0,32,32,27,5,0,32,32,32,4,0
80,80,0.25,64,16,806,806,806,806,806,0.625,0.375,1.0,1.0,16,15,14,5,1,16,10,15,6,2
81,81,0.25,64,16,884,276,43,972,972,0.0,0.0625,0.1875,1.0,8,0,0,0,1,8,0,0,0,1
82,82,0.25,64,16,145,145,145,145,145,1.0,0.875,1.0,1.0,32,32,26,6,0,32,32,32,3,0
83,83,0.25,64,16,335,335,335,335,335,0.5,0.3125,1.0,1.0,32,32,27,4,0,32,32,32,3,0
84,84,0.25,64,16,633,918,570,633,633,0.125,0.0625,0.75,1.0,8,0,0,0,1,8,1,3,8,4
85,85,0.25,64,16,360,360,147,360,360,0.125,0.0,1.0,1.0,8,0,0,0,1,8,1,3,8,3
86,86,0.25,64,16,715,715,715,715,715,0.75,0.6875,1.0,1.0,16,10,14,6,1,16,10,14,8,3
87,87,0.25,64,16,78,78,78,78,78,1.0,0.8125,1.0,1.0,32,32,28,4,0,32,32,32,4,0
88,88,0.25,64,16,935,935,935,935,935,0.875,0.625,1.0,1.0,16,13,16,5,1,32,23,29,5,2
89,89,0.25,64,16,171,171,171,171,172,0.8125,0.125,0.6875,1.0,8,3,3,17,1,32,21,26,5,2
90,90,0.25,64,16,603,603,603,603,603,0.5625,0.3125,1.0,1.0,8,6,7,13,2,32,18,25,7,2
91,91,0.25,64,16,389,389,389,389,389,1.0,0.875,1.0,1.0,32,32,28,4,0,32,32,32,3,0
92,92,0.25,64,16,370,370,370,370,370,1.0,0.8125,1.0,1.0,32,32,31,4,0,32,32,32,5,0
93,93,0.25,64,16,449,975,449,449,449,0.25,0.125,0.75,1.0,8,3,5,14,3,8,1,3,7,4
94,94,0.25,64,16,572,509,116,572,572,0.0625,0.0625,0.875,1.0,8,0,0,0,1,8,0,0,0,1
95,95,0.25,64,16,60,60,62,60,60,0.6875,0.0625,1.0,1.0,8,1,2,2,2,16,13,16,7,1
96,96,0.25,64,16,779,779,779,779,779,0.75,0.1875,1.0,1.0,16,8,9,9,2,32,22,30,5,2
97,97,0.25,64,16,347,347,347,347,347,1.0,0.875,1.0,1.0,32,32,29,7,0,32,32,32,3,0
98,98,0.25,64,16,370,370,370,370,370,0.5625,0.375,1.0,1.0,32,15,27,6,1,32,32,30,4,0
