,lambd,p,k,k_mu
0,0.375,64,64,64
1,0.375,64,64,19
2,0.375,64,26,14
3,0.375,64,12,3
4,0.375,64,44,6
5,0.375,64,64,21
6,0.375,64,62,20
7,0.375,64,64,61
8,0.375,64,10,3
9,0.375,64,64,58
10,0.375,64,64,56
11,0.375,64,64,8
12,0.375,64,39,20
13,0.375,64,64,59
14,0.375,64,64,16
15,0.375,64,64,54
16,0.375,64,64,54
17,0.375,64,64,35
18,0.375,64,34,5
19,0.375,64,30,7
20,0.375,64,40,13
21,0.375,64,44,30
22,0.375,64,64,6
23,0.375,64,64,19
24,0.375,64,9,6
25,0.375,64,64,44
26,0.375,64,64,17
27,0.375,64,64,61
28,0.375,64,49,7
29,0.375,64,64,55
30,0.375,64,64,43
31,0.375,64,60,31
32,0.375,64,64,26
33,0.375,64,64,60
34,0.375,64,47,7
35,0.375,64,64,18
36,0.375,64,64,29
37,0.375,64,14,6
38,0.375,64,64,61
39,0.375,64,64,54
40,0.375,64,64,30
41,0.375,64,32,16
42,0.375,64,56,42
43,0.375,64,57,35
44,0.375,64,64,64
45,0.375,64,64,62
46,0.375,64,30,21
47,0.375,64,64,5
48,0.375,64,33,8
49,0.375,64,18,7
50,0.375,64,29,19
51,0.375,64,64,20
52,0.375,64,22,5
53,0.375,64,64,14
54,0.375,64,63,34
55,0.375,64,64,52
56,0.375,64,33,14
57,0.375,64,64,34
58,0.375,64,64,11
59,0.375,64,64,11
60,0.375,64,64,54
61,0.375,64,61,19
62,0.375,64,21,5
63,0.375,64,64,35
64,0.375,64,45,12
65,0.375,64,64,55
66,0.375,64,64,64
67,0.375,64,25,15
68,0.375,64,32,12
69,0.375,64,64,24
70,0.375,64,24,12
71,0.375,64,64,48
72,0.375,64,64,39
73,0.375,64,64,63
74,0.375,64,64,61
75,0.375,64,54,46
76,0.375,64,64,60
77,0.375,64,11,3
78,0.375,64,64,12
79,0.375,64,54,16
80,0.375,64,57,20
81,0.375,64,64,18
82,0.375,64,18,9
83,0.375,64,64,11
84,0.375,64,64,62
85,0.375,64,64,20
86,0.375,64,64,49
87,0.375,64,19,9
88,0.375,64,8,4
89,0.375,64,64,47
90,0.375,64,64,55
91,0.375,64,59,5
92,0.375,64,14,5
93,0.375,64,64,28
94,0.375,64,64,55
95,0.375,64,64,39
96,0.375,64,50,17
97,0.375,64,22,4
98,0.375,64,51,10
99,0.375,64,64,53
100,0.375,64,64,53
101,0.375,64,23,5
102,0.375,64,64,59
103,0.375,64,64,14
104,0.375,64,64,15
105,0.375,64,36,11
106,0.375,64,47,7
107,0.375,64,64,31
108,0.375,64,42,5
109,0.375,64,8,5
110,0.375,64,64,31
111,0.375,64,64,14
112,0.375,64,19,3
113,0.375,64,64,63
114,0.375,64,44,28
115,0.375,64,64,7
116,0.375,64,27,9
117,0.375,64,64,24
118,0.375,64,29,17
119,0.375,64,64,29
120,0.375,64,64,31
121,0.375,64,64,38
122,0.375,64,64,7
123,0.375,64,16,2
124,0.375,64,58,2
125,0.375,64,45,7
126,0.375,64,64,7
127,0.375,64,64,23
128,0.375,64,47,26
129,0.375,64,64,64
130,0.375,64,64,55
131,0.375,64,55,6
132,0.375,64,45,63
133,0.375,64,64,62
134,0.375,64,64,16
135,0.375,64,64,56
136,0.375,64,64,62
137,0.375,64,31,8
138,0.375,64,64,32
139,0.375,64,10,3
140,0.375,64,64,4
141,0.375,64,64,60
142,0.375,64,30,11
143,0.375,64,45,11
144,0.375,64,33,2
145,0.375,64,58,9
146,0.375,64,64,50
147,0.375,64,23,4
148,0.375,64,59,24
149,0.375,64,64,9
150,0.375,64,64,11
151,0.375,64,24,13
152,0.375,64,64,29
153,0.375,64,43,2
154,0.375,64,64,15
155,0.375,64,18,8
156,0.375,64,64,63
157,0.375,64,48,53
158,0.375,64,30,4
159,0.375,64,64,42
160,0.375,64,57,13
161,0.375,64,16,10
162,0.375,64,64,64
163,0.375,64,64,37
164,0.375,64,25,7
165,0.375,64,64,18
166,0.375,64,64,60
167,0.375,64,64,40
168,0.375,64,64,4
169,0.375,64,13,5
170,0.375,64,64,12
171,0.375,64,19,3
172,0.375,64,64,54
173,0.375,64,64,64
174,0.375,64,37,40
175,0.375,64,64,59
176,0.375,64,27,14
177,0.375,64,64,8
178,0.375,64,64,60
179,0.375,64,64,41
180,0.375,64,64,31
181,0.375,64,48,32
182,0.375,64,12,6
183,0.375,64,10,2
184,0.375,64,64,35
185,0.375,64,64,64
186,0.375,64,24,12
187,0.375,64,64,23
188,0.375,64,64,44
189,0.375,64,33,11
190,0.375,64,64,5
191,0.375,64,64,38
192,0.375,64,64,57
193,0.375,64,64,46
194,0.375,64,33,8
195,0.375,64,64,29
196,0.375,64,40,25
197,0.375,64,64,8
198,0.375,64,16,12
199,0.375,64,26,10
200,0.375,64,55,40
201,0.375,64,64,60
202,0.375,64,51,3
203,0.375,64,64,60
204,0.375,64,64,62
205,0.375,64,64,64
206,0.375,64,23,6
207,0.375,64,64,54
208,0.375,64,64,14
209,0.375,64,33,3
210,0.375,64,23,8
211,0.375,64,13,10
212,0.375,64,64,64
213,0.375,64,64,42
214,0.375,64,64,27
215,0.375,64,64,14
216,0.375,64,64,64
217,0.375,64,64,41
218,0.375,64,64,24
219,0.375,64,34,17
220,0.375,64,64,52
221,0.375,64,43,23
222,0.375,64,64,55
223,0.375,64,17,7
224,0.375,64,18,8
225,0.375,64,15,24
226,0.375,64,64,27
227,0.375,64,64,64
228,0.375,64,30,3
229,0.375,64,52,15
230,0.375,64,64,61
231,0.375,64,25,9
232,0.375,64,48,8
233,0.375,64,47,10
234,0.375,64,64,58
235,0.375,64,64,58
236,0.375,64,64,59
237,0.375,64,64,54
238,0.375,64,14,5
239,0.375,64,64,38
240,0.375,64,64,27
241,0.375,64,64,60
242,0.375,64,64,31
243,0.375,64,64,33
244,0.375,64,64,12
245,0.375,64,64,55
246,0.375,64,64,40
247,0.375,64,64,18
248,0.375,64,64,8
249,0.375,64,40,3
