,lambd,p,k,k_mu
0,0.125,64,64,43
1,0.125,64,64,63
2,0.125,64,19,12
3,0.125,64,21,9
4,0.125,64,38,21
5,0.125,64,64,64
6,0.125,64,64,18
7,0.125,64,64,16
8,0.125,64,64,11
9,0.125,64,64,57
10,0.125,64,64,53
11,0.125,64,64,34
12,0.125,64,37,10
13,0.125,64,64,51
14,0.125,64,64,24
15,0.125,64,33,20
16,0.125,64,64,55
17,0.125,64,64,64
18,0.125,64,64,62
19,0.125,64,64,61
20,0.125,64,49,26
21,0.125,64,64,39
22,0.125,64,64,45
23,0.125,64,61,14
24,0.125,64,10,7
25,0.125,64,64,29
26,0.125,64,64,42
27,0.125,64,64,25
28,0.125,64,64,32
29,0.125,64,64,19
30,0.125,64,64,64
31,0.125,64,64,60
32,0.125,64,64,31
33,0.125,64,64,61
34,0.125,64,35,22
35,0.125,64,64,23
36,0.125,64,46,20
37,0.125,64,32,23
38,0.125,64,64,42
39,0.125,64,64,37
40,0.125,64,64,60
41,0.125,64,64,9
42,0.125,64,64,53
43,0.125,64,64,59
44,0.125,64,64,25
45,0.125,64,63,19
46,0.125,64,31,17
47,0.125,64,20,11
48,0.125,64,52,10
49,0.125,64,64,58
50,0.125,64,64,30
51,0.125,64,64,52
52,0.125,64,27,25
53,0.125,64,64,21
54,0.125,64,64,63
55,0.125,64,55,30
56,0.125,64,26,12
57,0.125,64,64,53
58,0.125,64,64,56
59,0.125,64,64,60
60,0.125,64,30,10
61,0.125,64,64,62
62,0.125,64,64,53
63,0.125,64,64,49
64,0.125,64,64,39
65,0.125,64,64,13
66,0.125,64,64,26
67,0.125,64,9,7
68,0.125,64,64,36
69,0.125,64,64,10
70,0.125,64,16,6
71,0.125,64,64,29
72,0.125,64,64,21
73,0.125,64,64,58
74,0.125,64,64,27
75,0.125,64,64,24
76,0.125,64,64,61
77,0.125,64,6,5
78,0.125,64,64,33
79,0.125,64,53,14
80,0.125,64,64,61
81,0.125,64,64,27
82,0.125,64,29,12
83,0.125,64,64,21
84,0.125,64,64,42
85,0.125,64,36,11
86,0.125,64,64,16
87,0.125,64,57,16
88,0.125,64,64,25
89,0.125,64,64,64
90,0.125,64,64,22
91,0.125,64,57,38
92,0.125,64,64,12
93,0.125,64,64,14
94,0.125,64,29,34
95,0.125,64,50,29
96,0.125,64,64,11
97,0.125,64,13,8
98,0.125,64,64,8
99,0.125,64,64,54
100,0.125,64,64,31
101,0.125,64,13,11
102,0.125,64,64,13
103,0.125,64,64,34
104,0.125,64,64,15
105,0.125,64,64,20
106,0.125,64,64,32
107,0.125,64,64,60
108,0.125,64,33,14
109,0.125,64,12,9
110,0.125,64,64,43
111,0.125,64,64,59
112,0.125,64,64,53
113,0.125,64,64,51
114,0.125,64,44,23
115,0.125,64,46,11
116,0.125,64,64,63
117,0.125,64,64,51
118,0.125,64,35,19
119,0.125,64,22,24
120,0.125,64,64,29
121,0.125,64,64,35
122,0.125,64,64,35
123,0.125,64,64,9
124,0.125,64,64,63
125,0.125,64,64,64
126,0.125,64,64,31
127,0.125,64,64,22
128,0.125,64,61,17
129,0.125,64,64,58
130,0.125,64,64,42
131,0.125,64,64,18
132,0.125,64,64,14
133,0.125,64,64,15
134,0.125,64,64,13
135,0.125,64,64,9
136,0.125,64,64,21
137,0.125,64,46,25
138,0.125,64,64,63
139,0.125,64,21,12
140,0.125,64,64,53
141,0.125,64,64,31
142,0.125,64,41,38
143,0.125,64,59,27
