,lambd,p,k,k_mu
0,0.375,64,64,64
1,0.375,64,64,18
2,0.375,64,15,5
3,0.375,64,17,6
4,0.375,64,49,17
5,0.375,64,64,25
6,0.375,64,62,60
7,0.375,64,64,50
8,0.375,64,31,6
9,0.375,64,64,20
10,0.375,64,64,13
11,0.375,64,64,9
12,0.375,64,61,11
13,0.375,64,64,62
14,0.375,64,64,4
15,0.375,64,64,57
16,0.375,64,64,44
17,0.375,64,64,29
18,0.375,64,46,9
19,0.375,64,37,5
20,0.375,64,19,10
21,0.375,64,26,17
22,0.375,64,64,7
23,0.375,64,64,16
24,0.375,64,19,9
25,0.375,64,64,63
26,0.375,64,64,15
27,0.375,64,64,29
28,0.375,64,24,7
29,0.375,64,64,61
30,0.375,64,64,37
31,0.375,64,46,19
32,0.375,64,64,55
33,0.375,64,64,62
34,0.375,64,32,10
35,0.375,64,64,24
36,0.375,64,64,27
37,0.375,64,17,12
38,0.375,64,64,55
39,0.375,64,64,64
40,0.375,64,64,43
41,0.375,64,40,9
42,0.375,64,54,16
43,0.375,64,52,30
44,0.375,64,64,58
45,0.375,64,64,58
46,0.375,64,39,16
47,0.375,64,64,8
48,0.375,64,25,5
49,0.375,64,14,2
50,0.375,64,32,12
51,0.375,64,64,47
52,0.375,64,15,20
53,0.375,64,64,33
54,0.375,64,47,25
55,0.375,64,64,46
56,0.375,64,25,11
57,0.375,64,64,32
58,0.375,64,64,17
59,0.375,64,56,8
60,0.375,64,64,37
61,0.375,64,27,16
62,0.375,64,29,4
63,0.375,64,64,46
64,0.375,64,54,4
65,0.375,64,64,53
66,0.375,64,64,63
67,0.375,64,27,5
68,0.375,64,38,16
69,0.375,64,64,25
70,0.375,64,17,5
71,0.375,64,64,31
72,0.375,64,64,8
73,0.375,64,64,61
74,0.375,64,64,60
75,0.375,64,38,53
76,0.375,64,64,19
77,0.375,64,6,4
78,0.375,64,64,5
79,0.375,64,39,3
80,0.375,64,38,30
81,0.375,64,64,64
82,0.375,64,22,7
83,0.375,64,64,3
84,0.375,64,64,15
85,0.375,64,64,41
86,0.375,64,64,26
87,0.375,64,17,6
88,0.375,64,38,6
89,0.375,64,64,41
90,0.375,64,64,15
91,0.375,64,40,4
92,0.375,64,13,7
93,0.375,64,64,10
94,0.375,64,64,27
95,0.375,64,64,32
96,0.375,64,63,4
97,0.375,64,11,9
98,0.375,64,49,16
99,0.375,64,64,56
100,0.375,64,64,57
101,0.375,64,22,5
102,0.375,64,64,64
103,0.375,64,64,22
104,0.375,64,64,46
105,0.375,64,47,5
106,0.375,64,41,16
107,0.375,64,64,27
108,0.375,64,18,2
109,0.375,64,8,4
110,0.375,64,64,23
111,0.375,64,64,51
112,0.375,64,41,2
113,0.375,64,64,64
114,0.375,64,55,57
115,0.375,64,64,9
116,0.375,64,24,7
117,0.375,64,64,14
118,0.375,64,14,9
119,0.375,64,64,30
120,0.375,64,64,62
121,0.375,64,64,31
122,0.375,64,64,12
123,0.375,64,56,3
124,0.375,64,53,4
125,0.375,64,30,11
126,0.375,64,64,16
127,0.375,64,64,18
128,0.375,64,33,5
129,0.375,64,64,55
130,0.375,64,64,36
131,0.375,64,31,3
132,0.375,64,31,59
133,0.375,64,64,64
134,0.375,64,64,16
135,0.375,64,64,46
136,0.375,64,64,64
137,0.375,64,27,10
138,0.375,64,64,29
139,0.375,64,6,4
140,0.375,64,64,5
141,0.375,64,64,19
142,0.375,64,10,4
143,0.375,64,46,16
144,0.375,64,20,6
145,0.375,64,54,22
146,0.375,64,64,43
147,0.375,64,11,8
148,0.375,64,32,2
149,0.375,64,64,18
150,0.375,64,64,3
151,0.375,64,17,9
152,0.375,64,63,30
153,0.375,64,21,10
154,0.375,64,64,37
155,0.375,64,38,4
156,0.375,64,64,16
157,0.375,64,28,33
158,0.375,64,29,9
159,0.375,64,64,60
160,0.375,64,62,9
161,0.375,64,17,4
162,0.375,64,64,61
163,0.375,64,64,12
164,0.375,64,27,4
165,0.375,64,64,7
166,0.375,64,64,55
167,0.375,64,64,62
168,0.375,64,64,9
169,0.375,64,24,3
170,0.375,64,64,25
171,0.375,64,33,12
172,0.375,64,64,36
173,0.375,64,64,63
174,0.375,64,27,20
175,0.375,64,64,62
176,0.375,64,32,16
177,0.375,64,64,12
178,0.375,64,64,60
179,0.375,64,64,56
180,0.375,64,64,36
181,0.375,64,42,6
182,0.375,64,10,5
183,0.375,64,29,7
184,0.375,64,64,45
185,0.375,64,64,53
186,0.375,64,28,6
187,0.375,64,64,38
188,0.375,64,64,60
189,0.375,64,55,14
190,0.375,64,64,21
191,0.375,64,64,53
192,0.375,64,64,62
193,0.375,64,64,60
194,0.375,64,19,5
195,0.375,64,64,45
196,0.375,64,21,18
197,0.375,64,64,10
198,0.375,64,17,9
199,0.375,64,14,2
200,0.375,64,56,41
201,0.375,64,64,62
202,0.375,64,34,2
203,0.375,64,64,63
204,0.375,64,64,50
205,0.375,64,64,64
206,0.375,64,32,13
207,0.375,64,64,56
208,0.375,64,64,6
209,0.375,64,27,16
210,0.375,64,8,2
211,0.375,64,15,6
212,0.375,64,64,41
213,0.375,64,64,54
214,0.375,64,64,7
215,0.375,64,64,16
216,0.375,64,64,39
217,0.375,64,64,46
218,0.375,64,64,11
219,0.375,64,44,15
220,0.375,64,64,42
221,0.375,64,25,9
222,0.375,64,64,45
223,0.375,64,11,7
224,0.375,64,13,7
225,0.375,64,35,4
226,0.375,64,64,28
227,0.375,64,64,61
228,0.375,64,24,10
229,0.375,64,36,16
230,0.375,64,64,62
231,0.375,64,57,8
232,0.375,64,36,6
233,0.375,64,46,18
234,0.375,64,64,58
235,0.375,64,64,61
236,0.375,64,64,56
237,0.375,64,64,59
238,0.375,64,12,2
239,0.375,64,64,24
240,0.375,64,64,38
241,0.375,64,64,57
242,0.375,64,64,12
243,0.375,64,64,29
244,0.375,64,64,15
245,0.375,64,64,61
246,0.375,64,64,36
247,0.375,64,64,4
248,0.375,64,64,2
249,0.375,64,34,7
