,lambd,p,k,k_mu
0,0.5,29,29,26
1,0.5,23,23,23
2,0.5,37,37,3
3,0.5,22,22,4
4,0.5,33,17,0
5,0.5,21,20,13
6,0.5,38,38,33
7,0.5,27,0,0
8,0.5,23,23,3
9,0.5,22,22,2
10,0.5,35,35,5
11,0.5,21,21,17
12,0.5,31,31,1
13,0.5,17,17,3
14,0.5,29,29,6
15,0.5,28,28,26
16,0.5,33,19,5
17,0.5,38,38,30
18,0.5,23,23,2
19,0.5,31,31,21
20,0.5,19,19,9
21,0.5,40,40,13
22,0.5,25,25,16
23,0.5,43,43,8
24,0.5,24,24,24
25,0.5,22,22,4
26,0.5,28,28,14
27,0.5,20,20,9
28,0.5,28,28,9
29,0.5,38,38,1
30,0.5,16,16,4
31,0.5,25,25,14
32,0.5,24,24,7
33,0.5,16,16,13
34,0.5,26,26,10
35,0.5,29,29,2
36,0.5,42,42,29
37,0.5,30,30,3
38,0.5,36,36,17
39,0.5,36,22,19
40,0.5,36,36,36
41,0.5,31,31,9
42,0.5,27,0,0
43,0.5,27,27,7
44,0.5,58,58,48
45,0.5,20,20,19
46,0.5,36,36,6
47,0.5,32,17,0
48,0.5,30,30,20
49,0.5,38,38,1
50,0.5,35,27,6
51,0.5,29,11,0
52,0.5,18,18,3
53,0.5,20,20,18
54,0.5,32,32,20
55,0.5,29,29,25
56,0.5,34,34,11
57,0.5,30,30,3
58,0.5,41,41,34
59,0.5,21,21,1
60,0.5,37,37,17
61,0.5,37,37,27
62,0.5,39,39,7
63,0.5,39,8,2
64,0.5,14,14,4
65,0.5,21,21,21
66,0.5,35,35,28
67,0.5,29,29,1
68,0.5,25,25,1
69,0.5,18,18,3
70,0.5,35,35,34
71,0.5,32,32,4
72,0.5,33,24,2
73,0.5,24,24,11
74,0.5,28,9,0
75,0.5,33,33,28
76,0.5,17,17,8
77,0.5,28,28,7
78,0.5,18,18,18
79,0.5,19,19,4
80,0.5,23,23,12
81,0.5,24,13,4
82,0.5,29,18,0
83,0.5,28,28,2
84,0.5,31,31,24
85,0.5,18,5,0
86,0.5,30,30,27
87,0.5,25,25,18
88,0.5,37,37,23
89,0.5,24,23,3
90,0.5,25,25,5
91,0.5,38,38,38
92,0.5,12,12,6
93,0.5,22,22,4
94,0.5,26,26,7
95,0.5,40,40,33
96,0.5,30,30,29
97,0.5,27,11,2
98,0.5,28,28,6
99,0.5,18,18,6
100,0.5,42,21,0
101,0.5,36,11,2
102,0.5,15,15,14
103,0.5,28,28,16
104,0.5,24,24,17
105,0.5,32,32,1
106,0.5,54,12,5
107,0.5,25,10,1
108,0.5,28,28,26
109,0.5,31,31,13
110,0.5,32,32,2
111,0.5,34,34,10
112,0.5,33,33,21
113,0.5,25,25,20
114,0.5,31,21,1
115,0.5,20,20,11
116,0.5,19,19,15
117,0.5,29,29,1
118,0.5,21,21,20
119,0.5,41,41,12
120,0.5,29,29,13
121,0.5,19,19,1
122,0.5,29,23,5
123,0.5,34,34,4
124,0.5,30,30,12
125,0.5,33,33,28
126,0.5,31,16,7
127,0.5,23,4,0
128,0.5,44,13,9
129,0.5,23,23,20
130,0.5,25,4,0
131,0.5,29,29,13
132,0.5,34,21,2
133,0.5,31,31,10
134,0.5,38,38,23
135,0.5,12,8,0
136,0.5,23,23,5
137,0.5,29,29,1
138,0.5,24,24,20
139,0.5,33,5,4
140,0.5,27,27,22
141,0.5,7,7,3
142,0.5,41,41,22
143,0.5,36,7,2
144,0.5,27,10,0
145,0.5,17,17,7
146,0.5,34,34,29
147,0.5,29,29,11
148,0.5,22,22,3
149,0.5,57,57,48
150,0.5,29,29,25
151,0.5,37,37,9
152,0.5,27,27,11
153,0.5,31,15,5
154,0.5,28,28,10
155,0.5,30,30,1
156,0.5,18,0,0
157,0.5,35,35,29
158,0.5,36,36,34
159,0.5,34,15,1
160,0.5,35,35,7
161,0.5,30,30,17
162,0.5,24,24,2
163,0.5,15,15,8
164,0.5,40,40,28
165,0.5,32,32,22
166,0.5,31,17,1
167,0.5,29,17,5
168,0.5,25,20,2
169,0.5,26,17,1
170,0.5,28,28,7
171,0.5,32,12,0
172,0.5,31,31,31
173,0.5,28,28,3
174,0.5,24,24,13
175,0.5,36,36,3
176,0.5,32,25,15
177,0.5,29,29,11
178,0.5,27,27,19
179,0.5,44,44,12
180,0.5,36,36,2
181,0.5,30,30,8
182,0.5,24,24,14
183,0.5,37,37,3
184,0.5,26,21,0
185,0.5,24,11,0
186,0.5,17,17,1
187,0.5,25,10,0
188,0.5,18,0,9
189,0.5,35,29,2
190,0.5,37,4,1
191,0.5,20,13,6
192,0.5,27,27,24
193,0.5,20,20,6
194,0.5,26,13,2
195,0.5,29,27,6
196,0.5,28,28,27
197,0.5,31,31,3
198,0.5,30,30,24
199,0.5,28,28,19
200,0.5,22,22,22
201,0.5,27,27,9
202,0.5,35,35,3
203,0.5,29,29,5
204,0.5,20,20,3
205,0.5,48,48,2
206,0.5,33,33,25
207,0.5,17,17,3
208,0.5,42,42,16
209,0.5,33,33,3
210,0.5,34,34,33
211,0.5,39,19,0
212,0.5,33,33,4
213,0.5,27,27,19
214,0.5,12,12,5
215,0.5,26,26,18
216,0.5,38,38,21
217,0.5,28,28,11
218,0.5,31,17,11
219,0.5,27,27,27
220,0.5,49,49,20
221,0.5,32,32,28
222,0.5,16,16,11
223,0.5,42,42,42
224,0.5,24,24,17
225,0.5,34,34,21
226,0.5,34,34,14
227,0.5,18,18,2
228,0.5,36,36,14
229,0.5,26,26,12
230,0.5,23,23,23
231,0.5,36,36,25
232,0.5,28,28,25
233,0.5,27,27,24
234,0.5,31,4,2
235,0.5,28,21,1
236,0.5,25,25,19
237,0.5,29,29,23
238,0.5,28,13,7
239,0.5,34,34,29
240,0.5,43,34,0
241,0.5,30,17,0
242,0.5,28,28,7
243,0.5,27,27,11
244,0.5,31,31,31
245,0.5,35,34,11
246,0.5,29,29,15
247,0.5,37,28,0
248,0.5,25,25,9
249,0.5,33,29,23
