,lambd,p,k,k_mu
0,0.375,64,64,28
1,0.375,64,64,23
2,0.375,64,29,3
3,0.375,64,6,2
4,0.375,64,21,14
5,0.375,64,24,11
6,0.375,64,61,11
7,0.375,64,64,43
8,0.375,64,16,3
9,0.375,64,64,8
10,0.375,64,13,3
11,0.375,64,64,13
12,0.375,64,64,48
13,0.375,64,64,59
14,0.375,64,28,12
15,0.375,64,64,27
16,0.375,64,64,15
17,0.375,64,50,13
18,0.375,64,24,7
19,0.375,64,18,11
20,0.375,64,31,7
21,0.375,64,39,15
22,0.375,64,18,5
23,0.375,64,37,17
24,0.375,64,16,5
25,0.375,64,45,14
26,0.375,64,64,14
27,0.375,64,37,19
28,0.375,64,64,6
29,0.375,64,64,50
30,0.375,64,53,20
31,0.375,64,17,6
32,0.375,64,64,48
33,0.375,64,64,24
34,0.375,64,15,8
35,0.375,64,59,12
36,0.375,64,22,3
37,0.375,64,13,2
38,0.375,64,64,17
39,0.375,64,64,58
40,0.375,64,64,12
41,0.375,64,50,28
42,0.375,64,53,5
43,0.375,64,64,9
44,0.375,64,64,10
45,0.375,64,59,8
46,0.375,64,17,9
47,0.375,64,64,62
48,0.375,64,40,15
49,0.375,64,15,4
50,0.375,64,12,2
51,0.375,64,23,11
52,0.375,64,24,4
53,0.375,64,31,14
54,0.375,64,64,54
55,0.375,64,13,8
56,0.375,64,27,10
57,0.375,64,29,21
58,0.375,64,50,37
59,0.375,64,63,6
60,0.375,64,14,5
61,0.375,64,36,14
62,0.375,64,49,4
63,0.375,64,24,16
64,0.375,64,64,17
65,0.375,64,64,4
66,0.375,64,64,63
67,0.375,64,11,5
68,0.375,64,15,6
69,0.375,64,18,8
70,0.375,64,21,3
71,0.375,64,49,11
72,0.375,64,19,5
73,0.375,64,64,31
74,0.375,64,64,60
75,0.375,64,23,16
76,0.375,64,64,61
77,0.375,64,15,4
78,0.375,64,40,16
79,0.375,64,38,3
80,0.375,64,64,55
81,0.375,64,64,58
82,0.375,64,11,5
83,0.375,64,39,10
84,0.375,64,64,19
85,0.375,64,27,12
86,0.375,64,9,4
87,0.375,64,17,2
88,0.375,64,38,23
89,0.375,64,64,55
90,0.375,64,40,12
91,0.375,64,12,6
92,0.375,64,30,11
93,0.375,64,57,15
94,0.375,64,64,52
95,0.375,64,64,52
96,0.375,64,64,5
97,0.375,64,9,2
98,0.375,64,64,16
99,0.375,64,64,22
100,0.375,64,64,64
101,0.375,64,24,15
102,0.375,64,64,58
103,0.375,64,19,2
104,0.375,64,20,3
105,0.375,64,18,4
106,0.375,64,27,10
107,0.375,64,64,10
108,0.375,64,14,8
109,0.375,64,58,12
110,0.375,64,64,13
111,0.375,64,64,24
112,0.375,64,19,6
113,0.375,64,64,13
114,0.375,64,64,32
115,0.375,64,64,8
116,0.375,64,40,20
117,0.375,64,49,30
118,0.375,64,39,16
119,0.375,64,64,35
120,0.375,64,64,64
121,0.375,64,64,8
122,0.375,64,64,9
123,0.375,64,64,20
124,0.375,64,44,2
125,0.375,64,42,9
126,0.375,64,64,29
127,0.375,64,64,19
128,0.375,64,34,24
129,0.375,64,64,5
130,0.375,64,64,53
131,0.375,64,39,4
132,0.375,64,27,7
133,0.375,64,64,64
134,0.375,64,64,56
135,0.375,64,64,36
136,0.375,64,64,33
137,0.375,64,17,3
138,0.375,64,64,11
139,0.375,64,36,5
140,0.375,64,33,14
141,0.375,64,64,53
142,0.375,64,14,5
143,0.375,64,11,6
144,0.375,64,15,6
145,0.375,64,64,59
146,0.375,64,64,11
147,0.375,64,13,6
148,0.375,64,25,3
149,0.375,64,64,17
150,0.375,64,64,14
151,0.375,64,11,5
152,0.375,64,64,27
