,lambd,p,k,k_mu
0,0.125,64,64,55
1,0.125,64,64,26
2,0.125,64,17,14
3,0.125,64,14,10
4,0.125,64,22,17
5,0.125,64,39,21
6,0.125,64,20,11
7,0.125,64,64,57
8,0.125,64,16,10
9,0.125,64,64,30
10,0.125,64,27,15
11,0.125,64,64,47
12,0.125,64,64,39
13,0.125,64,64,22
14,0.125,64,43,33
15,0.125,64,64,20
16,0.125,64,64,55
17,0.125,64,63,33
18,0.125,64,15,11
19,0.125,64,20,10
20,0.125,64,24,8
21,0.125,64,45,37
22,0.125,64,29,12
23,0.125,64,64,11
24,0.125,64,22,21
25,0.125,64,64,37
26,0.125,64,25,16
27,0.125,64,43,25
28,0.125,64,19,12
29,0.125,64,64,63
30,0.125,64,55,35
31,0.125,64,22,13
32,0.125,64,64,64
33,0.125,64,64,53
34,0.125,64,40,33
35,0.125,64,64,41
36,0.125,64,19,17
37,0.125,64,12,8
38,0.125,64,17,11
39,0.125,64,64,64
40,0.125,64,64,52
41,0.125,64,19,13
42,0.125,64,48,33
43,0.125,64,64,53
44,0.125,64,64,26
45,0.125,64,29,21
46,0.125,64,29,24
47,0.125,64,64,9
48,0.125,64,19,9
49,0.125,64,12,10
50,0.125,64,43,35
51,0.125,64,53,43
52,0.125,64,12,9
53,0.125,64,57,26
54,0.125,64,23,21
55,0.125,64,29,11
56,0.125,64,12,10
57,0.125,64,50,31
58,0.125,64,64,37
59,0.125,64,52,22
60,0.125,64,64,20
61,0.125,64,33,13
62,0.125,64,37,10
63,0.125,64,42,21
64,0.125,64,21,11
65,0.125,64,64,62
66,0.125,64,64,64
67,0.125,64,12,8
68,0.125,64,10,8
69,0.125,64,15,10
70,0.125,64,18,11
71,0.125,64,55,18
72,0.125,64,12,9
73,0.125,64,63,33
74,0.125,64,64,33
75,0.125,64,58,39
76,0.125,64,60,28
77,0.125,64,14,11
78,0.125,64,25,18
79,0.125,64,16,9
80,0.125,64,64,24
81,0.125,64,26,18
82,0.125,64,16,9
83,0.125,64,56,40
84,0.125,64,64,54
85,0.125,64,26,16
86,0.125,64,11,8
87,0.125,64,16,15
88,0.125,64,64,48
89,0.125,64,41,28
90,0.125,64,18,13
91,0.125,64,13,11
92,0.125,64,23,18
93,0.125,64,54,19
94,0.125,64,64,26
95,0.125,64,64,32
96,0.125,64,24,21
97,0.125,64,25,7
98,0.125,64,64,24
99,0.125,64,64,16
100,0.125,64,51,23
101,0.125,64,30,19
102,0.125,64,64,44
103,0.125,64,7,7
104,0.125,64,56,20
105,0.125,64,36,17
106,0.125,64,37,25
107,0.125,64,64,43
108,0.125,64,19,12
109,0.125,64,13,11
110,0.125,64,28,17
111,0.125,64,64,38
112,0.125,64,24,10
113,0.125,64,60,26
114,0.125,64,64,53
115,0.125,64,64,27
116,0.125,64,40,21
117,0.125,64,64,36
118,0.125,64,19,13
119,0.125,64,64,15
120,0.125,64,64,63
121,0.125,64,64,22
122,0.125,64,64,22
123,0.125,64,64,58
124,0.125,64,15,9
125,0.125,64,64,61
126,0.125,64,64,29
127,0.125,64,64,15
128,0.125,64,47,18
129,0.125,64,64,17
130,0.125,64,64,37
131,0.125,64,47,37
132,0.125,64,19,15
133,0.125,64,64,56
134,0.125,64,64,63
135,0.125,64,64,25
136,0.125,64,64,38
137,0.125,64,16,10
138,0.125,64,48,31
139,0.125,64,11,8
140,0.125,64,27,22
141,0.125,64,64,17
142,0.125,64,22,15
143,0.125,64,14,11
144,0.125,64,11,6
145,0.125,64,39,24
146,0.125,64,64,42
147,0.125,64,10,8
148,0.125,64,48,20
149,0.125,64,64,33
150,0.125,64,64,15
151,0.125,64,14,11
152,0.125,64,64,16
153,0.125,64,15,9
154,0.125,64,20,15
155,0.125,64,15,10
156,0.125,64,27,11
157,0.125,64,21,14
158,0.125,64,23,16
159,0.125,64,64,58
160,0.125,64,12,10
