,lambd,p,k,k_mu
0,0.5,64,64,15
1,0.5,64,64,60
2,0.5,64,25,4
3,0.5,64,7,2
4,0.5,64,21,13
5,0.5,64,28,8
6,0.5,64,64,14
7,0.5,64,64,51
8,0.5,64,56,2
9,0.5,64,64,9
10,0.5,64,12,2
11,0.5,64,64,51
12,0.5,64,64,23
13,0.5,64,64,59
14,0.5,64,55,14
15,0.5,64,64,14
16,0.5,64,64,15
17,0.5,64,64,6
18,0.5,64,21,6
19,0.5,64,16,8
20,0.5,64,30,6
21,0.5,64,46,15
22,0.5,64,15,2
23,0.5,64,64,55
24,0.5,64,34,3
25,0.5,64,32,13
26,0.5,64,64,6
27,0.5,64,39,10
28,0.5,64,64,5
29,0.5,64,64,50
30,0.5,64,50,20
31,0.5,64,43,5
32,0.5,64,64,46
33,0.5,64,64,19
34,0.5,64,15,8
35,0.5,64,60,12
36,0.5,64,39,3
37,0.5,64,20,8
38,0.5,64,64,19
39,0.5,64,64,58
40,0.5,64,64,9
41,0.5,64,36,11
42,0.5,64,53,5
43,0.5,64,64,37
44,0.5,64,64,6
45,0.5,64,64,12
46,0.5,64,17,8
47,0.5,64,64,64
48,0.5,64,35,11
49,0.5,64,16,4
50,0.5,64,34,2
51,0.5,64,21,10
52,0.5,64,34,4
53,0.5,64,45,13
54,0.5,64,64,58
55,0.5,64,17,8
56,0.5,64,14,5
57,0.5,64,24,19
58,0.5,64,64,63
59,0.5,64,64,38
60,0.5,64,26,5
61,0.5,64,36,7
62,0.5,64,58,2
63,0.5,64,27,17
64,0.5,64,64,59
65,0.5,64,64,8
66,0.5,64,64,63
67,0.5,64,16,5
68,0.5,64,41,7
69,0.5,64,16,8
70,0.5,64,21,3
71,0.5,64,63,11
72,0.5,64,28,3
73,0.5,64,64,57
74,0.5,64,64,46
75,0.5,64,34,14
76,0.5,64,64,63
77,0.5,64,15,2
78,0.5,64,43,16
79,0.5,64,31,3
80,0.5,64,64,54
81,0.5,64,64,58
82,0.5,64,11,5
83,0.5,64,61,8
84,0.5,64,64,17
85,0.5,64,23,7
86,0.5,64,32,3
87,0.5,64,27,1
88,0.5,64,27,14
89,0.5,64,64,55
90,0.5,64,64,9
91,0.5,64,12,3
92,0.5,64,64,9
93,0.5,64,62,7
94,0.5,64,64,50
95,0.5,64,64,59
96,0.5,64,64,5
97,0.5,64,9,3
98,0.5,64,64,6
99,0.5,64,64,22
100,0.5,64,64,55
101,0.5,64,33,15
102,0.5,64,64,58
103,0.5,64,64,10
104,0.5,64,45,2
105,0.5,64,22,4
106,0.5,64,26,8
107,0.5,64,64,10
108,0.5,64,18,6
109,0.5,64,58,3
110,0.5,64,64,12
111,0.5,64,33,11
112,0.5,64,20,3
113,0.5,64,64,9
114,0.5,64,64,24
115,0.5,64,64,8
116,0.5,64,40,21
117,0.5,64,50,15
118,0.5,64,39,15
119,0.5,64,57,15
120,0.5,64,64,46
121,0.5,64,64,7
122,0.5,64,64,9
