,lambd,p,k,k_mu
0,0.125,29,0,0
1,0.125,23,23,0
2,0.125,37,37,17
3,0.125,22,0,0
4,0.125,33,6,5
5,0.125,21,21,1
6,0.125,38,38,20
7,0.125,27,27,1
8,0.125,23,23,1
9,0.125,22,0,0
10,0.125,35,35,1
11,0.125,21,0,0
12,0.125,31,0,0
13,0.125,17,12,10
14,0.125,29,0,13
15,0.125,28,18,17
16,0.125,33,0,8
17,0.125,38,22,19
18,0.125,23,0,0
19,0.125,31,31,28
20,0.125,19,19,1
21,0.125,40,40,1
22,0.125,25,0,0
23,0.125,43,20,15
24,0.125,24,0,0
25,0.125,22,22,1
26,0.125,28,28,21
27,0.125,20,0,0
28,0.125,28,28,12
29,0.125,38,13,8
30,0.125,16,16,1
31,0.125,25,0,0
32,0.125,24,0,0
33,0.125,16,0,0
34,0.125,26,26,26
35,0.125,29,0,0
36,0.125,42,42,20
37,0.125,30,0,0
38,0.125,36,17,16
39,0.125,36,0,0
40,0.125,36,36,33
41,0.125,31,0,0
42,0.125,27,16,9
43,0.125,27,13,5
44,0.125,58,58,14
45,0.125,20,20,20
46,0.125,36,36,1
47,0.125,32,10,9
48,0.125,30,25,0
49,0.125,38,17,13
50,0.125,35,9,7
51,0.125,29,8,5
52,0.125,18,18,12
53,0.125,20,0,0
54,0.125,32,18,0
55,0.125,29,29,1
56,0.125,34,34,34
57,0.125,30,17,13
58,0.125,41,0,0
59,0.125,21,0,0
60,0.125,37,37,21
61,0.125,37,6,6
62,0.125,39,6,5
63,0.125,39,10,5
64,0.125,14,14,1
65,0.125,21,21,5
66,0.125,35,35,16
67,0.125,29,14,8
68,0.125,25,25,21
69,0.125,18,18,1
70,0.125,35,0,0
71,0.125,32,14,9
72,0.125,33,0,9
73,0.125,24,0,0
74,0.125,28,8,6
75,0.125,33,33,13
76,0.125,17,0,0
77,0.125,28,21,13
78,0.125,18,0,2
79,0.125,19,11,0
80,0.125,23,0,0
81,0.125,24,15,9
82,0.125,29,29,15
83,0.125,28,28,1
84,0.125,31,31,1
85,0.125,18,0,0
86,0.125,30,30,18
87,0.125,25,0,0
88,0.125,37,37,7
89,0.125,24,24,14
90,0.125,25,25,1
91,0.125,38,38,36
92,0.125,12,0,0
93,0.125,22,0,0
94,0.125,26,26,1
95,0.125,40,40,16
96,0.125,30,0,8
97,0.125,27,0,0
98,0.125,28,0,0
99,0.125,18,0,0
100,0.125,42,0,0
101,0.125,36,0,2
102,0.125,15,0,0
103,0.125,28,0,0
104,0.125,24,24,2
105,0.125,32,30,0
106,0.125,54,54,50
107,0.125,25,0,0
108,0.125,28,19,12
109,0.125,31,0,0
110,0.125,32,32,21
111,0.125,34,0,0
112,0.125,33,33,7
