,lambd,p,k,k_mu
0,0.375,64,64,62
1,0.375,64,64,16
2,0.375,64,8,6
3,0.375,64,16,6
4,0.375,64,49,7
5,0.375,64,64,25
6,0.375,64,52,16
7,0.375,64,64,53
8,0.375,64,10,4
9,0.375,64,64,7
10,0.375,64,64,8
11,0.375,64,64,5
12,0.375,64,18,14
13,0.375,64,64,37
14,0.375,64,64,16
15,0.375,64,64,62
16,0.375,64,64,64
17,0.375,64,64,13
18,0.375,64,26,10
19,0.375,64,30,7
20,0.375,64,24,6
21,0.375,64,45,9
22,0.375,64,64,14
23,0.375,64,64,5
24,0.375,64,7,2
25,0.375,64,64,52
26,0.375,64,64,5
27,0.375,64,64,23
28,0.375,64,39,7
29,0.375,64,64,47
30,0.375,64,64,28
31,0.375,64,48,6
32,0.375,64,64,39
33,0.375,64,64,30
34,0.375,64,29,14
35,0.375,64,64,64
36,0.375,64,64,37
37,0.375,64,25,6
38,0.375,64,64,62
39,0.375,64,64,64
40,0.375,64,64,45
41,0.375,64,15,6
42,0.375,64,48,6
43,0.375,64,63,14
44,0.375,64,64,64
45,0.375,64,64,25
46,0.375,64,35,12
47,0.375,64,64,6
48,0.375,64,46,9
49,0.375,64,16,5
50,0.375,64,12,3
51,0.375,64,64,28
52,0.375,64,18,6
53,0.375,64,64,15
54,0.375,64,51,20
55,0.375,64,64,19
56,0.375,64,14,8
57,0.375,64,64,45
58,0.375,64,64,11
59,0.375,64,64,5
60,0.375,64,64,3
61,0.375,64,47,5
62,0.375,64,12,2
63,0.375,64,64,37
64,0.375,64,36,5
65,0.375,64,64,63
66,0.375,64,64,64
67,0.375,64,5,4
68,0.375,64,50,3
69,0.375,64,64,4
70,0.375,64,15,5
71,0.375,64,64,22
72,0.375,64,64,3
73,0.375,64,64,61
74,0.375,64,64,64
75,0.375,64,58,34
76,0.375,64,64,64
77,0.375,64,7,4
78,0.375,64,64,4
79,0.375,64,25,5
80,0.375,64,35,9
81,0.375,64,64,34
82,0.375,64,14,3
83,0.375,64,64,17
84,0.375,64,64,15
85,0.375,64,64,19
86,0.375,64,64,38
87,0.375,64,22,3
88,0.375,64,24,4
89,0.375,64,64,52
90,0.375,64,64,24
91,0.375,64,35,4
92,0.375,64,32,4
93,0.375,64,64,5
94,0.375,64,64,61
95,0.375,64,64,14
96,0.375,64,44,11
97,0.375,64,9,3
98,0.375,64,23,9
99,0.375,64,64,26
100,0.375,64,64,51
101,0.375,64,11,4
102,0.375,64,64,59
103,0.375,64,64,5
104,0.375,64,64,21
105,0.375,64,53,5
106,0.375,64,10,3
107,0.375,64,64,6
108,0.375,64,11,5
109,0.375,64,10,2
110,0.375,64,64,17
111,0.375,64,64,29
112,0.375,64,27,9
113,0.375,64,64,64
114,0.375,64,58,57
115,0.375,64,64,7
116,0.375,64,29,13
117,0.375,64,64,16
118,0.375,64,17,2
119,0.375,64,64,61
120,0.375,64,64,62
121,0.375,64,64,62
122,0.375,64,64,15
123,0.375,64,27,2
124,0.375,64,60,2
125,0.375,64,48,33
126,0.375,64,64,9
127,0.375,64,64,21
128,0.375,64,19,7
129,0.375,64,64,63
130,0.375,64,64,14
131,0.375,64,46,6
132,0.375,64,61,17
133,0.375,64,64,63
134,0.375,64,64,5
135,0.375,64,64,38
136,0.375,64,64,61
137,0.375,64,18,4
138,0.375,64,64,20
139,0.375,64,17,5
140,0.375,64,64,17
141,0.375,64,64,17
142,0.375,64,28,3
143,0.375,64,13,7
144,0.375,64,37,5
145,0.375,64,48,24
146,0.375,64,64,63
147,0.375,64,18,5
148,0.375,64,20,3
149,0.375,64,64,10
150,0.375,64,64,3
151,0.375,64,18,11
152,0.375,64,60,50
153,0.375,64,8,3
154,0.375,64,64,6
155,0.375,64,21,4
156,0.375,64,64,62
157,0.375,64,19,48
158,0.375,64,30,7
159,0.375,64,64,8
160,0.375,64,37,8
161,0.375,64,17,7
162,0.375,64,64,63
163,0.375,64,64,16
164,0.375,64,7,3
165,0.375,64,64,63
166,0.375,64,64,42
167,0.375,64,64,54
168,0.375,64,64,16
169,0.375,64,12,6
170,0.375,64,64,39
171,0.375,64,11,2
172,0.375,64,64,38
173,0.375,64,64,61
174,0.375,64,14,8
175,0.375,64,64,62
176,0.375,64,35,32
177,0.375,64,64,39
178,0.375,64,64,44
179,0.375,64,64,26
180,0.375,64,64,55
181,0.375,64,38,12
182,0.375,64,12,3
183,0.375,64,16,3
184,0.375,64,64,47
185,0.375,64,64,63
186,0.375,64,22,4
187,0.375,64,64,8
188,0.375,64,64,53
189,0.375,64,50,9
190,0.375,64,64,6
191,0.375,64,64,23
192,0.375,64,64,39
193,0.375,64,64,33
194,0.375,64,13,5
195,0.375,64,64,14
196,0.375,64,31,45
197,0.375,64,64,7
198,0.375,64,12,3
199,0.375,64,15,3
200,0.375,64,42,9
201,0.375,64,64,50
202,0.375,64,52,19
203,0.375,64,64,55
204,0.375,64,64,52
205,0.375,64,64,64
206,0.375,64,56,8
207,0.375,64,64,54
208,0.375,64,64,5
209,0.375,64,36,16
210,0.375,64,15,7
211,0.375,64,11,4
212,0.375,64,64,64
213,0.375,64,64,58
214,0.375,64,64,9
215,0.375,64,64,25
216,0.375,64,64,44
217,0.375,64,64,24
218,0.375,64,64,5
219,0.375,64,47,6
220,0.375,64,64,47
221,0.375,64,18,8
222,0.375,64,64,43
223,0.375,64,39,6
224,0.375,64,15,2
225,0.375,64,7,3
226,0.375,64,64,11
227,0.375,64,64,62
228,0.375,64,16,3
229,0.375,64,37,2
230,0.375,64,64,45
231,0.375,64,23,8
232,0.375,64,16,7
233,0.375,64,43,8
234,0.375,64,64,63
235,0.375,64,64,39
236,0.375,64,64,44
237,0.375,64,64,63
238,0.375,64,14,3
239,0.375,64,64,45
240,0.375,64,64,23
241,0.375,64,64,58
242,0.375,64,64,22
243,0.375,64,64,25
244,0.375,64,64,20
245,0.375,64,64,63
246,0.375,64,64,23
247,0.375,64,64,4
248,0.375,64,64,10
249,0.375,64,11,5
