,lambd,p,k,k_mu
0,0.25,64,64,45
1,0.25,64,64,16
2,0.25,64,16,6
3,0.25,64,16,4
4,0.25,64,22,7
5,0.25,64,30,18
6,0.25,64,20,6
7,0.25,64,64,54
8,0.25,64,11,6
9,0.25,64,64,30
10,0.25,64,64,8
11,0.25,64,64,36
12,0.25,64,64,39
13,0.25,64,64,49
14,0.25,64,34,18
15,0.25,64,64,43
16,0.25,64,64,32
17,0.25,64,59,24
18,0.25,64,13,6
19,0.25,64,16,7
20,0.25,64,22,7
21,0.25,64,44,26
22,0.25,64,25,5
23,0.25,64,38,10
24,0.25,64,21,6
25,0.25,64,37,13
26,0.25,64,64,7
27,0.25,64,32,11
28,0.25,64,18,8
29,0.25,64,64,48
30,0.25,64,48,31
31,0.25,64,42,16
32,0.25,64,64,15
33,0.25,64,64,53
34,0.25,64,23,11
35,0.25,64,39,24
36,0.25,64,16,7
37,0.25,64,13,6
38,0.25,64,64,6
39,0.25,64,64,54
40,0.25,64,64,20
41,0.25,64,16,9
42,0.25,64,48,26
43,0.25,64,64,34
44,0.25,64,64,60
45,0.25,64,62,25
46,0.25,64,28,14
47,0.25,64,64,60
48,0.25,64,20,8
49,0.25,64,12,6
50,0.25,64,35,32
51,0.25,64,25,16
52,0.25,64,13,6
53,0.25,64,40,15
54,0.25,64,64,43
55,0.25,64,31,11
56,0.25,64,12,9
57,0.25,64,46,33
58,0.25,64,44,32
59,0.25,64,64,32
60,0.25,64,40,14
61,0.25,64,31,7
62,0.25,64,14,5
63,0.25,64,29,15
64,0.25,64,16,6
65,0.25,64,64,61
66,0.25,64,64,59
67,0.25,64,6,5
68,0.25,64,15,4
69,0.25,64,20,4
70,0.25,64,12,9
71,0.25,64,49,11
72,0.25,64,12,6
73,0.25,64,63,38
74,0.25,64,64,37
75,0.25,64,54,40
76,0.25,64,64,46
77,0.25,64,13,8
78,0.25,64,30,15
79,0.25,64,16,5
80,0.25,64,64,51
81,0.25,64,60,37
82,0.25,64,9,3
83,0.25,64,58,26
84,0.25,64,64,63
85,0.25,64,21,9
86,0.25,64,11,7
87,0.25,64,7,4
88,0.25,64,48,11
89,0.25,64,64,21
90,0.25,64,11,9
91,0.25,64,11,5
92,0.25,64,23,16
93,0.25,64,35,10
94,0.25,64,64,23
95,0.25,64,64,25
96,0.25,64,50,7
97,0.25,64,21,5
98,0.25,64,60,21
99,0.25,64,64,11
100,0.25,64,64,28
101,0.25,64,37,17
102,0.25,64,64,64
103,0.25,64,15,5
104,0.25,64,32,14
105,0.25,64,36,13
106,0.25,64,29,16
107,0.25,64,63,32
108,0.25,64,13,10
109,0.25,64,19,5
110,0.25,64,29,4
111,0.25,64,52,27
112,0.25,64,22,6
113,0.25,64,64,41
114,0.25,64,64,46
115,0.25,64,64,11
116,0.25,64,24,18
117,0.25,64,46,27
118,0.25,64,13,10
119,0.25,64,64,20
120,0.25,64,64,54
121,0.25,64,64,62
122,0.25,64,64,31
123,0.25,64,64,56
124,0.25,64,21,3
125,0.25,64,33,7
126,0.25,64,64,60
127,0.25,64,64,50
128,0.25,64,29,16
129,0.25,64,64,60
130,0.25,64,64,43
131,0.25,64,35,23
132,0.25,64,17,10
133,0.25,64,64,56
134,0.25,64,64,23
135,0.25,64,64,60
136,0.25,64,64,46
137,0.25,64,13,6
138,0.25,64,44,19
139,0.25,64,13,7
140,0.25,64,27,15
141,0.25,64,64,20
142,0.25,64,35,12
143,0.25,64,11,6
144,0.25,64,13,4
145,0.25,64,64,56
146,0.25,64,64,39
147,0.25,64,7,3
148,0.25,64,27,8
149,0.25,64,64,31
150,0.25,64,64,8
151,0.25,64,14,9
152,0.25,64,64,33
153,0.25,64,11,4
154,0.25,64,64,13
155,0.25,64,29,8
156,0.25,64,25,12
157,0.25,64,20,6
158,0.25,64,23,8
159,0.25,64,64,55
160,0.25,64,9,6
161,0.25,64,37,13
162,0.25,64,64,54
163,0.25,64,59,18
164,0.25,64,13,4
165,0.25,64,64,50
166,0.25,64,21,16
167,0.25,64,64,53
168,0.25,64,57,20
169,0.25,64,6,4
170,0.25,64,64,39
171,0.25,64,35,7
172,0.25,64,34,4
173,0.25,64,64,7
174,0.25,64,13,5
175,0.25,64,64,8
176,0.25,64,19,7
177,0.25,64,64,19
178,0.25,64,64,41
179,0.25,64,29,19
180,0.25,64,64,63
181,0.25,64,22,11
182,0.25,64,23,6
183,0.25,64,16,12
184,0.25,64,43,25
185,0.25,64,64,60
186,0.25,64,11,6
187,0.25,64,64,35
188,0.25,64,25,12
189,0.25,64,17,12
190,0.25,64,41,20
191,0.25,64,40,11
192,0.25,64,64,35
193,0.25,64,64,62
194,0.25,64,24,6
195,0.25,64,22,19
196,0.25,64,16,10
197,0.25,64,24,6
198,0.25,64,11,5
199,0.25,64,12,6
200,0.25,64,28,11
201,0.25,64,61,51
202,0.25,64,21,5
203,0.25,64,64,57
204,0.25,64,55,41
205,0.25,64,57,5
206,0.25,64,26,21
207,0.25,64,64,38
208,0.25,64,64,4
209,0.25,64,12,4
210,0.25,64,53,17
211,0.25,64,10,6
212,0.25,64,64,52
213,0.25,64,64,40
214,0.25,64,50,9
215,0.25,64,26,5
216,0.25,64,64,54
217,0.25,64,25,10
218,0.25,64,64,8
219,0.25,64,23,13
220,0.25,64,64,50
221,0.25,64,14,11
222,0.25,64,64,16
223,0.25,64,20,10
224,0.25,64,12,3
225,0.25,64,64,12
226,0.25,64,64,14
227,0.25,64,64,16
228,0.25,64,18,7
229,0.25,64,36,10
230,0.25,64,64,34
231,0.25,64,48,2
232,0.25,64,11,4
233,0.25,64,64,49
234,0.25,64,64,61
235,0.25,64,64,29
236,0.25,64,64,40
237,0.25,64,64,45
238,0.25,64,14,5
239,0.25,64,64,22
240,0.25,64,64,27
241,0.25,64,64,53
242,0.25,64,25,9
243,0.25,64,32,23
244,0.25,64,22,4
245,0.25,64,64,6
246,0.25,64,33,21
247,0.25,64,64,44
248,0.25,64,15,5
249,0.25,64,15,12
