,lambd,p,k,k_mu
0,0.5,64,64,61
1,0.5,64,64,20
2,0.5,64,26,14
3,0.5,64,12,3
4,0.5,64,48,6
5,0.5,64,64,24
6,0.5,64,64,44
7,0.5,64,64,57
8,0.5,64,7,5
9,0.5,64,64,59
10,0.5,64,64,24
11,0.5,64,64,8
12,0.5,64,64,10
13,0.5,64,64,50
14,0.5,64,64,16
15,0.5,64,64,61
16,0.5,64,64,59
17,0.5,64,64,55
18,0.5,64,26,3
19,0.5,64,60,18
20,0.5,64,59,13
21,0.5,64,41,24
22,0.5,64,64,6
23,0.5,64,64,13
24,0.5,64,13,3
25,0.5,64,64,59
26,0.5,64,64,23
27,0.5,64,64,47
28,0.5,64,57,18
29,0.5,64,64,59
30,0.5,64,64,37
31,0.5,64,59,30
32,0.5,64,64,18
33,0.5,64,64,23
34,0.5,64,47,9
35,0.5,64,64,4
36,0.5,64,64,55
37,0.5,64,12,5
38,0.5,64,64,64
39,0.5,64,64,54
40,0.5,64,64,63
41,0.5,64,64,16
42,0.5,64,61,38
43,0.5,64,64,40
44,0.5,64,64,54
45,0.5,64,64,60
46,0.5,64,32,21
47,0.5,64,64,16
48,0.5,64,64,10
49,0.5,64,20,5
50,0.5,64,44,19
51,0.5,64,64,20
52,0.5,64,20,4
53,0.5,64,64,35
54,0.5,64,64,33
55,0.5,64,64,45
56,0.5,64,37,14
57,0.5,64,64,33
58,0.5,64,64,11
59,0.5,64,64,8
60,0.5,64,64,54
61,0.5,64,57,19
62,0.5,64,10,3
63,0.5,64,64,37
64,0.5,64,38,12
65,0.5,64,64,60
66,0.5,64,64,64
67,0.5,64,25,14
68,0.5,64,38,11
69,0.5,64,64,26
70,0.5,64,24,12
71,0.5,64,64,47
72,0.5,64,64,28
73,0.5,64,64,64
74,0.5,64,64,58
75,0.5,64,64,61
76,0.5,64,64,16
77,0.5,64,13,2
78,0.5,64,64,9
79,0.5,64,54,16
80,0.5,64,64,20
81,0.5,64,64,64
82,0.5,64,18,8
83,0.5,64,64,11
84,0.5,64,64,57
85,0.5,64,64,20
86,0.5,64,64,23
87,0.5,64,19,9
88,0.5,64,13,4
89,0.5,64,64,45
90,0.5,64,64,56
91,0.5,64,64,3
92,0.5,64,23,5
93,0.5,64,64,27
94,0.5,64,64,54
95,0.5,64,64,36
96,0.5,64,64,4
97,0.5,64,33,3
98,0.5,64,51,7
99,0.5,64,64,53
100,0.5,64,64,64
101,0.5,64,23,3
102,0.5,64,64,59
103,0.5,64,64,23
104,0.5,64,64,7
105,0.5,64,36,12
106,0.5,64,50,7
107,0.5,64,64,36
108,0.5,64,42,5
109,0.5,64,37,5
110,0.5,64,64,31
111,0.5,64,64,23
112,0.5,64,51,3
113,0.5,64,64,63
114,0.5,64,44,60
115,0.5,64,64,6
116,0.5,64,26,9
117,0.5,64,64,23
118,0.5,64,34,12
119,0.5,64,64,29
120,0.5,64,64,64
121,0.5,64,64,59
122,0.5,64,64,7
123,0.5,64,23,58
124,0.5,64,64,2
125,0.5,64,58,8
126,0.5,64,64,7
127,0.5,64,64,60
128,0.5,64,37,7
129,0.5,64,64,63
130,0.5,64,64,52
131,0.5,64,55,6
132,0.5,64,64,55
133,0.5,64,64,64
134,0.5,64,64,6
135,0.5,64,64,63
136,0.5,64,64,63
137,0.5,64,31,3
