,lambd,p,k,k_mu
0,0.25,64,64,31
1,0.25,64,64,17
2,0.25,64,6,4
3,0.25,64,6,4
4,0.25,64,10,7
5,0.25,64,31,7
6,0.25,64,22,6
7,0.25,64,64,50
8,0.25,64,16,9
9,0.25,64,64,21
10,0.25,64,64,12
11,0.25,64,64,49
12,0.25,64,64,30
13,0.25,64,64,56
14,0.25,64,40,14
15,0.25,64,64,35
16,0.25,64,64,60
17,0.25,64,34,17
18,0.25,64,13,6
19,0.25,64,20,12
20,0.25,64,10,5
21,0.25,64,47,19
22,0.25,64,28,7
23,0.25,64,58,40
24,0.25,64,11,6
25,0.25,64,41,15
26,0.25,64,64,23
27,0.25,64,41,19
28,0.25,64,20,15
29,0.25,64,64,26
30,0.25,64,46,31
31,0.25,64,13,6
32,0.25,64,64,33
33,0.25,64,64,55
34,0.25,64,28,12
35,0.25,64,41,19
36,0.25,64,39,15
37,0.25,64,14,5
38,0.25,64,64,32
39,0.25,64,64,55
40,0.25,64,64,57
41,0.25,64,29,9
42,0.25,64,41,20
43,0.25,64,64,32
44,0.25,64,64,34
45,0.25,64,45,18
46,0.25,64,17,10
47,0.25,64,64,49
48,0.25,64,33,14
49,0.25,64,14,6
50,0.25,64,23,10
51,0.25,64,34,15
52,0.25,64,15,8
53,0.25,64,39,27
54,0.25,64,64,7
55,0.25,64,38,16
56,0.25,64,17,7
57,0.25,64,41,24
58,0.25,64,56,42
59,0.25,64,64,44
60,0.25,64,37,15
61,0.25,64,38,19
62,0.25,64,36,11
63,0.25,64,23,16
64,0.25,64,22,32
65,0.25,64,64,60
66,0.25,64,64,63
67,0.25,64,12,3
68,0.25,64,24,10
69,0.25,64,21,16
70,0.25,64,10,5
71,0.25,64,26,6
72,0.25,64,14,7
73,0.25,64,19,9
74,0.25,64,64,61
75,0.25,64,40,27
76,0.25,64,64,22
77,0.25,64,13,7
78,0.25,64,38,16
79,0.25,64,47,14
80,0.25,64,64,56
81,0.25,64,15,22
82,0.25,64,13,8
83,0.25,64,51,14
84,0.25,64,64,62
85,0.25,64,50,6
86,0.25,64,26,12
87,0.25,64,7,4
88,0.25,64,50,13
89,0.25,64,64,49
90,0.25,64,33,11
91,0.25,64,11,7
92,0.25,64,36,7
93,0.25,64,57,32
94,0.25,64,64,26
95,0.25,64,64,38
96,0.25,64,47,11
97,0.25,64,21,6
98,0.25,64,29,23
99,0.25,64,64,46
100,0.25,64,64,38
101,0.25,64,5,2
102,0.25,64,64,64
103,0.25,64,38,26
104,0.25,64,32,8
105,0.25,64,30,15
106,0.25,64,33,12
107,0.25,64,63,30
108,0.25,64,21,7
109,0.25,64,36,6
110,0.25,64,41,3
111,0.25,64,43,14
112,0.25,64,26,7
113,0.25,64,64,34
114,0.25,64,64,20
115,0.25,64,64,44
116,0.25,64,54,22
117,0.25,64,55,19
118,0.25,64,19,11
119,0.25,64,64,50
120,0.25,64,64,61
121,0.25,64,64,39
122,0.25,64,64,10
123,0.25,64,64,60
124,0.25,64,11,5
125,0.25,64,48,40
126,0.25,64,64,43
127,0.25,64,59,15
128,0.25,64,20,6
129,0.25,64,64,64
130,0.25,64,64,42
131,0.25,64,33,12
132,0.25,64,21,9
133,0.25,64,64,18
134,0.25,64,64,61
135,0.25,64,64,23
136,0.25,64,64,52
137,0.25,64,20,11
138,0.25,64,31,18
139,0.25,64,16,4
140,0.25,64,33,21
141,0.25,64,64,57
142,0.25,64,25,10
143,0.25,64,21,8
144,0.25,64,10,5
145,0.25,64,64,64
146,0.25,64,64,43
147,0.25,64,13,7
148,0.25,64,29,14
149,0.25,64,64,33
150,0.25,64,64,49
151,0.25,64,10,6
152,0.25,64,64,22
153,0.25,64,12,8
154,0.25,64,64,48
155,0.25,64,43,12
156,0.25,64,14,7
157,0.25,64,15,7
158,0.25,64,21,11
159,0.25,64,64,51
160,0.25,64,9,5
161,0.25,64,19,15
162,0.25,64,64,21
163,0.25,64,53,39
164,0.25,64,18,4
165,0.25,64,64,58
166,0.25,64,41,32
167,0.25,64,64,58
168,0.25,64,62,17
169,0.25,64,10,4
170,0.25,64,64,35
171,0.25,64,7,6
172,0.25,64,20,3
173,0.25,64,64,26
174,0.25,64,48,36
175,0.25,64,64,48
176,0.25,64,13,7
177,0.25,64,28,4
178,0.25,64,64,10
179,0.25,64,43,15
180,0.25,64,64,60
181,0.25,64,11,7
182,0.25,64,4,3
183,0.25,64,21,7
184,0.25,64,25,7
185,0.25,64,64,60
186,0.25,64,15,8
187,0.25,64,64,36
188,0.25,64,31,7
189,0.25,64,29,26
190,0.25,64,43,7
191,0.25,64,43,6
192,0.25,64,64,39
193,0.25,64,64,54
194,0.25,64,29,5
195,0.25,64,18,10
196,0.25,64,27,12
197,0.25,64,36,17
198,0.25,64,9,3
