,lambd,p,k,k_mu
0,0.25,29,29,12
1,0.25,23,23,4
2,0.25,37,37,10
3,0.25,22,22,21
4,0.25,33,13,6
5,0.25,21,21,14
6,0.25,38,38,2
7,0.25,27,5,3
8,0.25,23,23,5
9,0.25,22,22,3
10,0.25,35,35,8
11,0.25,21,0,17
12,0.25,31,0,0
13,0.25,17,12,10
14,0.25,29,0,0
15,0.25,28,16,17
16,0.25,33,21,4
17,0.25,38,30,29
18,0.25,23,0,0
19,0.25,31,31,25
20,0.25,19,19,9
21,0.25,40,40,26
22,0.25,25,22,0
23,0.25,43,43,8
24,0.25,24,24,19
25,0.25,22,22,14
26,0.25,28,25,14
27,0.25,20,20,9
28,0.25,28,28,10
29,0.25,38,38,8
30,0.25,16,16,15
31,0.25,25,23,17
32,0.25,24,24,2
33,0.25,16,16,8
34,0.25,26,26,13
35,0.25,29,0,0
36,0.25,42,42,40
37,0.25,30,23,0
38,0.25,36,36,10
39,0.25,36,21,0
40,0.25,36,36,16
41,0.25,31,20,5
42,0.25,27,18,12
43,0.25,27,16,0
44,0.25,58,49,45
45,0.25,20,20,18
46,0.25,36,35,9
47,0.25,32,17,4
48,0.25,30,30,11
49,0.25,38,38,34
50,0.25,35,10,9
51,0.25,29,17,11
52,0.25,18,13,3
53,0.25,20,0,8
54,0.25,32,32,20
55,0.25,29,29,22
56,0.25,34,34,23
57,0.25,30,30,6
58,0.25,41,16,11
59,0.25,21,0,0
60,0.25,37,37,23
61,0.25,37,24,24
62,0.25,39,12,10
63,0.25,39,21,9
64,0.25,14,14,7
65,0.25,21,15,10
66,0.25,35,23,18
67,0.25,29,29,26
68,0.25,25,20,14
69,0.25,18,18,4
70,0.25,35,35,22
71,0.25,32,12,4
72,0.25,33,0,2
73,0.25,24,24,8
74,0.25,28,16,9
75,0.25,33,33,18
76,0.25,17,17,8
77,0.25,28,20,8
78,0.25,18,18,1
79,0.25,19,19,2
80,0.25,23,23,16
81,0.25,24,13,7
82,0.25,29,16,10
83,0.25,28,28,17
84,0.25,31,31,17
85,0.25,18,0,0
86,0.25,30,30,30
87,0.25,25,25,7
88,0.25,37,37,33
89,0.25,24,21,8
90,0.25,25,25,4
91,0.25,38,38,36
92,0.25,12,12,6
93,0.25,22,0,0
94,0.25,26,26,25
95,0.25,40,40,28
96,0.25,30,30,21
97,0.25,27,0,0
98,0.25,28,0,8
99,0.25,18,18,1
100,0.25,42,21,4
101,0.25,36,0,0
102,0.25,15,11,2
103,0.25,28,28,6
104,0.25,24,24,11
105,0.25,32,32,1
106,0.25,54,54,12
107,0.25,25,0,0
108,0.25,28,21,5
109,0.25,31,10,9
110,0.25,32,32,29
111,0.25,34,34,15
112,0.25,33,33,17
113,0.25,25,20,15
114,0.25,31,0,0
115,0.25,20,19,15
116,0.25,19,19,14
117,0.25,29,29,14
118,0.25,21,21,14
119,0.25,41,41,24
120,0.25,29,29,28
121,0.25,19,0,0
122,0.25,29,29,16
123,0.25,34,9,0
124,0.25,30,30,6
125,0.25,33,33,12
126,0.25,31,13,9
127,0.25,23,0,0
128,0.25,44,44,12
129,0.25,23,23,14
130,0.25,25,17,6
131,0.25,29,29,23
132,0.25,34,5,4
133,0.25,31,31,9
134,0.25,38,21,0
135,0.25,12,0,0
136,0.25,23,13,0
137,0.25,29,29,1
138,0.25,24,24,17
139,0.25,33,11,7
140,0.25,27,9,22
141,0.25,7,0,2
142,0.25,41,41,16
143,0.25,36,12,4
144,0.25,27,9,3
145,0.25,17,14,7
146,0.25,34,34,11
147,0.25,29,29,8
148,0.25,22,22,17
149,0.25,57,57,47
150,0.25,29,29,26
151,0.25,37,37,13
152,0.25,27,27,11
153,0.25,31,15,0
154,0.25,28,22,10
155,0.25,30,30,28
156,0.25,18,0,0
157,0.25,35,35,29
158,0.25,36,0,0
159,0.25,34,11,0
160,0.25,35,35,32
161,0.25,30,30,17
162,0.25,24,24,6
163,0.25,15,15,14
164,0.25,40,40,3
165,0.25,32,32,21
166,0.25,31,0,0
167,0.25,29,0,0
168,0.25,25,0,0
169,0.25,26,17,0
170,0.25,28,28,26
171,0.25,32,10,5
172,0.25,31,31,22
173,0.25,28,28,18
174,0.25,24,24,10
175,0.25,36,36,4
176,0.25,32,28,25
177,0.25,29,29,3
178,0.25,27,27,26
179,0.25,44,44,2
180,0.25,36,0,0
181,0.25,30,30,29
182,0.25,24,24,9
183,0.25,37,25,4
184,0.25,26,23,14
185,0.25,24,24,1
186,0.25,17,0,0
187,0.25,25,8,6
188,0.25,18,0,0
189,0.25,35,23,7
190,0.25,37,0,19
191,0.25,20,15,7
192,0.25,27,27,26
193,0.25,20,10,7
194,0.25,26,0,0
195,0.25,29,29,23
196,0.25,28,28,16
197,0.25,31,31,4
198,0.25,30,30,8
199,0.25,28,28,7
200,0.25,22,22,22
201,0.25,27,27,13
202,0.25,35,35,22
203,0.25,29,27,10
204,0.25,20,20,4
205,0.25,48,48,12
206,0.25,33,33,28
207,0.25,17,17,1
208,0.25,42,30,11
209,0.25,33,31,11
210,0.25,34,34,26
211,0.25,39,16,4
212,0.25,33,9,6
213,0.25,27,27,11
214,0.25,12,12,4
215,0.25,26,0,0
216,0.25,38,38,3
217,0.25,28,28,3
218,0.25,31,31,18
219,0.25,27,27,21
220,0.25,49,10,10
221,0.25,32,0,11
222,0.25,16,16,7
223,0.25,42,42,31
224,0.25,24,24,5
225,0.25,34,34,22
226,0.25,34,0,13
227,0.25,18,18,6
228,0.25,36,36,27
229,0.25,26,26,3
230,0.25,23,23,9
231,0.25,36,36,36
232,0.25,28,0,11
233,0.25,27,7,0
234,0.25,31,6,4
235,0.25,28,20,0
236,0.25,25,18,13
237,0.25,29,29,16
238,0.25,28,0,0
239,0.25,34,34,30
240,0.25,43,34,13
241,0.25,30,17,9
242,0.25,28,28,7
243,0.25,27,14,10
244,0.25,31,31,15
245,0.25,35,18,0
246,0.25,29,29,24
247,0.25,37,19,9
248,0.25,25,25,14
249,0.25,33,31,28
