,lambd,p,k,k_mu
0,0.5,64,64,64
1,0.5,64,64,18
2,0.5,64,15,3
3,0.5,64,18,6
4,0.5,64,56,14
5,0.5,64,64,31
6,0.5,64,64,60
7,0.5,64,64,45
8,0.5,64,31,4
9,0.5,64,64,59
10,0.5,64,64,15
11,0.5,64,64,8
12,0.5,64,64,10
13,0.5,64,64,61
14,0.5,64,64,3
15,0.5,64,64,55
16,0.5,64,64,64
17,0.5,64,64,47
18,0.5,64,48,6
19,0.5,64,43,17
20,0.5,64,25,9
21,0.5,64,54,8
22,0.5,64,64,8
23,0.5,64,64,22
24,0.5,64,17,3
25,0.5,64,64,62
26,0.5,64,64,37
27,0.5,64,64,47
28,0.5,64,30,7
29,0.5,64,64,64
30,0.5,64,64,35
31,0.5,64,51,18
32,0.5,64,64,28
33,0.5,64,64,30
34,0.5,64,39,14
35,0.5,64,64,5
36,0.5,64,64,48
37,0.5,64,20,12
38,0.5,64,64,55
39,0.5,64,64,64
40,0.5,64,64,54
41,0.5,64,61,8
42,0.5,64,57,13
43,0.5,64,64,28
44,0.5,64,64,53
45,0.5,64,64,63
46,0.5,64,57,11
47,0.5,64,64,8
48,0.5,64,64,5
49,0.5,64,14,2
50,0.5,64,32,11
51,0.5,64,64,34
52,0.5,64,11,8
53,0.5,64,64,39
54,0.5,64,64,25
55,0.5,64,64,53
56,0.5,64,25,12
57,0.5,64,64,32
58,0.5,64,64,25
59,0.5,64,64,8
60,0.5,64,64,29
61,0.5,64,40,16
62,0.5,64,30,3
63,0.5,64,64,46
64,0.5,64,60,18
65,0.5,64,64,63
66,0.5,64,64,63
67,0.5,64,33,5
68,0.5,64,34,8
69,0.5,64,64,26
70,0.5,64,17,5
71,0.5,64,64,31
72,0.5,64,64,8
73,0.5,64,64,64
74,0.5,64,64,62
75,0.5,64,64,64
76,0.5,64,64,28
77,0.5,64,14,2
78,0.5,64,64,8
79,0.5,64,39,1
80,0.5,64,64,46
81,0.5,64,64,54
82,0.5,64,25,7
83,0.5,64,64,2
84,0.5,64,64,15
85,0.5,64,64,20
86,0.5,64,64,60
87,0.5,64,17,5
88,0.5,64,38,6
89,0.5,64,64,38
90,0.5,64,64,45
91,0.5,64,62,3
92,0.5,64,13,6
93,0.5,64,64,14
94,0.5,64,64,48
95,0.5,64,64,16
96,0.5,64,64,4
97,0.5,64,11,8
98,0.5,64,49,16
99,0.5,64,64,36
100,0.5,64,64,61
101,0.5,64,22,4
102,0.5,64,64,64
103,0.5,64,64,30
104,0.5,64,64,36
105,0.5,64,46,7
106,0.5,64,41,1
107,0.5,64,64,24
108,0.5,64,24,3
109,0.5,64,7,4
110,0.5,64,64,17
111,0.5,64,64,53
112,0.5,64,48,2
113,0.5,64,64,59
114,0.5,64,55,64
115,0.5,64,64,13
116,0.5,64,27,7
117,0.5,64,64,13
118,0.5,64,14,9
119,0.5,64,64,30
120,0.5,64,64,64
121,0.5,64,64,61
122,0.5,64,64,5
123,0.5,64,56,62
124,0.5,64,64,2
125,0.5,64,51,9
126,0.5,64,64,13
127,0.5,64,64,60
128,0.5,64,32,5
129,0.5,64,64,63
130,0.5,64,64,40
131,0.5,64,40,7
132,0.5,64,64,63
133,0.5,64,64,64
134,0.5,64,64,15
135,0.5,64,64,56
136,0.5,64,64,60
137,0.5,64,30,10
138,0.5,64,64,38
139,0.5,64,15,4
140,0.5,64,64,6
141,0.5,64,64,19
142,0.5,64,10,4
143,0.5,64,44,10
144,0.5,64,17,2
145,0.5,64,58,18
146,0.5,64,64,50
147,0.5,64,11,6
148,0.5,64,25,18
149,0.5,64,64,18
150,0.5,64,64,13
151,0.5,64,17,6
152,0.5,64,64,59
153,0.5,64,19,10
154,0.5,64,64,38
155,0.5,64,49,4
156,0.5,64,64,29
157,0.5,64,48,62
158,0.5,64,31,7
159,0.5,64,64,62
160,0.5,64,55,8
161,0.5,64,64,3
162,0.5,64,64,53
163,0.5,64,64,39
164,0.5,64,31,3
165,0.5,64,64,64
166,0.5,64,64,62
167,0.5,64,64,48
168,0.5,64,64,9
169,0.5,64,24,4
170,0.5,64,64,25
171,0.5,64,21,14
172,0.5,64,64,39
173,0.5,64,64,60
174,0.5,64,58,21
175,0.5,64,64,60
176,0.5,64,38,16
177,0.5,64,64,52
178,0.5,64,64,55
179,0.5,64,64,64
180,0.5,64,64,32
181,0.5,64,41,6
182,0.5,64,10,4
183,0.5,64,29,7
184,0.5,64,64,49
185,0.5,64,64,51
186,0.5,64,15,5
187,0.5,64,64,30
188,0.5,64,64,34
189,0.5,64,55,34
190,0.5,64,64,18
191,0.5,64,64,62
192,0.5,64,64,61
193,0.5,64,64,55
194,0.5,64,46,4
195,0.5,64,64,46
196,0.5,64,21,18
197,0.5,64,64,12
198,0.5,64,19,9
199,0.5,64,2,2
200,0.5,64,56,47
201,0.5,64,64,61
202,0.5,64,64,9
203,0.5,64,64,52
204,0.5,64,64,64
205,0.5,64,64,63
206,0.5,64,19,1
207,0.5,64,64,59
208,0.5,64,64,6
209,0.5,64,33,17
210,0.5,64,13,5
211,0.5,64,15,2
212,0.5,64,64,56
213,0.5,64,64,62
