,lambd,p,k,k_mu
0,0.375,29,29,9
1,0.375,23,23,2
2,0.375,37,37,3
3,0.375,22,22,3
4,0.375,33,4,2
5,0.375,21,21,7
6,0.375,38,38,33
7,0.375,27,3,2
8,0.375,23,23,2
9,0.375,22,22,2
10,0.375,35,35,5
11,0.375,21,21,9
12,0.375,31,0,0
13,0.375,17,17,3
14,0.375,29,29,6
15,0.375,28,28,18
16,0.375,33,17,8
17,0.375,38,33,29
18,0.375,23,4,0
19,0.375,31,31,9
20,0.375,19,19,3
21,0.375,40,40,3
22,0.375,25,25,13
23,0.375,43,43,2
24,0.375,24,24,22
25,0.375,22,22,2
26,0.375,28,28,2
27,0.375,20,20,8
28,0.375,28,28,7
29,0.375,38,4,3
30,0.375,16,16,2
31,0.375,25,25,2
32,0.375,24,24,14
33,0.375,16,16,13
34,0.375,26,26,2
35,0.375,29,25,0
36,0.375,42,42,10
37,0.375,30,25,0
38,0.375,36,36,24
39,0.375,36,0,0
40,0.375,36,36,35
41,0.375,31,16,2
42,0.375,27,10,2
43,0.375,27,16,11
44,0.375,58,58,20
45,0.375,20,20,20
46,0.375,36,36,11
47,0.375,32,8,2
48,0.375,30,30,2
49,0.375,38,38,2
50,0.375,35,6,4
51,0.375,29,3,2
52,0.375,18,18,10
53,0.375,20,20,17
54,0.375,32,32,19
55,0.375,29,29,13
56,0.375,34,32,18
57,0.375,30,10,3
58,0.375,41,41,3
59,0.375,21,8,0
60,0.375,37,37,2
61,0.375,37,37,4
62,0.375,39,5,2
63,0.375,39,3,2
64,0.375,14,14,3
65,0.375,21,21,7
66,0.375,35,35,14
67,0.375,29,11,2
68,0.375,25,19,8
69,0.375,18,18,2
70,0.375,35,35,11
71,0.375,32,10,2
72,0.375,33,21,0
73,0.375,24,24,17
74,0.375,28,8,2
75,0.375,33,33,30
76,0.375,17,17,11
77,0.375,28,16,6
78,0.375,18,18,2
79,0.375,19,19,2
80,0.375,23,23,3
81,0.375,24,5,2
82,0.375,29,11,3
83,0.375,28,28,22
84,0.375,31,31,15
85,0.375,18,0,0
86,0.375,30,30,27
87,0.375,25,25,11
88,0.375,37,37,4
89,0.375,24,4,2
90,0.375,25,25,18
91,0.375,38,38,36
92,0.375,12,12,3
93,0.375,22,17,0
94,0.375,26,26,3
95,0.375,40,40,19
96,0.375,30,30,22
97,0.375,27,0,0
98,0.375,28,0,0
99,0.375,18,18,1
100,0.375,42,7,3
101,0.375,36,0,0
102,0.375,15,15,13
103,0.375,28,28,10
104,0.375,24,24,19
105,0.375,32,32,3
106,0.375,54,50,2
107,0.375,25,0,0
108,0.375,28,28,11
109,0.375,31,31,13
110,0.375,32,32,5
111,0.375,34,34,31
112,0.375,33,33,33
113,0.375,25,7,3
114,0.375,31,0,0
115,0.375,20,20,2
116,0.375,19,19,9
117,0.375,29,29,18
118,0.375,21,21,5
119,0.375,41,41,16
120,0.375,29,29,7
121,0.375,19,0,0
122,0.375,29,25,5
123,0.375,34,15,0
124,0.375,30,30,14
125,0.375,33,33,16
126,0.375,31,8,5
127,0.375,23,0,0
128,0.375,44,44,6
129,0.375,23,23,19
130,0.375,25,5,2
131,0.375,29,29,4
132,0.375,34,8,3
133,0.375,31,31,2
134,0.375,38,38,7
135,0.375,12,0,0
136,0.375,23,23,2
137,0.375,29,29,8
138,0.375,24,24,20
139,0.375,33,7,4
140,0.375,27,27,20
141,0.375,7,7,1
142,0.375,41,41,18
143,0.375,36,5,2
144,0.375,27,27,2
145,0.375,17,17,2
146,0.375,34,34,17
147,0.375,29,29,5
148,0.375,22,22,14
149,0.375,57,57,31
150,0.375,29,29,25
151,0.375,37,37,10
152,0.375,27,27,10
153,0.375,31,13,0
154,0.375,28,28,1
155,0.375,30,30,4
156,0.375,18,7,0
157,0.375,35,35,11
158,0.375,36,36,36
159,0.375,34,8,0
160,0.375,35,35,4
161,0.375,30,30,26
162,0.375,24,24,2
163,0.375,15,15,14
164,0.375,40,40,21
165,0.375,32,32,31
166,0.375,31,9,0
167,0.375,29,0,0
168,0.375,25,25,2
169,0.375,26,19,0
170,0.375,28,28,2
171,0.375,32,5,2
172,0.375,31,31,22
173,0.375,28,28,6
174,0.375,24,24,2
175,0.375,36,36,2
176,0.375,32,9,2
177,0.375,29,29,26
178,0.375,27,27,18
179,0.375,44,44,44
180,0.375,36,12,0
181,0.375,30,30,3
182,0.375,24,24,17
183,0.375,37,7,4
184,0.375,26,3,2
185,0.375,24,15,4
186,0.375,17,13,15
187,0.375,25,7,4
188,0.375,18,0,0
189,0.375,35,6,2
190,0.375,37,34,20
191,0.375,20,6,2
192,0.375,27,27,23
193,0.375,20,20,2
194,0.375,26,0,0
195,0.375,29,29,4
196,0.375,28,28,10
197,0.375,31,31,2
198,0.375,30,20,3
199,0.375,28,28,18
200,0.375,22,22,2
201,0.375,27,27,16
202,0.375,35,35,2
203,0.375,29,29,9
204,0.375,20,20,4
205,0.375,48,48,4
206,0.375,33,31,2
207,0.375,17,17,4
208,0.375,42,33,0
209,0.375,33,33,9
210,0.375,34,34,27
211,0.375,39,8,3
212,0.375,33,33,3
213,0.375,27,27,16
214,0.375,12,12,8
215,0.375,26,20,13
216,0.375,38,38,16
217,0.375,28,28,16
218,0.375,31,7,3
219,0.375,27,27,17
220,0.375,49,49,2
221,0.375,32,32,25
222,0.375,16,16,4
223,0.375,42,42,19
224,0.375,24,24,22
225,0.375,34,34,5
226,0.375,34,6,0
227,0.375,18,18,3
228,0.375,36,36,5
229,0.375,26,26,21
230,0.375,23,23,18
231,0.375,36,36,35
232,0.375,28,28,18
233,0.375,27,27,1
234,0.375,31,3,2
235,0.375,28,21,9
236,0.375,25,0,3
237,0.375,29,29,16
238,0.375,28,8,0
239,0.375,34,34,34
240,0.375,43,7,2
241,0.375,30,4,3
242,0.375,28,28,21
243,0.375,27,20,10
244,0.375,31,31,19
245,0.375,35,21,4
246,0.375,29,29,2
247,0.375,37,4,2
248,0.375,25,25,3
249,0.375,33,21,4
