,lambd,p,k,k_mu
0,0.25,64,64,51
1,0.25,64,64,22
2,0.25,64,9,7
3,0.25,64,11,7
4,0.25,64,34,8
5,0.25,64,64,25
6,0.25,64,58,16
7,0.25,64,64,23
8,0.25,64,9,6
9,0.25,64,64,7
10,0.25,64,64,34
11,0.25,64,64,11
12,0.25,64,64,17
13,0.25,64,64,32
14,0.25,64,64,17
15,0.25,64,64,35
16,0.25,64,64,55
17,0.25,64,64,28
18,0.25,64,31,6
19,0.25,64,25,15
20,0.25,64,20,12
21,0.25,64,53,19
22,0.25,64,64,17
23,0.25,64,64,5
24,0.25,64,8,3
25,0.25,64,64,49
26,0.25,64,64,5
27,0.25,64,64,48
28,0.25,64,35,7
29,0.25,64,64,29
30,0.25,64,64,25
31,0.25,64,63,13
32,0.25,64,64,49
33,0.25,64,64,19
34,0.25,64,27,16
35,0.25,64,64,62
36,0.25,64,64,25
37,0.25,64,16,6
38,0.25,64,64,60
39,0.25,64,64,13
40,0.25,64,64,18
41,0.25,64,10,8
42,0.25,64,48,24
43,0.25,64,64,17
44,0.25,64,64,48
45,0.25,64,64,48
46,0.25,64,21,13
47,0.25,64,64,8
48,0.25,64,64,5
49,0.25,64,16,4
50,0.25,64,23,12
51,0.25,64,64,41
52,0.25,64,16,6
53,0.25,64,64,11
54,0.25,64,64,12
55,0.25,64,64,19
56,0.25,64,9,6
57,0.25,64,64,45
58,0.25,64,64,15
59,0.25,64,64,5
60,0.25,64,22,4
61,0.25,64,64,23
62,0.25,64,14,2
63,0.25,64,64,62
64,0.25,64,45,15
65,0.25,64,64,50
66,0.25,64,64,31
67,0.25,64,6,4
68,0.25,64,64,4
69,0.25,64,64,56
70,0.25,64,6,4
71,0.25,64,64,35
72,0.25,64,64,6
73,0.25,64,64,62
74,0.25,64,64,59
75,0.25,64,51,38
76,0.25,64,62,28
77,0.25,64,6,4
78,0.25,64,64,4
79,0.25,64,33,11
80,0.25,64,19,9
81,0.25,64,64,43
82,0.25,64,14,4
83,0.25,64,64,16
84,0.25,64,64,42
85,0.25,64,64,29
86,0.25,64,64,31
87,0.25,64,18,5
88,0.25,64,24,4
89,0.25,64,64,45
90,0.25,64,64,8
91,0.25,64,24,4
92,0.25,64,32,4
93,0.25,64,64,4
94,0.25,64,64,62
95,0.25,64,64,64
96,0.25,64,64,5
97,0.25,64,12,5
98,0.25,64,57,20
99,0.25,64,64,16
100,0.25,64,64,41
101,0.25,64,11,7
102,0.25,64,58,10
