,lambd,p,k,k_mu
0,0.5,64,64,45
1,0.5,64,64,56
2,0.5,64,12,6
3,0.5,64,14,2
4,0.5,64,24,7
5,0.5,64,37,14
6,0.5,64,64,44
7,0.5,64,64,56
8,0.5,64,16,6
9,0.5,64,64,25
10,0.5,64,60,8
11,0.5,64,64,35
12,0.5,64,64,26
13,0.5,64,64,59
14,0.5,64,49,11
15,0.5,64,64,13
16,0.5,64,64,48
17,0.5,64,64,33
18,0.5,64,11,6
19,0.5,64,9,5
20,0.5,64,22,6
21,0.5,64,46,24
22,0.5,64,37,4
23,0.5,64,64,10
24,0.5,64,52,4
25,0.5,64,46,14
26,0.5,64,64,5
27,0.5,64,32,7
28,0.5,64,64,10
29,0.5,64,64,38
30,0.5,64,51,17
31,0.5,64,56,19
32,0.5,64,64,15
33,0.5,64,64,30
34,0.5,64,21,9
35,0.5,64,57,16
36,0.5,64,16,5
37,0.5,64,19,2
38,0.5,64,64,16
39,0.5,64,64,64
40,0.5,64,64,15
41,0.5,64,17,7
42,0.5,64,56,18
43,0.5,64,64,29
44,0.5,64,64,19
45,0.5,64,64,18
46,0.5,64,28,13
47,0.5,64,64,59
48,0.5,64,17,8
49,0.5,64,11,2
50,0.5,64,36,29
51,0.5,64,24,13
52,0.5,64,23,4
53,0.5,64,24,5
54,0.5,64,64,60
55,0.5,64,31,9
56,0.5,64,16,5
57,0.5,64,49,32
58,0.5,64,64,51
59,0.5,64,64,21
60,0.5,64,52,14
61,0.5,64,33,6
62,0.5,64,14,3
63,0.5,64,52,13
64,0.5,64,64,48
65,0.5,64,64,24
66,0.5,64,64,64
67,0.5,64,8,4
68,0.5,64,33,5
69,0.5,64,60,2
70,0.5,64,26,7
71,0.5,64,55,8
72,0.5,64,14,3
73,0.5,64,64,63
74,0.5,64,64,29
75,0.5,64,62,17
76,0.5,64,64,62
77,0.5,64,13,3
78,0.5,64,53,18
79,0.5,64,16,2
80,0.5,64,64,49
81,0.5,64,64,60
82,0.5,64,4,1
83,0.5,64,64,10
84,0.5,64,64,23
85,0.5,64,27,7
86,0.5,64,7,2
87,0.5,64,9,3
88,0.5,64,29,12
89,0.5,64,64,39
90,0.5,64,64,6
91,0.5,64,10,3
92,0.5,64,64,1
93,0.5,64,41,5
94,0.5,64,64,60
95,0.5,64,64,43
96,0.5,64,64,12
97,0.5,64,25,20
98,0.5,64,64,8
99,0.5,64,64,13
100,0.5,64,64,59
101,0.5,64,30,17
102,0.5,64,64,63
103,0.5,64,64,24
104,0.5,64,49,14
105,0.5,64,39,9
106,0.5,64,19,3
107,0.5,64,64,11
108,0.5,64,17,6
109,0.5,64,36,13
110,0.5,64,64,20
111,0.5,64,61,10
112,0.5,64,20,5
113,0.5,64,64,41
114,0.5,64,64,38
115,0.5,64,64,18
116,0.5,64,50,19
117,0.5,64,34,12
118,0.5,64,17,10
119,0.5,64,51,16
120,0.5,64,64,63
121,0.5,64,64,43
122,0.5,64,64,32
123,0.5,64,64,30
124,0.5,64,21,4
125,0.5,64,25,7
126,0.5,64,64,5
127,0.5,64,64,41
128,0.5,64,29,14
129,0.5,64,64,49
130,0.5,64,64,43
131,0.5,64,38,7
132,0.5,64,16,6
133,0.5,64,64,64
134,0.5,64,64,21
135,0.5,64,64,41
136,0.5,64,64,31
137,0.5,64,14,4
138,0.5,64,61,15
139,0.5,64,35,5
140,0.5,64,32,14
141,0.5,64,64,20
142,0.5,64,37,13
143,0.5,64,9,5
144,0.5,64,31,3
145,0.5,64,64,30
146,0.5,64,64,45
147,0.5,64,7,2
148,0.5,64,23,8
149,0.5,64,64,53
150,0.5,64,64,5
151,0.5,64,15,8
152,0.5,64,64,30
153,0.5,64,7,2
154,0.5,64,64,61
155,0.5,64,57,8
156,0.5,64,21,10
157,0.5,64,26,4
158,0.5,64,32,8
159,0.5,64,64,42
160,0.5,64,9,4
161,0.5,64,43,11
162,0.5,64,64,27
163,0.5,64,64,19
164,0.5,64,22,3
165,0.5,64,64,53
166,0.5,64,49,12
167,0.5,64,64,60
168,0.5,64,57,11
169,0.5,64,10,3
170,0.5,64,64,15
171,0.5,64,33,2
172,0.5,64,64,9
173,0.5,64,64,2
174,0.5,64,64,13
175,0.5,64,54,6
176,0.5,64,19,6
177,0.5,64,61,21
178,0.5,64,64,49
179,0.5,64,64,21
180,0.5,64,64,37
181,0.5,64,64,10
182,0.5,64,23,1
183,0.5,64,15,10
184,0.5,64,64,25
185,0.5,64,64,62
186,0.5,64,15,4
187,0.5,64,64,19
188,0.5,64,39,8
189,0.5,64,18,7
190,0.5,64,30,20
191,0.5,64,58,10
192,0.5,64,64,20
193,0.5,64,64,20
194,0.5,64,24,5
195,0.5,64,64,20
196,0.5,64,64,9
197,0.5,64,26,6
198,0.5,64,11,4
199,0.5,64,16,2
200,0.5,64,64,10
201,0.5,64,55,25
202,0.5,64,11,2
203,0.5,64,64,50
204,0.5,64,58,30
205,0.5,64,64,4
206,0.5,64,23,4
207,0.5,64,64,64
208,0.5,64,64,3
209,0.5,64,16,8
210,0.5,64,47,13
211,0.5,64,8,4
212,0.5,64,64,38
213,0.5,64,64,25
214,0.5,64,33,6
215,0.5,64,16,4
216,0.5,64,64,63
217,0.5,64,64,37
218,0.5,64,64,14
219,0.5,64,29,11
220,0.5,64,64,35
221,0.5,64,16,8
222,0.5,64,64,26
223,0.5,64,10,9
224,0.5,64,9,3
225,0.5,64,64,21
226,0.5,64,64,6
227,0.5,64,64,16
228,0.5,64,21,4
229,0.5,64,36,10
230,0.5,64,64,44
231,0.5,64,35,1
232,0.5,64,19,2
233,0.5,64,64,34
234,0.5,64,64,55
235,0.5,64,50,21
236,0.5,64,64,54
237,0.5,64,64,23
238,0.5,64,14,4
239,0.5,64,64,19
240,0.5,64,64,31
241,0.5,64,64,44
242,0.5,64,22,4
243,0.5,64,64,26
244,0.5,64,15,3
245,0.5,64,64,5
246,0.5,64,22,8
247,0.5,64,64,36
248,0.5,64,64,3
249,0.5,64,18,5
