,lambd,p,k,k_mu
0,0.5,29,29,13
1,0.5,23,23,23
2,0.5,37,37,2
3,0.5,22,22,3
4,0.5,33,0,0
5,0.5,21,20,1
6,0.5,38,38,35
7,0.5,27,0,0
8,0.5,23,23,2
9,0.5,22,22,2
10,0.5,35,35,1
11,0.5,21,21,9
12,0.5,31,31,8
13,0.5,17,17,2
14,0.5,29,29,6
15,0.5,28,28,27
16,0.5,33,17,11
17,0.5,38,38,29
18,0.5,23,23,2
19,0.5,31,31,12
20,0.5,19,19,3
21,0.5,40,40,1
22,0.5,25,25,13
23,0.5,43,43,8
24,0.5,24,24,23
25,0.5,22,22,2
26,0.5,28,28,1
27,0.5,20,20,2
28,0.5,28,28,22
29,0.5,38,38,1
30,0.5,16,16,2
31,0.5,25,24,6
32,0.5,24,24,18
33,0.5,16,16,2
34,0.5,26,26,1
35,0.5,29,29,7
36,0.5,42,42,17
37,0.5,30,30,6
38,0.5,36,36,4
39,0.5,36,18,1
40,0.5,36,36,36
41,0.5,31,31,3
42,0.5,27,9,0
43,0.5,27,27,13
44,0.5,58,58,20
45,0.5,20,20,4
46,0.5,36,36,2
47,0.5,32,0,0
48,0.5,30,30,6
49,0.5,38,38,1
50,0.5,35,32,0
51,0.5,29,0,0
52,0.5,18,18,11
53,0.5,20,20,17
54,0.5,32,32,22
55,0.5,29,29,19
56,0.5,34,34,15
57,0.5,30,30,1
58,0.5,41,41,3
59,0.5,21,21,3
60,0.5,37,37,2
61,0.5,37,37,7
62,0.5,39,39,2
63,0.5,39,0,0
64,0.5,14,14,3
65,0.5,21,21,19
66,0.5,35,35,23
67,0.5,29,29,2
68,0.5,25,25,2
69,0.5,18,18,2
70,0.5,35,35,1
71,0.5,32,32,2
72,0.5,33,30,3
73,0.5,24,24,5
74,0.5,28,0,0
75,0.5,33,33,30
76,0.5,17,17,11
77,0.5,28,28,6
78,0.5,18,18,18
79,0.5,19,19,2
80,0.5,23,23,2
81,0.5,24,7,2
82,0.5,29,0,0
83,0.5,28,28,2
84,0.5,31,31,15
85,0.5,18,2,2
86,0.5,30,30,26
87,0.5,25,25,15
88,0.5,37,37,2
89,0.5,24,4,2
90,0.5,25,25,8
91,0.5,38,38,37
92,0.5,12,12,8
93,0.5,22,22,4
94,0.5,26,26,2
95,0.5,40,40,32
96,0.5,30,30,20
97,0.5,27,10,1
98,0.5,28,28,1
99,0.5,18,18,2
100,0.5,42,0,0
101,0.5,36,32,3
102,0.5,15,15,14
103,0.5,28,28,10
104,0.5,24,24,6
105,0.5,32,32,1
106,0.5,54,50,1
107,0.5,25,7,1
108,0.5,28,28,6
109,0.5,31,31,15
110,0.5,32,32,3
111,0.5,34,34,2
112,0.5,33,33,29
113,0.5,25,25,1
114,0.5,31,6,1
115,0.5,20,20,2
116,0.5,19,19,10
117,0.5,29,29,1
118,0.5,21,21,21
119,0.5,41,41,15
120,0.5,29,29,28
121,0.5,19,19,1
122,0.5,29,25,2
123,0.5,34,34,7
124,0.5,30,30,19
125,0.5,33,33,23
126,0.5,31,8,0
127,0.5,23,4,0
128,0.5,44,17,3
129,0.5,23,23,22
130,0.5,25,0,0
131,0.5,29,29,2
132,0.5,34,0,0
133,0.5,31,31,1
134,0.5,38,38,5
135,0.5,12,7,0
136,0.5,23,23,9
137,0.5,29,29,8
138,0.5,24,24,24
139,0.5,33,0,0
140,0.5,27,27,18
141,0.5,7,7,3
142,0.5,41,41,18
143,0.5,36,0,0
144,0.5,27,14,0
145,0.5,17,17,2
146,0.5,34,34,30
147,0.5,29,29,5
148,0.5,22,22,2
149,0.5,57,57,36
150,0.5,29,29,22
151,0.5,37,37,1
152,0.5,27,27,1
153,0.5,31,17,10
154,0.5,28,28,10
