,lambd,p,k,k_mu
0,0.25,64,64,47
1,0.25,64,64,60
2,0.25,64,26,14
3,0.25,64,8,4
4,0.25,64,18,7
5,0.25,64,64,21
6,0.25,64,57,21
7,0.25,64,64,46
8,0.25,64,6,3
9,0.25,64,64,13
10,0.25,64,64,35
11,0.25,64,64,39
12,0.25,64,64,32
13,0.25,64,64,49
14,0.25,64,64,17
15,0.25,64,64,25
16,0.25,64,64,59
17,0.25,64,64,57
18,0.25,64,34,6
19,0.25,64,28,20
20,0.25,64,40,13
21,0.25,64,58,36
22,0.25,64,64,5
23,0.25,64,64,13
24,0.25,64,9,4
25,0.25,64,64,51
26,0.25,64,64,30
27,0.25,64,64,59
28,0.25,64,59,9
29,0.25,64,64,53
30,0.25,64,64,42
31,0.25,64,61,39
32,0.25,64,64,64
33,0.25,64,64,39
34,0.25,64,50,10
35,0.25,64,64,18
36,0.25,64,64,32
37,0.25,64,17,6
38,0.25,64,64,20
39,0.25,64,64,58
40,0.25,64,64,27
41,0.25,64,33,24
42,0.25,64,56,42
43,0.25,64,64,44
44,0.25,64,64,40
45,0.25,64,64,64
46,0.25,64,27,21
47,0.25,64,64,4
48,0.25,64,64,10
49,0.25,64,13,11
50,0.25,64,29,22
51,0.25,64,64,61
52,0.25,64,22,6
53,0.25,64,64,12
54,0.25,64,64,33
55,0.25,64,64,47
56,0.25,64,19,14
57,0.25,64,64,34
58,0.25,64,64,19
59,0.25,64,64,15
60,0.25,64,26,47
61,0.25,64,64,19
62,0.25,64,18,5
63,0.25,64,64,40
64,0.25,64,47,22
65,0.25,64,64,44
66,0.25,64,64,60
67,0.25,64,28,13
68,0.25,64,64,12
69,0.25,64,64,55
70,0.25,64,16,12
71,0.25,64,64,63
72,0.25,64,64,56
73,0.25,64,64,43
74,0.25,64,64,55
75,0.25,64,56,53
76,0.25,64,59,31
77,0.25,64,11,6
78,0.25,64,64,16
79,0.25,64,51,16
80,0.25,64,47,24
81,0.25,64,64,40
82,0.25,64,23,9
83,0.25,64,64,11
84,0.25,64,64,59
85,0.25,64,64,16
86,0.25,64,64,48
87,0.25,64,17,9
88,0.25,64,8,4
89,0.25,64,64,55
90,0.25,64,64,42
91,0.25,64,33,5
92,0.25,64,14,5
93,0.25,64,64,34
94,0.25,64,64,61
95,0.25,64,64,63
96,0.25,64,64,17
97,0.25,64,19,6
98,0.25,64,53,23
99,0.25,64,64,51
100,0.25,64,64,51
101,0.25,64,25,6
102,0.25,64,62,56
103,0.25,64,48,14
104,0.25,64,64,60
105,0.25,64,25,12
106,0.25,64,51,14
107,0.25,64,64,39
108,0.25,64,15,5
109,0.25,64,11,7
110,0.25,64,64,23
111,0.25,64,64,25
112,0.25,64,26,4
113,0.25,64,64,60
114,0.25,64,44,28
115,0.25,64,64,7
116,0.25,64,29,11
117,0.25,64,64,16
118,0.25,64,28,17
119,0.25,64,64,30
120,0.25,64,64,64
121,0.25,64,64,37
122,0.25,64,45,10
123,0.25,64,64,6
124,0.25,64,60,6
125,0.25,64,64,18
126,0.25,64,64,20
127,0.25,64,64,35
128,0.25,64,53,34
129,0.25,64,64,43
130,0.25,64,64,50
131,0.25,64,58,9
132,0.25,64,36,13
133,0.25,64,64,62
134,0.25,64,64,28
135,0.25,64,64,30
136,0.25,64,64,50
137,0.25,64,24,10
138,0.25,64,64,31
139,0.25,64,10,3
140,0.25,64,64,7
141,0.25,64,64,63
142,0.25,64,30,11
143,0.25,64,43,9
144,0.25,64,37,12
145,0.25,64,60,35
146,0.25,64,64,44
147,0.25,64,23,6
148,0.25,64,64,35
149,0.25,64,41,31
150,0.25,64,64,16
151,0.25,64,16,12
152,0.25,64,64,27
153,0.25,64,21,4
154,0.25,64,64,19
155,0.25,64,21,8
156,0.25,64,64,33
157,0.25,64,39,28
158,0.25,64,54,7
159,0.25,64,64,60
160,0.25,64,64,22
161,0.25,64,16,14
162,0.25,64,64,57
163,0.25,64,64,38
164,0.25,64,22,7
165,0.25,64,64,18
166,0.25,64,64,55
167,0.25,64,64,55
168,0.25,64,64,56
169,0.25,64,17,4
170,0.25,64,64,21
171,0.25,64,11,2
172,0.25,64,64,53
173,0.25,64,64,50
174,0.25,64,64,34
175,0.25,64,64,47
176,0.25,64,27,14
177,0.25,64,64,11
178,0.25,64,64,60
179,0.25,64,64,57
180,0.25,64,64,52
181,0.25,64,63,32
182,0.25,64,11,4
183,0.25,64,11,3
184,0.25,64,64,39
185,0.25,64,64,26
186,0.25,64,21,12
187,0.25,64,64,23
188,0.25,64,64,46
189,0.25,64,34,13
190,0.25,64,64,8
191,0.25,64,64,21
192,0.25,64,64,57
193,0.25,64,64,48
194,0.25,64,33,11
195,0.25,64,64,52
196,0.25,64,37,32
197,0.25,64,64,50
198,0.25,64,17,11
199,0.25,64,27,10
200,0.25,64,64,15
201,0.25,64,64,58
202,0.25,64,49,3
203,0.25,64,64,40
204,0.25,64,64,60
205,0.25,64,64,60
206,0.25,64,62,5
207,0.25,64,64,31
208,0.25,64,64,17
209,0.25,64,28,17
210,0.25,64,20,5
211,0.25,64,14,12
212,0.25,64,64,26
213,0.25,64,64,32
214,0.25,64,64,33
215,0.25,64,64,39
216,0.25,64,64,30
217,0.25,64,64,35
218,0.25,64,64,15
219,0.25,64,32,19
220,0.25,64,64,49
221,0.25,64,47,31
222,0.25,64,64,56
223,0.25,64,20,8
224,0.25,64,16,8
225,0.25,64,64,23
226,0.25,64,64,36
227,0.25,64,64,55
228,0.25,64,20,6
229,0.25,64,58,33
230,0.25,64,64,63
231,0.25,64,40,6
232,0.25,64,22,18
233,0.25,64,64,28
234,0.25,64,64,60
235,0.25,64,64,62
236,0.25,64,64,64
237,0.25,64,22,13
238,0.25,64,14,7
239,0.25,64,64,35
240,0.25,64,35,11
241,0.25,64,64,48
242,0.25,64,62,15
243,0.25,64,64,35
244,0.25,64,64,19
245,0.25,64,64,47
246,0.25,64,64,45
247,0.25,64,64,18
248,0.25,64,51,14
249,0.25,64,38,5
